Date, Open, High, Low, Close
09/17/19, 37169.46, 37169.56, 36419.09, 36481.09
09/16/19, 37204.56, 37302.06, 37028.94, 37123.31
09/13/19, 37175.86, 37413.50, 37000.09, 37384.99
09/12/19, 37330.47, 37435.15, 37048.67, 37104.28
09/11/19, 37251.03, 37343.46, 37193.57, 37270.82
09/09/19, 36969.48, 37244.08, 36784.47, 37145.45
09/06/19, 36785.59, 37012.98, 36727.66, 36981.77
09/05/19, 36821.71, 36898.99, 36541.88, 36644.42
09/04/19, 36575.24, 36776.31, 36409.54, 36724.74
09/03/19, 37181.76, 37188.38, 36466.01, 36562.91
08/30/19, 37222.26, 37397.97, 36829.81, 37332.79
08/29/19, 37381.80, 37381.80, 36987.35, 37068.93
08/28/19, 37655.77, 37687.82, 37249.19, 37451.84
08/27/19, 37658.48, 37731.51, 37449.69, 37641.27
08/26/19, 37363.95, 37544.48, 36492.65, 37494.12
08/23/19, 36387.68, 36807.34, 36102.35, 36701.16
08/22/19, 37087.58, 37087.58, 36391.35, 36472.93
08/21/19, 37298.73, 37406.55, 37022.52, 37060.37
08/20/19, 37441.75, 37511.55, 37219.90, 37328.01
08/19/19, 37485.92, 37718.88, 37358.49, 37402.49
08/16/19, 37383.00, 37444.45, 36974.41, 37350.33
08/14/19, 37233.50, 37473.61, 37000.77, 37311.53
08/13/19, 37755.16, 37755.16, 36888.49, 36958.16
08/09/19, 37521.30, 37807.55, 37406.26, 37581.91
08/08/19, 36808.01, 37405.48, 36655.41, 37327.36
08/07/19, 37025.27, 37104.79, 36610.57, 36690.50
08/06/19, 36568.03, 37241.77, 36536.59, 36976.85
08/05/19, 36842.17, 36844.05, 36416.79, 36699.84
08/02/19, 36920.11, 37375.16, 36607.41, 37118.22
08/01/19, 37387.18, 37387.18, 36694.18, 37018.32
07/31/19, 37257.55, 37576.37, 37128.26, 37481.12
07/30/19, 37735.54, 37950.21, 37359.03, 37397.24
07/29/19, 38043.22, 38043.22, 37519.16, 37686.37
07/26/19, 37831.18, 37978.07, 37690.47, 37882.79
07/25/19, 37935.02, 38169.87, 37775.51, 37830.98
07/24/19, 37990.23, 38102.84, 37708.41, 37847.65
07/23/19, 38138.56, 38217.81, 37898.90, 37982.74
07/22/19, 38333.52, 38333.52, 37890.32, 38031.13
07/19/19, 39058.73, 39058.73, 38271.35, 38337.01
07/18/19, 39204.47, 39204.47, 38861.25, 38897.46
07/17/19, 39171.10, 39284.73, 39081.14, 39215.64
07/16/19, 38961.86, 39173.89, 38845.27, 39131.04
07/15/19, 39009.95, 39023.97, 38696.60, 38896.71
07/12/19, 38941.10, 39021.84, 38684.85, 38736.23
07/11/19, 38751.62, 38892.50, 38631.31, 38823.11
07/10/19, 38701.99, 38854.85, 38474.66, 38557.04
07/09/19, 38754.47, 38814.23, 38435.87, 38730.82
07/08/19, 39476.38, 39476.38, 38605.48, 38720.57
07/05/19, 39990.40, 40032.41, 39441.38, 39513.39
07/04/19, 39917.65, 39979.10, 39858.33, 39908.06
07/03/19, 39907.57, 39934.99, 39732.38, 39839.25
07/02/19, 39811.68, 39838.49, 39499.19, 39816.48
07/01/19, 39543.73, 39764.82, 39541.09, 39686.50
06/28/19, 39630.52, 39675.25, 39361.92, 39394.64
06/27/19, 39633.97, 39817.22, 39510.44, 39586.41
06/26/19, 39379.13, 39674.22, 39319.64, 39592.08
06/25/19, 39131.94, 39490.64, 38946.04, 39434.94
06/24/19, 39160.23, 39300.02, 39021.70, 39122.96
06/21/19, 39608.25, 39617.95, 39121.30, 39194.49
06/20/19, 39042.96, 39639.00, 38934.00, 39601.63
06/19/19, 39176.56, 39435.80, 38881.05, 39112.74
06/18/19, 39056.98, 39167.83, 38870.96, 39046.34
06/17/19, 39514.36, 39540.42, 38911.49, 38960.79
06/14/19, 39452.07, 39799.90, 39363.45, 39452.07
06/13/19, 39679.35, 39800.81, 39461.27, 39741.36
06/12/19, 39974.18, 39982.10, 39623.53, 39756.81
06/11/19, 39900.45, 40066.31, 39760.02, 39950.46
06/10/19, 39787.33, 39979.48, 39619.97, 39784.52
06/07/19, 39581.77, 39703.10, 39279.47, 39615.90
06/06/19, 40136.43, 40159.26, 39481.15, 39529.72
06/04/19, 40196.00, 40312.07, 40031.05, 40083.54
06/03/19, 39806.86, 40308.90, 39711.02, 40267.62
05/31/19, 39998.91, 40122.34, 39374.24, 39714.20
05/30/19, 39580.28, 39911.92, 39500.56, 39831.97
05/29/19, 39714.27, 39767.93, 39420.50, 39502.05
05/28/19, 39765.64, 39828.65, 39498.65, 39749.73
05/27/19, 39536.23, 39821.94, 39353.16, 39683.29
05/24/19, 39076.28, 39476.97, 38824.26, 39434.72
05/23/19, 39591.77, 40124.96, 38651.61, 38811.39
05/22/19, 39086.21, 39249.08, 38903.87, 39110.21
05/21/19, 39449.45, 39571.73, 38884.85, 38969.80
05/20/19, 38701.18, 39412.56, 38570.04, 39352.67
05/17/19, 37494.42, 38001.13, 37415.36, 37930.77
05/16/19, 37179.13, 37518.94, 37052.30, 37393.48
05/15/19, 37539.05, 37559.67, 37047.87, 37114.88
05/14/19, 37146.58, 37572.70, 36956.10, 37318.53
05/13/19, 37491.30, 37583.57, 36999.84, 37090.82
05/10/19, 37632.36, 37721.98, 37370.39, 37462.99
05/09/19, 37747.91, 37780.46, 37405.40, 37558.91
05/08/19, 38244.18, 38248.57, 37743.07, 37789.13
05/07/19, 38815.46, 38835.54, 38236.18, 38276.63
05/06/19, 38719.33, 38719.33, 38509.79, 38600.34
05/03/19, 39009.55, 39172.76, 38920.17, 38963.26
05/02/19, 39036.51, 39189.95, 38882.99, 38981.43
04/30/19, 39056.92, 39105.88, 38753.46, 39031.55
04/26/19, 38865.83, 39103.16, 38765.33, 39067.33
04/25/19, 39101.78, 39262.22, 38663.98, 38730.86
04/24/19, 38672.63, 39095.35, 38571.00, 39054.68
04/23/19, 38771.27, 38832.61, 38518.26, 38564.88
04/22/19, 39158.22, 39158.22, 38585.65, 38645.18
04/18/19, 39420.04, 39487.45, 39083.16, 39140.28
04/16/19, 39040.30, 39364.34, 39038.81, 39275.64
04/15/19, 38805.54, 38976.58, 38780.08, 38905.84
04/12/19, 38692.06, 38818.87, 38554.79, 38767.11
04/11/19, 38621.58, 38649.98, 38460.25, 38607.01
04/10/19, 38898.60, 38950.45, 38542.28, 38585.35
04/09/19, 38730.93, 38978.99, 38598.72, 38939.22
04/08/19, 38993.60, 39041.25, 38520.96, 38700.53
04/05/19, 38839.52, 38958.60, 38701.04, 38862.23
04/04/19, 38935.75, 38939.35, 38581.04, 38684.72
04/03/19, 39167.05, 39270.14, 38826.56, 38877.12
04/02/19, 38988.57, 39121.69, 38846.96, 39056.65
04/01/19, 38858.88, 39115.57, 38808.74, 38871.87
03/29/19, 38675.00, 38748.54, 38546.68, 38672.91
03/28/19, 38208.30, 38593.65, 38148.44, 38545.72
03/27/19, 38372.03, 38475.93, 38001.34, 38132.88
03/26/19, 37886.29, 38297.70, 37800.08, 38233.41
03/25/19, 38016.76, 38016.76, 37667.40, 37808.91
03/22/19, 38452.47, 38564.71, 38089.36, 38164.61
03/20/19, 38433.86, 38489.81, 38316.21, 38386.75
03/19/19, 38218.59, 38396.06, 38078.23, 38363.47
03/18/19, 38132.96, 38369.59, 37952.10, 38095.07
03/15/19, 37760.23, 38254.77, 37760.23, 38024.32
03/14/19, 37840.64, 37907.78, 37693.69, 37754.89
03/13/19, 37608.29, 37797.29, 37478.87, 37752.17
03/12/19, 37249.65, 37586.63, 37230.85, 37535.66
03/11/19, 36741.57, 37106.19, 36726.39, 37054.10
03/08/19, 36753.59, 36753.59, 36592.93, 36671.43
03/07/19, 36744.02, 36830.25, 36590.88, 36725.42
03/06/19, 36544.86, 36666.47, 36456.82, 36636.10
03/05/19, 36141.07, 36457.44, 35926.94, 36442.54
03/01/19, 36018.49, 36140.67, 35952.41, 36063.81
02/28/19, 36025.72, 36085.85, 35829.15, 35867.44
02/27/19, 36138.83, 36371.11, 35735.33, 35905.43
02/26/19, 35975.75, 36172.52, 35714.16, 35973.71
02/25/19, 35983.80, 36242.18, 35901.06, 36213.38
02/22/19, 35906.01, 35941.69, 35795.79, 35871.48
02/21/19, 35837.00, 35983.07, 35707.29, 35898.35
02/20/19, 35564.93, 35797.11, 35469.49, 35756.26
02/19/19, 35543.24, 35776.04, 35287.16, 35352.61
02/18/19, 35831.18, 35912.44, 35470.76, 35498.44
02/15/19, 35985.68, 36022.57, 35510.97, 35808.95
02/14/19, 36065.08, 36109.10, 35799.42, 35876.22
02/13/19, 36279.63, 36375.80, 35962.68, 36034.11
02/12/19, 36405.72, 36465.40, 36113.91, 36153.62
02/11/19, 36585.50, 36588.41, 36300.48, 36395.03
02/08/19, 36873.59, 36885.58, 36480.62, 36546.48
02/07/19, 37026.56, 37172.18, 36898.80, 36971.09
02/06/19, 36714.54, 37005.25, 36680.88, 36975.23
02/05/19, 36573.04, 36727.83, 36495.83, 36616.81
02/04/19, 36456.22, 36622.77, 36225.48, 36582.74
02/01/19, 36311.74, 36778.14, 36221.32, 36469.43
01/31/19, 35805.51, 36278.13, 35740.07, 36256.69
01/30/19, 35819.67, 35850.41, 35490.97, 35591.25
01/29/19, 35716.72, 35734.14, 35375.51, 35592.50
01/28/19, 36099.62, 36124.26, 35565.15, 35656.70
01/25/19, 36245.77, 36474.48, 35953.15, 36025.54
01/24/19, 36146.55, 36258.28, 35996.68, 36195.10
01/23/19, 36494.12, 36521.47, 36037.90, 36108.47
01/22/19, 36649.92, 36650.47, 36282.93, 36444.64
01/21/19, 36467.12, 36701.03, 36351.77, 36578.96
01/18/19, 36417.58, 36469.98, 36218.33, 36386.61
01/17/19, 36413.60, 36468.42, 36170.80, 36374.08
01/16/19, 36370.74, 36462.03, 36278.61, 36321.29
01/15/19, 35950.08, 36349.31, 35950.08, 36318.33
01/14/19, 36113.27, 36124.94, 35691.75, 35853.56
01/11/19, 36191.87, 36214.26, 35840.60, 36009.84
01/10/19, 36258.00, 36269.31, 36070.76, 36106.50
01/09/19, 36181.37, 36250.54, 35863.29, 36212.91
01/08/19, 35964.62, 36037.35, 35753.95, 35980.93
01/07/19, 35971.18, 36076.95, 35809.23, 35850.16
01/04/19, 35590.79, 35744.20, 35382.08, 35695.10
01/03/19, 35934.50, 35999.66, 35475.57, 35513.71
01/02/19, 36198.13, 36236.70, 35734.01, 35891.52
01/01/19, 36161.80, 36284.04, 35888.62, 36254.57
12/31/18, 36239.19, 36285.46, 36033.95, 36068.33
12/28/18, 35911.99, 36194.78, 35911.99, 36076.72
12/27/18, 36002.11, 36041.24, 35781.95, 35807.28
12/26/18, 35443.16, 35711.26, 35010.82, 35649.94
12/24/18, 35859.66, 35910.67, 35423.24, 35470.15
12/21/18, 36449.27, 36483.49, 35694.74, 35742.07
12/20/18, 36321.18, 36475.52, 36202.90, 36431.67
12/19/18, 36441.46, 36554.99, 36381.87, 36484.33
12/18/18, 36226.38, 36375.38, 36046.52, 36347.08
12/17/18, 36129.13, 36312.31, 36123.62, 36270.07
12/14/18, 35960.19, 36019.02, 35813.85, 35962.93
12/13/18, 36024.88, 36095.56, 35794.51, 35929.64
12/12/18, 35277.84, 35826.58, 35167.47, 35779.07
12/11/18, 34584.13, 35207.33, 34426.29, 35150.01
12/10/18, 35204.66, 35246.97, 34915.77, 34959.72
12/07/18, 35494.86, 35730.05, 35378.27, 35673.25
12/06/18, 35694.25, 35707.23, 35266.76, 35312.13
12/05/18, 36035.65, 36048.65, 35777.81, 35884.41
12/04/18, 36290.48, 36295.84, 36036.39, 36134.31
12/03/18, 36396.69, 36446.16, 36099.68, 36241.00
11/30/18, 36304.43, 36389.22, 36082.97, 36194.30
11/29/18, 35997.29, 36253.85, 35946.24, 36170.41
11/28/18, 35635.52, 35822.16, 35605.34, 35716.95
11/27/18, 35394.77, 35555.16, 35262.97, 35513.14
11/26/18, 35118.09, 35397.24, 34896.07, 35354.08
11/22/18, 35282.33, 35364.50, 34937.98, 34981.02
11/21/18, 35492.62, 35494.25, 35112.49, 35199.80
11/20/18, 35730.77, 35731.67, 35416.18, 35474.51
11/19/18, 35647.62, 35818.83, 35511.10, 35774.88
11/16/18, 35398.70, 35545.85, 35324.37, 35457.16
11/15/18, 35145.75, 35402.00, 35118.42, 35260.54
11/14/18, 35330.14, 35351.88, 34986.86, 35141.99
11/13/18, 34846.19, 35187.75, 34672.20, 35144.49
11/12/18, 35287.49, 35333.22, 34756.80, 34812.99
11/09/18, 35258.13, 35287.29, 35011.23, 35158.55
11/07/18, 35301.88, 35302.25, 35183.17, 35237.68
11/06/18, 35076.24, 35196.03, 34889.72, 34991.91
11/05/18, 35118.62, 35123.41, 34811.60, 34950.92
11/02/18, 34743.95, 35190.20, 34649.80, 35011.65
11/01/18, 34650.63, 34679.93, 34303.38, 34431.97
10/31/18, 33963.09, 34463.38, 33587.24, 34442.05
10/30/18, 34068.92, 34176.36, 33799.79, 33891.13
10/29/18, 33549.88, 34154.60, 33341.80, 34067.40
10/26/18, 33776.80, 33776.80, 33291.58, 33349.31
10/25/18, 33778.60, 33838.76, 33553.18, 33690.09
10/24/18, 34203.70, 34300.97, 33726.07, 34033.96
10/23/18, 33935.88, 34073.92, 33742.75, 33847.23
10/22/18, 34689.39, 34748.69, 34082.76, 34134.38
10/19/18, 34563.29, 34563.29, 34140.32, 34315.63
10/17/18, 35543.38, 35605.43, 34727.16, 34779.58
10/16/18, 35004.33, 35215.79, 34913.06, 35162.48
10/15/18, 34971.83, 35008.65, 34559.98, 34865.10
10/12/18, 34291.92, 34808.42, 34279.78, 34733.58
10/11/18, 34063.82, 34325.18, 33723.53, 34001.15
10/10/18, 34493.21, 34858.35, 34346.50, 34760.89
10/09/18, 34651.82, 34711.68, 34233.50, 34299.47
10/08/18, 34412.36, 34636.43, 33974.66, 34474.38
10/05/18, 35097.99, 35118.54, 34202.22, 34376.99
10/04/18, 35820.53, 35820.53, 35022.12, 35169.16
10/03/18, 36602.85, 36602.85, 35911.82, 35975.63
10/01/18, 36274.25, 36616.64, 35960.65, 36526.14
09/28/18, 36452.74, 36551.86, 35985.63, 36227.14
09/27/18, 36691.93, 36711.62, 36238.23, 36324.17
09/26/18, 36936.64, 36938.74, 36357.93, 36542.27
09/25/18, 36350.25, 36705.79, 36064.10, 36652.06
09/24/18, 36924.72, 36945.50, 36216.95, 36305.02
09/21/18, 37278.89, 37489.24, 35993.64, 36841.60
09/19/18, 37432.93, 37530.63, 37062.69, 37121.22
09/18/18, 37660.19, 37745.44, 37242.85, 37290.67
09/17/18, 38027.81, 38027.81, 37548.93, 37585.51
09/14/18, 37939.29, 38125.62, 37859.52, 38090.64
09/12/18, 37546.42, 37752.58, 37342.00, 37717.96
09/11/18, 38017.49, 38043.27, 37361.20, 37413.13
09/10/18, 38348.39, 38354.52, 37882.83, 37922.17
09/07/18, 38314.55, 38421.56, 38067.22, 38389.82
09/06/18, 38161.85, 38320.96, 37912.50, 38242.81
09/05/18, 38192.95, 38250.61, 37774.42, 38018.31
09/04/18, 38460.96, 38518.56, 38098.60, 38157.92
09/03/18, 38915.91, 38934.35, 38270.01, 38312.52
08/31/18, 38704.84, 38838.45, 38562.21, 38645.07
08/30/18, 38796.98, 38819.06, 38581.83, 38690.10
08/29/18, 38989.65, 38989.65, 38679.57, 38722.93
08/28/18, 38814.76, 38938.91, 38760.58, 38896.63
08/27/18, 38472.03, 38736.88, 38416.73, 38694.11
08/24/18, 38366.79, 38429.50, 38172.77, 38251.80
08/23/18, 38416.65, 38487.63, 38227.36, 38336.76
08/21/18, 38360.32, 38402.96, 38213.87, 38285.75
08/20/18, 38075.07, 38340.69, 38050.69, 38278.75
08/17/18, 37898.60, 38022.32, 37840.16, 37947.88
08/16/18, 37796.01, 37891.92, 37634.13, 37663.56
08/14/18, 37749.59, 37932.40, 37689.71, 37852.00
08/13/18, 37693.19, 37799.54, 37559.26, 37644.90
08/10/18, 38050.07, 38051.45, 37815.75, 37869.23
08/09/18, 37994.51, 38076.23, 37939.28, 38024.37
08/08/18, 37756.24, 37931.42, 37641.40, 37887.56
08/07/18, 37849.21, 37876.87, 37586.88, 37665.80
08/06/18, 37714.70, 37805.25, 37643.29, 37691.89
08/03/18, 37327.16, 37582.27, 37319.61, 37556.16
08/02/18, 37529.69, 37529.69, 37128.99, 37165.16
08/01/18, 37643.87, 37711.87, 37432.91, 37521.62
07/31/18, 37534.95, 37644.59, 37298.75, 37606.58
07/30/18, 37491.39, 37533.50, 37292.45, 37494.40
07/27/18, 37253.86, 37368.62, 37134.88, 37336.85
07/26/18, 36928.38, 37061.62, 36852.53, 36984.64
07/25/18, 36928.06, 36947.18, 36803.15, 36858.23
07/24/18, 36859.39, 36902.06, 36709.72, 36825.10
07/23/18, 36501.05, 36749.69, 36491.83, 36718.60
07/20/18, 36377.03, 36567.34, 36335.61, 36496.37
07/19/18, 36509.08, 36515.58, 36279.33, 36351.23
07/18/18, 36722.41, 36747.87, 36320.92, 36373.44
07/17/18, 36390.99, 36549.55, 36261.78, 36519.96
07/16/18, 36658.71, 36658.71, 36298.94, 36323.77
07/13/18, 36635.14, 36740.07, 36501.61, 36541.63
07/12/18, 36424.23, 36699.53, 36422.08, 36548.41
07/11/18, 36299.26, 36362.30, 36169.70, 36265.93
07/10/18, 36068.27, 36274.33, 36019.63, 36239.62
07/09/18, 35835.10, 35977.37, 35779.72, 35934.72
07/06/18, 35543.66, 35799.71, 35532.21, 35657.86
07/05/18, 35703.17, 35748.26, 35517.79, 35574.55
07/04/18, 35385.52, 35667.31, 35309.67, 35645.40
07/03/18, 35344.21, 35445.21, 35195.63, 35378.60
07/02/18, 35545.22, 35578.24, 35106.57, 35264.41
06/29/18, 35128.16, 35459.05, 35099.65, 35423.48
06/28/18, 35207.19, 35282.40, 34937.15, 35037.64
06/27/18, 35543.89, 35618.85, 35154.21, 35217.11
06/26/18, 35355.72, 35616.64, 35338.09, 35490.04
06/25/18, 35783.75, 35806.97, 35430.11, 35470.35
06/22/18, 35428.42, 35741.26, 35344.49, 35689.60
06/21/18, 35644.05, 35678.69, 35396.97, 35432.39
06/20/18, 35329.61, 35571.37, 35329.51, 35547.33
06/19/18, 35552.47, 35552.47, 35249.06, 35286.74
06/18/18, 35698.43, 35721.55, 35518.73, 35548.26
06/15/18, 35656.26, 35675.20, 35419.68, 35622.14
06/14/18, 35743.10, 35749.88, 35488.55, 35599.82
06/13/18, 35835.44, 35877.41, 35715.96, 35739.16
06/12/18, 35525.30, 35743.08, 35479.07, 35692.52
06/11/18, 35472.59, 35704.84, 35444.49, 35483.47
06/08/18, 35406.47, 35484.94, 35260.00, 35443.67
06/07/18, 35278.38, 35628.49, 35278.38, 35463.08
06/06/18, 34932.49, 35230.54, 34896.37, 35178.88
06/05/18, 35029.45, 35073.12, 34784.68, 34903.21
06/04/18, 35503.24, 35555.59, 34982.25, 35011.89
06/01/18, 35373.98, 35438.22, 35177.35, 35227.26
05/31/18, 35083.81, 35416.03, 34926.08, 35322.38
05/30/18, 34876.13, 35017.45, 34735.11, 34906.11
05/29/18, 35213.14, 35234.14, 34922.18, 34949.24
05/28/18, 35074.32, 35240.96, 35006.50, 35165.48
05/25/18, 34753.47, 35017.93, 34700.52, 34924.87
05/24/18, 34404.14, 34741.46, 34367.83, 34663.11
05/23/18, 34656.63, 34668.47, 34302.89, 34344.91
05/22/18, 34601.49, 34754.60, 34550.22, 34651.24
05/21/18, 34873.16, 34973.95, 34593.82, 34616.13
05/18/18, 35143.59, 35163.11, 34821.62, 34848.30
05/17/18, 35483.62, 35510.01, 35087.82, 35149.12
05/16/18, 35452.35, 35543.89, 35241.63, 35387.88
05/15/18, 35537.85, 35993.53, 35497.92, 35543.94
05/14/18, 35555.83, 35642.72, 35456.56, 35556.71
05/11/18, 35287.99, 35596.15, 35262.06, 35535.79
05/10/18, 35353.96, 35500.76, 35203.85, 35246.27
05/09/18, 35198.08, 35404.83, 35134.20, 35319.35
05/08/18, 35349.85, 35388.87, 35136.01, 35216.32
05/07/18, 34983.59, 35259.81, 34977.74, 35208.14
05/04/18, 35144.96, 35206.55, 34847.61, 34915.38
05/03/18, 35257.31, 35257.31, 35020.08, 35103.14
05/02/18, 35328.91, 35357.15, 35072.42, 35176.42
04/30/18, 35021.20, 35213.30, 35004.00, 35160.36
04/27/18, 34747.04, 35065.37, 34744.73, 34969.70
04/26/18, 34532.95, 34747.97, 34505.62, 34713.60
04/25/18, 34593.17, 34631.27, 34400.56, 34501.27
04/24/18, 34491.38, 34706.71, 34465.49, 34616.64
04/23/18, 34493.69, 34663.95, 34259.27, 34450.77
04/20/18, 34434.14, 34487.33, 34311.29, 34415.58
04/19/18, 34403.67, 34478.82, 34358.91, 34427.29
04/18/18, 34443.42, 34591.81, 34270.04, 34331.68
04/17/18, 34381.80, 34434.14, 34229.83, 34395.06
04/16/18, 33944.73, 34341.46, 33899.34, 34305.43
04/13/18, 34167.53, 34313.14, 34103.53, 34192.65
04/12/18, 33987.55, 34177.44, 33924.88, 34101.13
04/11/18, 33970.35, 33981.54, 33750.74, 33940.44
04/10/18, 33880.11, 33949.98, 33813.30, 33880.25
04/09/18, 33653.61, 33846.50, 33578.91, 33788.54
04/06/18, 33608.59, 33697.51, 33501.37, 33626.97
04/05/18, 33289.96, 33637.46, 33267.86, 33596.80
04/04/18, 33437.52, 33505.53, 32972.56, 33019.07
04/03/18, 33197.42, 33402.94, 33153.83, 33370.63
04/02/18, 33030.87, 33289.34, 32997.88, 33255.36
03/28/18, 33098.09, 33104.11, 32917.66, 32968.68
03/27/18, 33172.98, 33371.04, 33077.13, 33174.39
03/26/18, 32536.44, 33115.41, 32515.17, 33066.41
03/23/18, 32650.89, 32720.03, 32483.84, 32596.54
03/22/18, 33206.99, 33281.77, 32963.31, 33006.27
03/21/18, 33090.82, 33354.93, 33070.53, 33136.18
03/20/18, 32876.48, 33102.74, 32810.86, 32996.76
03/19/18, 33268.97, 33275.79, 32856.54, 32923.12
03/16/18, 33685.86, 33691.32, 33119.92, 33176.00
03/15/18, 33843.47, 33866.28, 33637.28, 33685.54
03/14/18, 33733.55, 33875.15, 33580.69, 33835.74
03/13/18, 33818.22, 34077.32, 33722.96, 33856.78
03/12/18, 33468.16, 33962.48, 33468.16, 33917.94
03/09/18, 33465.05, 33519.49, 33256.42, 33307.14
03/08/18, 33244.52, 33439.97, 33037.48, 33351.57
03/07/18, 33279.39, 33331.21, 32991.14, 33033.09
03/06/18, 34047.43, 34060.13, 33209.76, 33317.20
03/05/18, 34034.28, 34034.28, 33653.41, 33746.78
03/01/18, 34141.22, 34278.63, 34015.79, 34046.94
02/28/18, 34155.63, 34302.74, 34076.45, 34184.04
02/27/18, 34558.56, 34610.79, 34314.87, 34346.39
02/26/18, 34225.72, 34483.39, 34225.72, 34445.75
02/23/18, 33832.00, 34167.60, 33832.00, 34142.15
02/22/18, 33817.09, 33868.74, 33691.42, 33819.50
02/21/18, 33813.83, 33911.36, 33702.50, 33844.86
02/20/18, 33913.94, 33960.95, 33657.89, 33703.59
02/19/18, 34053.95, 34122.96, 33554.37, 33774.66
02/16/18, 34411.24, 34508.24, 33957.33, 34010.76
02/15/18, 34207.57, 34535.08, 34186.01, 34297.47
02/14/18, 34436.98, 34473.43, 34028.68, 34155.95
02/12/18, 34203.34, 34351.34, 34115.12, 34300.47
02/09/18, 34002.45, 34070.73, 33849.65, 34005.76
02/08/18, 34208.11, 34634.35, 34108.76, 34413.16
02/07/18, 34563.30, 34666.33, 34008.42, 34082.71
02/06/18, 33753.78, 34521.01, 33482.81, 34195.94
02/05/18, 34718.85, 34874.17, 34520.80, 34757.16
02/02/18, 35707.60, 35738.13, 35006.41, 35066.75
02/01/18, 36048.99, 36256.83, 35501.74, 35906.66
01/31/18, 35951.64, 36050.69, 35818.41, 35965.02
01/30/18, 36277.12, 36291.82, 35993.41, 36033.73
01/29/18, 36106.36, 36443.98, 36093.36, 36283.25
01/25/18, 36208.39, 36247.02, 35823.35, 36050.44
01/24/18, 36161.62, 36268.19, 36036.51, 36161.64
01/23/18, 35868.19, 36170.83, 35863.98, 36139.98
01/22/18, 35613.97, 35827.70, 35544.68, 35798.01
01/19/18, 35339.11, 35542.17, 35221.16, 35511.58
01/18/18, 35366.45, 35507.36, 35166.44, 35260.29
01/17/18, 34753.80, 35118.61, 34700.82, 35081.82
01/16/18, 34877.71, 34936.03, 34735.55, 34771.05
01/15/18, 34687.21, 34963.69, 34687.21, 34843.51
01/12/18, 34578.99, 34638.42, 34342.16, 34592.39
01/11/18, 34471.48, 34558.88, 34400.61, 34503.49
01/10/18, 34538.78, 34565.63, 34311.63, 34433.07
01/09/18, 34431.61, 34488.03, 34343.41, 34443.19
01/08/18, 34216.33, 34385.67, 34216.33, 34352.79
01/05/18, 34021.27, 34188.85, 34020.84, 34153.85
01/04/18, 33912.49, 33995.40, 33802.13, 33969.64
01/03/18, 33929.61, 33998.37, 33765.43, 33793.38
01/02/18, 33913.55, 33964.14, 33703.37, 33812.26
01/01/18, 34059.99, 34101.13, 33766.15, 33812.75
12/29/17, 33889.39, 34086.05, 33889.39, 34056.83
12/28/17, 33928.86, 34023.65, 33752.03, 33848.03
12/27/17, 34087.32, 34137.97, 33839.51, 33911.81
12/26/17, 33980.76, 34061.88, 33889.75, 34010.61
12/22/17, 33768.47, 33964.28, 33767.73, 33940.30
12/21/17, 33826.25, 33860.99, 33707.80, 33756.28
12/20/17, 33928.59, 33956.31, 33754.94, 33777.38
12/19/17, 33732.08, 33862.07, 33666.62, 33836.74
12/18/17, 33364.52, 33801.90, 32595.63, 33601.68
12/15/17, 33456.02, 33621.96, 33405.82, 33462.97
12/14/17, 33114.69, 33321.52, 32886.93, 33246.70
12/13/17, 33229.73, 33404.26, 32988.82, 33053.04
12/12/17, 33426.59, 33458.41, 33179.75, 33227.99
12/11/17, 33317.72, 33535.97, 33313.17, 33455.79
12/08/17, 33034.20, 33285.68, 33034.20, 33250.30
12/07/17, 32615.05, 32992.45, 32598.12, 32949.21
12/06/17, 32798.50, 32804.75, 32565.16, 32597.18
12/05/17, 32814.03, 32893.05, 32682.52, 32802.44
12/04/17, 32968.02, 33008.47, 32785.76, 32869.72
12/01/17, 33247.66, 33300.81, 32797.78, 32832.94
11/30/17, 33542.50, 33576.20, 33108.72, 33149.35
11/29/17, 33664.27, 33728.81, 33553.12, 33602.76
11/28/17, 33726.65, 33770.15, 33576.65, 33618.59
11/27/17, 33640.51, 33745.17, 33540.46, 33724.44
11/24/17, 33670.00, 33738.53, 33639.98, 33679.24
11/23/17, 33575.91, 33670.19, 33468.30, 33588.08
11/22/17, 33569.07, 33654.53, 33465.23, 33561.55
11/21/17, 33438.28, 33625.05, 33437.61, 33478.35
11/20/17, 33365.84, 33449.53, 33288.21, 33359.90
11/17/17, 33388.47, 33520.82, 33278.91, 33342.80
11/16/17, 32829.82, 33165.15, 32829.82, 33106.82
11/15/17, 32944.94, 32944.94, 32683.59, 32760.44
11/14/17, 32990.03, 33126.55, 32907.11, 32941.87
11/13/17, 33397.41, 33417.30, 32999.98, 33033.56
11/10/17, 33235.75, 33380.42, 33108.09, 33314.56
11/09/17, 33376.62, 33463.80, 33111.54, 33250.93
11/08/17, 33417.35, 33484.70, 33157.68, 33218.81
11/07/17, 33781.01, 33865.95, 33341.82, 33370.76
11/06/17, 33710.15, 33848.42, 33582.38, 33731.19
11/03/17, 33667.34, 33733.71, 33531.94, 33685.56
11/02/17, 33615.84, 33657.57, 33527.00, 33573.22
11/01/17, 33344.23, 33651.52, 33340.62, 33600.27
10/31/17, 33254.93, 33294.30, 33164.28, 33213.13
10/30/17, 33260.10, 33340.17, 33206.93, 33266.16
10/27/17, 33228.32, 33286.51, 33109.41, 33157.22
