Date, Open, High, Low, Close
05/14/21, 48898.93, 48898.93, 48473.43, 48732.55
05/12/21, 49171.28, 49171.28, 48550.72, 48690.80
05/11/21, 49066.45, 49304.47, 48988.18, 49161.81
05/10/21, 49496.05, 49617.47, 49412.05, 49502.41
05/07/21, 49169.14, 49417.64, 49036.38, 49206.47
05/06/21, 48877.78, 49011.31, 48614.11, 48949.76
05/05/21, 48569.12, 48742.72, 48254.32, 48677.55
05/04/21, 48881.63, 48996.53, 48149.45, 48253.51
05/03/21, 48356.01, 48863.23, 48028.07, 48718.52
04/30/21, 49360.89, 49569.42, 48698.08, 48782.36
04/29/21, 50093.86, 50375.77, 49535.98, 49765.94
04/28/21, 49066.64, 49801.48, 49066.64, 49733.84
04/27/21, 48424.08, 49009.26, 48399.53, 48944.14
04/26/21, 48197.37, 48667.98, 48152.24, 48386.51
04/23/21, 47863.81, 48265.39, 47669.55, 47878.45
04/22/21, 47501.71, 48143.16, 47204.50, 48080.67
04/20/21, 48473.04, 48478.34, 47438.50, 47705.80
04/19/21, 47940.81, 48020.79, 47362.71, 47949.42
04/16/21, 48935.74, 49089.55, 48694.49, 48832.03
04/15/21, 48512.77, 48887.85, 48010.55, 48803.68
04/13/21, 47991.53, 48627.43, 47775.32, 48544.06
04/12/21, 48956.65, 48956.65, 47693.44, 47883.38
04/09/21, 49743.39, 49906.91, 49461.01, 49591.32
04/08/21, 49885.26, 50118.08, 49581.61, 49746.21
04/07/21, 49277.09, 49900.13, 49093.90, 49661.76
04/06/21, 49441.13, 49582.26, 48936.35, 49201.39
04/05/21, 50020.91, 50028.67, 48580.80, 49159.32
04/01/21, 49868.53, 50092.48, 49478.53, 50029.83
03/31/21, 50049.12, 50050.32, 49442.50, 49509.15
03/30/21, 49331.68, 50268.45, 49331.68, 50136.58
03/26/21, 48969.25, 49234.66, 48699.91, 49008.50
03/25/21, 49201.98, 49247.95, 48236.35, 48440.12
03/24/21, 49786.47, 49854.58, 49120.34, 49180.31
03/23/21, 49876.21, 50264.65, 49661.92, 50051.44
03/22/21, 49878.77, 49878.77, 49281.02, 49771.29
03/19/21, 48881.19, 50003.58, 48586.93, 49858.24
03/18/21, 49216.52, 50296.35, 48962.36, 49216.52
03/17/21, 50436.02, 50561.12, 49718.65, 49801.62
03/16/21, 50608.42, 50857.98, 50289.44, 50363.96
03/15/21, 50773.47, 50834.78, 49799.07, 50395.08
03/12/21, 51660.98, 51821.84, 50538.43, 50792.08
03/10/21, 51404.68, 51430.43, 51048.93, 51279.51
03/09/21, 50714.16, 51111.94, 50396.10, 51025.48
03/08/21, 50654.02, 50985.77, 50318.26, 50441.07
03/05/21, 50517.36, 50886.19, 50160.54, 50405.32
03/04/21, 50812.14, 51256.55, 50539.92, 50846.08
03/03/21, 50738.21, 51539.89, 50512.84, 51444.65
03/02/21, 50258.09, 50439.82, 49807.12, 50296.89
03/01/21, 49747.71, 50058.42, 49440.46, 49849.84
02/26/21, 50256.71, 50400.31, 48890.48, 49099.99
02/25/21, 51207.61, 51386.12, 50991.76, 51039.31
02/24/21, 50781.69, 50881.17, 49648.78, 50781.69
02/23/21, 49994.85, 50327.31, 49659.85, 49751.41
02/22/21, 50910.51, 50986.03, 49617.37, 49744.32
02/19/21, 51238.02, 51432.99, 50624.33, 50889.76
02/18/21, 51903.96, 51903.96, 51186.68, 51324.69
02/17/21, 51996.94, 52078.15, 51586.34, 51703.83
02/16/21, 52400.03, 52516.76, 51863.61, 52104.17
02/15/21, 51907.75, 52235.97, 51886.46, 52154.13
02/12/21, 51614.77, 51804.58, 51260.62, 51544.30
02/11/21, 51165.84, 51592.45, 51157.31, 51531.52
02/10/21, 51355.89, 51512.86, 50846.22, 51309.39
02/09/21, 51484.23, 51835.86, 51193.93, 51329.08
02/08/21, 51146.67, 51523.38, 51146.67, 51348.77
02/05/21, 51031.39, 51073.27, 50565.29, 50731.63
02/04/21, 50212.25, 50687.51, 49926.45, 50614.29
02/03/21, 50231.06, 50526.39, 49515.88, 50255.75
02/02/21, 49193.26, 50154.48, 49193.26, 49797.72
02/01/21, 46617.95, 48764.40, 46433.65, 48600.61
01/29/21, 47423.47, 47423.66, 46160.46, 46285.77
01/28/21, 46834.57, 47172.02, 46518.48, 46874.36
01/27/21, 48385.28, 48387.25, 47269.60, 47409.93
01/25/21, 49253.68, 49263.15, 48274.92, 48347.59
01/22/21, 49594.95, 49676.88, 48832.08, 48878.54
01/21/21, 50096.57, 50184.01, 49398.86, 49624.76
01/20/21, 49508.79, 49874.42, 49373.68, 49792.12
01/19/21, 48900.31, 49499.86, 48805.54, 49398.29
01/18/21, 49061.22, 49122.23, 48403.97, 48564.27
01/15/21, 49656.71, 49656.71, 48795.79, 49034.67
01/14/21, 49432.83, 49663.58, 49182.37, 49584.16
01/13/21, 49763.93, 49795.19, 49073.85, 49492.32
01/12/21, 49228.26, 49569.14, 49079.57, 49517.11
01/11/21, 49252.31, 49303.79, 48956.38, 49269.32
01/08/21, 48464.91, 48854.34, 48365.58, 48782.51
01/07/21, 48524.36, 48558.34, 48037.87, 48093.32
01/06/21, 48616.66, 48616.66, 47864.14, 48174.06
01/05/21, 48037.63, 48486.24, 47903.38, 48437.78
01/04/21, 48109.17, 48220.47, 47594.47, 48176.80
01/01/21, 47785.28, 47980.36, 47771.15, 47868.98
12/31/20, 47753.11, 47896.97, 47602.12, 47751.33
12/30/20, 47789.03, 47807.85, 47358.36, 47746.22
12/29/20, 47466.62, 47714.55, 47361.90, 47613.08
12/28/20, 47153.59, 47406.72, 47148.24, 47353.75
12/24/20, 46743.49, 47053.40, 46539.02, 46973.54
12/23/20, 46072.30, 46513.32, 45899.10, 46444.18
12/22/20, 45529.61, 46080.18, 45112.19, 46006.69
12/21/20, 46932.18, 47055.69, 44923.08, 45553.96
12/18/20, 47026.02, 47026.02, 46630.31, 46960.69
12/17/20, 46774.32, 46992.57, 46627.60, 46890.34
12/16/20, 46573.31, 46704.97, 46402.20, 46666.46
12/15/20, 46287.39, 46350.30, 45841.67, 46263.17
12/14/20, 46284.70, 46373.34, 45951.53, 46253.46
12/11/20, 46060.32, 46309.63, 45706.22, 46099.01
12/10/20, 45999.42, 46043.97, 45685.87, 45959.88
12/09/20, 45891.04, 46164.10, 45792.01, 46103.50
12/08/20, 45568.80, 45742.23, 45335.17, 45608.51
12/07/20, 45099.92, 45458.92, 45024.47, 45426.97
12/04/20, 44665.91, 45148.28, 44665.91, 45079.55
12/03/20, 44902.02, 44953.01, 44551.42, 44632.65
12/02/20, 44729.52, 44729.64, 44169.97, 44618.04
12/01/20, 44435.83, 44730.79, 44118.10, 44655.44
11/27/20, 44325.03, 44407.28, 43995.41, 44149.72
11/26/20, 43967.59, 44361.78, 43582.40, 44259.74
11/25/20, 44749.73, 44825.37, 43757.97, 43828.10
11/24/20, 44341.19, 44601.63, 44247.12, 44523.02
11/23/20, 44164.17, 44271.15, 43747.22, 44077.15
11/20/20, 43732.14, 44013.02, 43453.75, 43882.25
11/19/20, 43902.24, 44230.00, 43518.11, 43599.96
11/18/20, 43978.58, 44215.49, 43785.78, 44180.05
11/17/20, 44095.85, 44161.16, 43699.22, 43952.71
11/14/20, 43815.45, 43830.93, 43535.77, 43637.98
11/13/20, 43298.92, 43522.25, 43053.37, 43443.00
11/12/20, 43291.89, 43543.96, 43127.55, 43357.19
11/11/20, 43444.06, 43708.47, 42970.21, 43593.67
11/10/20, 42959.25, 43316.44, 42660.09, 43277.65
11/09/20, 42273.97, 42645.33, 42263.64, 42597.43
11/06/20, 41438.76, 41954.93, 41383.29, 41893.06
11/05/20, 41112.12, 41370.91, 41030.17, 41340.16
11/04/20, 40171.71, 40693.51, 40076.47, 40616.14
11/03/20, 39990.75, 40354.73, 39952.79, 40261.13
11/02/20, 39880.38, 39968.03, 39334.92, 39757.58
10/30/20, 39779.82, 39988.25, 39241.87, 39614.07
10/29/20, 39537.17, 40010.83, 39524.25, 39749.85
10/28/20, 40664.35, 40664.35, 39774.60, 39922.46
10/27/20, 40199.08, 40555.60, 39978.39, 40522.10
10/26/20, 40649.76, 40724.40, 39948.29, 40145.50
10/23/20, 40728.39, 40811.12, 40590.90, 40685.50
10/22/20, 40531.31, 40721.57, 40309.05, 40558.49
10/21/20, 40767.14, 40976.02, 40150.48, 40707.31
10/20/20, 40544.37, 40732.01, 40305.59, 40544.37
10/19/20, 40318.57, 40519.48, 40211.22, 40431.60
10/16/20, 39936.61, 40125.71, 39699.42, 39982.98
10/15/20, 41048.05, 41048.05, 39667.47, 39728.41
10/14/20, 40623.19, 40880.25, 40279.55, 40794.74
10/13/20, 40592.54, 40786.82, 40461.97, 40625.51
10/12/20, 40716.95, 40905.49, 40387.40, 40593.80
10/09/20, 40226.25, 40585.36, 40066.54, 40509.49
10/08/20, 40204.32, 40468.88, 40062.23, 40182.67
10/07/20, 39633.19, 39968.04, 39450.82, 39878.95
10/06/20, 39336.34, 39623.76, 39191.10, 39574.57
10/05/20, 38956.78, 39263.85, 38819.89, 38973.70
10/01/20, 38410.20, 38738.89, 38410.20, 38697.05
09/30/20, 38068.89, 38236.34, 37828.11, 38067.93
09/29/20, 38176.86, 38235.94, 37831.35, 37973.22
09/28/20, 37756.25, 38035.87, 37544.05, 37981.63
09/25/20, 36991.89, 37471.17, 36730.52, 37388.66
09/24/20, 37282.18, 37304.26, 36495.98, 36553.60
09/23/20, 38124.94, 38140.07, 37313.09, 37668.42
09/22/20, 38200.71, 38209.97, 37531.14, 37734.08
09/21/20, 38812.69, 38990.76, 37938.53, 38034.14
09/18/20, 39200.42, 39200.42, 38635.73, 38845.82
09/17/20, 39120.64, 39234.81, 38926.34, 38979.85
09/16/20, 39161.01, 39359.51, 39037.96, 39302.85
09/15/20, 38904.67, 39102.25, 38753.68, 39044.35
09/14/20, 39073.51, 39230.16, 38573.17, 38756.63
09/11/20, 38865.17, 38978.52, 38711.80, 38854.55
09/10/20, 38516.88, 38878.25, 38367.07, 38840.32
09/09/20, 37988.56, 38252.67, 37935.26, 38193.92
09/08/20, 38498.07, 38746.48, 38275.45, 38365.35
09/07/20, 38284.78, 38519.92, 38060.74, 38417.23
09/04/20, 38325.00, 38729.66, 38249.77, 38357.18
09/03/20, 39165.80, 39236.36, 38943.43, 38990.94
09/02/20, 38892.64, 39141.84, 38736.22, 39086.03
09/01/20, 38754.00, 39226.82, 38542.11, 38900.80
08/31/20, 39888.15, 40010.17, 38395.89, 38628.29
08/28/20, 39264.48, 39579.58, 39235.03, 39467.31
08/27/20, 39293.53, 39326.98, 39046.94, 39113.47
08/26/20, 38930.18, 39111.55, 38765.09, 39073.92
08/25/20, 38948.46, 39008.89, 38679.67, 38843.88
08/24/20, 38566.96, 38894.94, 38545.76, 38799.08
08/21/20, 38471.93, 38579.83, 38411.37, 38434.72
08/20/20, 38283.90, 38402.45, 38155.78, 38220.39
08/19/20, 38727.89, 38788.51, 38550.65, 38614.79
08/18/20, 38084.70, 38571.23, 38062.01, 38528.32
08/17/20, 38062.07, 38119.38, 37734.14, 38050.78
08/14/20, 38432.94, 38540.57, 37654.92, 37877.34
08/13/20, 38456.64, 38516.85, 38215.05, 38310.49
08/12/20, 38321.13, 38414.37, 38125.81, 38369.63
08/11/20, 38371.34, 38556.27, 38313.06, 38407.01
08/10/20, 38168.42, 38430.69, 38073.29, 38182.08
08/07/20, 37951.07, 38109.68, 37787.38, 38040.57
08/06/20, 37946.80, 38221.40, 37755.10, 38025.45
08/05/20, 37892.36, 38139.96, 37550.60, 37663.33
08/04/20, 37092.86, 37745.60, 36987.73, 37687.91
08/03/20, 37595.73, 37596.02, 36911.23, 36939.60
07/31/20, 37847.88, 37897.78, 37431.68, 37606.89
07/30/20, 38262.83, 38413.81, 37678.42, 37736.07
07/29/20, 38427.15, 38617.03, 37884.41, 38071.13
07/28/20, 38052.18, 38554.72, 37998.13, 38492.95
07/27/20, 38275.34, 38275.34, 37769.44, 37934.73
07/24/20, 37949.59, 38235.73, 37748.41, 38128.90
07/23/20, 37814.92, 38225.03, 37738.59, 38140.47
07/22/20, 38178.07, 38199.27, 37601.62, 37871.52
07/21/20, 37823.61, 37990.55, 37742.05, 37930.33
07/20/20, 37409.03, 37478.87, 37185.78, 37418.99
07/17/20, 36547.75, 37125.98, 36512.92, 37020.14
07/16/20, 36401.20, 36524.62, 36038.41, 36471.68
07/15/20, 36314.76, 36810.25, 35894.96, 36051.81
07/14/20, 36517.28, 36538.10, 35877.42, 36033.06
07/13/20, 36880.66, 37024.20, 36533.96, 36693.69
07/10/20, 36555.13, 36748.89, 36401.11, 36594.33
07/09/20, 36450.69, 36806.30, 36422.30, 36737.69
07/08/20, 36738.38, 36828.43, 36234.17, 36329.01
07/07/20, 36660.35, 36723.27, 36271.09, 36674.52
07/06/20, 36313.46, 36661.66, 36254.02, 36487.28
07/03/20, 36025.38, 36110.21, 35872.38, 36021.42
07/02/20, 35604.00, 36014.92, 35595.36, 35843.70
07/01/20, 35009.59, 35467.23, 34927.20, 35414.45
06/30/20, 35168.30, 35233.91, 34812.80, 34915.80
06/29/20, 34926.95, 35032.36, 34662.06, 34961.52
06/26/20, 35144.78, 35254.88, 34910.34, 35171.27
06/25/20, 34525.39, 35081.61, 34499.78, 34842.10
06/24/20, 35679.74, 35706.55, 34794.93, 34868.98
06/23/20, 35015.73, 35482.16, 34843.69, 35430.43
06/22/20, 34892.03, 35213.52, 34794.40, 34911.32
06/19/20, 34335.38, 34848.37, 34136.39, 34731.73
06/18/20, 33371.52, 34276.01, 33371.52, 34208.05
06/17/20, 33438.31, 33933.66, 33332.96, 33507.92
06/16/20, 33853.72, 34022.01, 32953.30, 33605.22
06/15/20, 33670.55, 33670.55, 32923.74, 33228.80
06/12/20, 32436.69, 33856.27, 32348.10, 33780.89
06/11/20, 34214.69, 34219.39, 33480.42, 33538.37
06/10/20, 34029.14, 34350.17, 33949.46, 34247.05
06/09/20, 34520.79, 34811.29, 33881.19, 33956.69
06/08/20, 34841.17, 34927.80, 34211.83, 34370.58
06/05/20, 34198.55, 34405.43, 33958.02, 34287.24
06/04/20, 34072.50, 34310.14, 33711.24, 33980.70
06/03/20, 34185.41, 34488.69, 34027.50, 34109.54
06/02/20, 33450.19, 33866.63, 33301.29, 33825.53
06/01/20, 32906.05, 33673.83, 32876.55, 33303.52
05/29/20, 32041.29, 32480.52, 31823.80, 32424.10
05/28/20, 31827.80, 32267.23, 31641.77, 32200.59
05/27/20, 30793.11, 31660.60, 30525.68, 31605.22
05/26/20, 30864.27, 31086.70, 30512.14, 30609.30
05/22/20, 30822.78, 31107.91, 30474.88, 30672.59
05/21/20, 30904.29, 31188.79, 30765.32, 30932.90
05/20/20, 30159.59, 30878.31, 30157.75, 30818.61
05/19/20, 30450.74, 30739.96, 30116.82, 30196.17
05/18/20, 31248.26, 31248.26, 29968.45, 30028.98
05/15/20, 31296.28, 31296.28, 30770.48, 31097.73
05/14/20, 31466.33, 31630.94, 31052.65, 31122.89
05/13/20, 32841.87, 32845.48, 31901.92, 32008.61
05/12/20, 31342.93, 31536.89, 30844.66, 31371.12
05/11/20, 32030.34, 32301.58, 31500.87, 31561.22
05/08/20, 32083.32, 32088.51, 31598.00, 31642.70
05/07/20, 31677.69, 31705.25, 31362.87, 31443.38
05/06/20, 31577.63, 31970.84, 31158.75, 31685.75
05/05/20, 32182.90, 32264.00, 31403.57, 31453.51
05/04/20, 32748.14, 32748.14, 31632.02, 31715.35
04/30/20, 33381.19, 33887.25, 33354.93, 33717.62
04/29/20, 32311.04, 32897.59, 32171.65, 32720.16
04/28/20, 32101.91, 32199.91, 31661.34, 32114.52
04/27/20, 31659.04, 32103.70, 31651.58, 31743.08
04/24/20, 31426.62, 31842.24, 31278.27, 31327.22
04/23/20, 31646.45, 31959.02, 31292.92, 31863.08
04/22/20, 30856.14, 31471.14, 30578.55, 31379.55
04/21/20, 30836.19, 30900.12, 30378.26, 30636.71
04/20/20, 32056.19, 32056.47, 31490.26, 31648.00
04/17/20, 31656.68, 31718.73, 30960.94, 31588.72
04/16/20, 30095.51, 30800.20, 30016.17, 30602.61
04/15/20, 31277.11, 31568.36, 30222.07, 30379.81
04/13/20, 31195.72, 31195.72, 30474.15, 30690.02
04/09/20, 30571.19, 31225.20, 30420.22, 31159.62
04/08/20, 29701.92, 31227.97, 29602.94, 29893.96
04/07/20, 28898.36, 30157.65, 28602.31, 30067.21
04/03/20, 28623.53, 28639.12, 27500.79, 27590.95
04/01/20, 29505.33, 29505.98, 28073.43, 28265.31
03/31/20, 29294.94, 29770.88, 28667.36, 29468.49
03/30/20, 29226.55, 29497.57, 28290.99, 28440.32
03/27/20, 30747.81, 31126.03, 29346.99, 29815.59
03/26/20, 29073.71, 30099.91, 28566.34, 29946.77
03/25/20, 26499.81, 28790.19, 26359.91, 28535.78
03/24/20, 27056.23, 27462.87, 25638.90, 26674.03
03/23/20, 27608.80, 27900.83, 25880.83, 25981.24
03/20/20, 28460.82, 30418.20, 27932.67, 29915.96
03/19/20, 27773.36, 29370.53, 26714.46, 28288.23
03/18/20, 30968.84, 31101.77, 28613.05, 28869.51
03/17/20, 31611.57, 32047.98, 30394.94, 30579.09
03/16/20, 33103.24, 33103.24, 31276.30, 31390.07
03/13/20, 31214.13, 34769.48, 29388.97, 34103.48
03/12/20, 34472.50, 34472.50, 32493.10, 32778.14
03/11/20, 35468.90, 36021.51, 35261.92, 35697.40
03/09/20, 36950.20, 36950.20, 35109.18, 35634.95
03/06/20, 37613.96, 37747.07, 37011.09, 37576.62
03/05/20, 38604.25, 38887.80, 38386.68, 38470.61
03/04/20, 38715.72, 38791.70, 37846.10, 38409.48
03/03/20, 38480.89, 38754.24, 38142.30, 38623.70
03/02/20, 38910.95, 39083.17, 37785.99, 38144.02
02/28/20, 39087.47, 39087.47, 38219.97, 38297.29
02/27/20, 39947.80, 39947.80, 39423.27, 39745.66
02/26/20, 40194.89, 40255.39, 39760.39, 39888.96
02/25/20, 40497.72, 40536.00, 40220.59, 40281.20
02/24/20, 41037.01, 41037.01, 40306.36, 40363.23
02/20/20, 41334.96, 41399.93, 41134.31, 41170.12
02/19/20, 41121.51, 41357.16, 41048.93, 41323.00
02/18/20, 41042.46, 41042.46, 40610.95, 40894.38
02/17/20, 41324.04, 41420.34, 41030.58, 41055.69
02/14/20, 41510.19, 41702.36, 41183.13, 41257.74
02/13/20, 41707.21, 41709.30, 41338.31, 41459.79
02/12/20, 41330.85, 41671.86, 41330.85, 41565.90
02/11/20, 41183.39, 41444.34, 41179.14, 41216.14
02/10/20, 41166.72, 41172.06, 40798.98, 40979.62
02/07/20, 41394.41, 41394.41, 41073.36, 41141.85
02/06/20, 41209.13, 41405.43, 41113.11, 41306.03
02/05/20, 40921.71, 41177.00, 40703.32, 41142.66
02/04/20, 40178.74, 40818.94, 40117.46, 40789.38
02/03/20, 39701.02, 40014.90, 39563.07, 39872.31
02/01/20, 40753.18, 40905.78, 39631.24, 39735.53
01/31/20, 41146.56, 41154.49, 40671.01, 40723.49
01/30/20, 41380.14, 41380.14, 40829.91, 40913.82
01/29/20, 41131.57, 41334.86, 41108.19, 41198.66
01/28/20, 41299.68, 41333.25, 40869.75, 40966.86
01/27/20, 41510.68, 41516.27, 41122.48, 41155.12
01/24/20, 41377.04, 41697.03, 41275.60, 41613.19
01/23/20, 41191.50, 41413.96, 41098.91, 41386.40
01/22/20, 41467.13, 41532.29, 41059.04, 41115.38
01/21/20, 41487.57, 41532.59, 41294.30, 41323.81
01/20/20, 42263.00, 42273.87, 41503.37, 41528.91
01/17/20, 41929.02, 42063.93, 41850.29, 41945.37
01/16/20, 41924.74, 42059.45, 41812.28, 41932.56
01/15/20, 41969.86, 41969.86, 41648.11, 41872.73
01/14/20, 41883.09, 41994.26, 41770.90, 41952.63
01/13/20, 41788.21, 41899.63, 41720.76, 41859.69
01/10/20, 41568.20, 41775.11, 41447.80, 41599.72
01/09/20, 41216.67, 41482.12, 41175.72, 41452.35
01/08/20, 40574.83, 40866.36, 40476.55, 40817.74
01/07/20, 40983.04, 41230.14, 40727.37, 40869.47
01/06/20, 41378.34, 41378.34, 40613.96, 40676.63
01/03/20, 41634.51, 41636.18, 41348.68, 41464.61
01/02/20, 41340.27, 41649.29, 41328.45, 41626.64
01/01/20, 41349.36, 41443.52, 41251.18, 41306.02
12/31/19, 41607.49, 41607.49, 41184.73, 41253.74
12/30/19, 41686.27, 41714.73, 41453.38, 41558.00
12/27/19, 41297.08, 41611.27, 41264.92, 41575.14
12/26/19, 41543.80, 41543.80, 41132.89, 41163.76
12/24/19, 41684.51, 41702.98, 41423.07, 41461.26
12/23/19, 41548.26, 41701.62, 41474.61, 41642.66
12/20/19, 41746.20, 41809.96, 41636.11, 41681.54
12/19/19, 41571.82, 41719.29, 41456.40, 41673.92
12/18/19, 41442.75, 41614.77, 41358.47, 41558.57
12/17/19, 41052.36, 41401.65, 41005.18, 41352.17
12/16/19, 41168.85, 41185.03, 40917.93, 40938.72
12/13/19, 40754.82, 41055.80, 40736.70, 41009.71
12/12/19, 40561.34, 40712.65, 40490.69, 40581.71
12/11/19, 40285.20, 40466.13, 40135.37, 40412.57
12/10/19, 40588.81, 40588.81, 40208.70, 40239.88
12/09/19, 40527.24, 40645.63, 40336.56, 40487.43
12/06/19, 40952.13, 40952.13, 40337.53, 40445.15
12/05/19, 40988.14, 41002.41, 40720.17, 40779.59
12/04/19, 40606.01, 40886.87, 40475.83, 40850.29
12/03/19, 40852.61, 40885.03, 40554.04, 40675.45
12/02/19, 41072.94, 41093.99, 40707.63, 40802.17
11/29/19, 41138.26, 41143.22, 40664.18, 40793.81
11/28/19, 41161.54, 41163.79, 40996.08, 41130.17
11/27/19, 40979.39, 41075.76, 40848.70, 41020.61
11/26/19, 41022.85, 41120.28, 40710.20, 40821.30
11/25/19, 40439.66, 40931.71, 40393.90, 40889.23
11/22/19, 40653.17, 40653.17, 40276.83, 40359.41
11/21/19, 40737.31, 40744.85, 40534.12, 40575.17
11/20/19, 40729.80, 40816.38, 40575.96, 40651.64
11/19/19, 40455.36, 40544.13, 40290.21, 40469.70
11/18/19, 40431.08, 40542.40, 40221.97, 40284.19
11/15/19, 40408.20, 40650.06, 40308.09, 40356.69
11/14/19, 40178.93, 40348.61, 40026.99, 40286.48
11/13/19, 40346.43, 40447.17, 40061.23, 40116.06
11/11/19, 40316.50, 40417.44, 40150.97, 40345.08
11/08/19, 40630.56, 40749.33, 40263.94, 40323.61
11/07/19, 40625.64, 40688.27, 40421.07, 40653.74
11/06/19, 40311.85, 40606.91, 40037.53, 40469.78
11/05/19, 40445.67, 40466.55, 40053.55, 40248.23
11/04/19, 40293.85, 40483.21, 40186.29, 40301.96
11/01/19, 40196.07, 40283.30, 40014.23, 40165.03
10/31/19, 40211.99, 40392.22, 40054.89, 40129.05
10/30/19, 40055.63, 40178.12, 39805.11, 40051.87
10/29/19, 39293.49, 39917.01, 39254.12, 39831.84
10/27/19, 39397.37, 39402.23, 39180.39, 39250.20
10/25/19, 39201.67, 39241.61, 38718.27, 39058.06
10/24/19, 39223.01, 39327.15, 38840.76, 39020.39
10/23/19, 39063.84, 39196.67, 38866.08, 39058.83
10/22/19, 39233.40, 39426.47, 38924.85, 38963.84
10/18/19, 39087.83, 39361.06, 38963.60, 39298.38
10/17/19, 38647.44, 39104.69, 38557.43, 39052.06
10/16/19, 38637.05, 38666.38, 38416.67, 38598.99
10/15/19, 38316.49, 38635.19, 38238.27, 38506.09
10/14/19, 38208.24, 38513.69, 38066.13, 38214.47
10/11/19, 37994.48, 38345.41, 37737.85, 38127.08
10/10/19, 38130.23, 38130.23, 37802.93, 37880.40
10/09/19, 37628.05, 38209.84, 37415.83, 38177.95
10/07/19, 37853.80, 37919.47, 37480.53, 37531.98
10/04/19, 38401.49, 38403.54, 37633.36, 37673.31
10/03/19, 38137.87, 38310.93, 37957.56, 38106.87
10/01/19, 38813.48, 38923.78, 37929.89, 38305.41
09/30/19, 38873.12, 38873.12, 38401.09, 38667.33
09/27/19, 39003.13, 39107.37, 38782.60, 38822.57
09/26/19, 38700.48, 39158.07, 38676.11, 38989.74
09/25/19, 39087.20, 39087.20, 38510.97, 38593.52
09/24/19, 39135.28, 39306.37, 38913.06, 39097.14
09/23/19, 38844.00, 39441.12, 38674.04, 39090.03
09/20/19, 36214.92, 38378.02, 36085.74, 38014.62
09/19/19, 36613.93, 36613.93, 35987.80, 36093.47
09/18/19, 36621.38, 36712.99, 36465.92, 36563.88
