location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Anguilla,AIA,12/04/2021,5835,5835,,,20,38.89,38.89,,1333
Anguilla,AIA,13/04/2021,,,,,33,,,,2200
Anguilla,AIA,14/04/2021,,,,,45,,,,3000
Anguilla,AIA,15/04/2021,,,,,57,,,,3799
Anguilla,AIA,16/04/2021,,,,,69,,,,4599
Anguilla,AIA,17/04/2021,,,,,82,,,,5466
Anguilla,AIA,18/04/2021,,,,,94,,,,6266
Anguilla,AIA,19/04/2021,,,,,106,,,,7066
Anguilla,AIA,20/04/2021,,,,,106,,,,7066
Anguilla,AIA,21/04/2021,,,,,106,,,,7066
Anguilla,AIA,22/04/2021,6898,6115,783,,106,45.98,40.76,5.22,7066
Anguilla,AIA,23/04/2021,,,,,127,,,,8466
Anguilla,AIA,24/04/2021,,,,,148,,,,9865
Anguilla,AIA,25/04/2021,,,,,169,,,,11265
Anguilla,AIA,26/04/2021,,,,,190,,,,12665
Anguilla,AIA,27/04/2021,,,,,211,,,,14065
Anguilla,AIA,28/04/2021,,,,,232,,,,15465
Anguilla,AIA,29/04/2021,,,,,253,,,,16864
Anguilla,AIA,30/04/2021,,,,,253,,,,16864
Anguilla,AIA,01/05/2021,,,,,253,,,,16864
Anguilla,AIA,02/05/2021,,,,,253,,,,16864
Anguilla,AIA,03/05/2021,,,,,253,,,,16864
Anguilla,AIA,04/05/2021,,,,,253,,,,16864
Anguilla,AIA,05/05/2021,,,,,253,,,,16864
Anguilla,AIA,06/05/2021,,,,,253,,,,16864
Anguilla,AIA,07/05/2021,,,,,253,,,,16864
Anguilla,AIA,08/05/2021,,,,,253,,,,16864
Anguilla,AIA,09/05/2021,,,,,253,,,,16864
Anguilla,AIA,10/05/2021,,,,,253,,,,16864
Anguilla,AIA,11/05/2021,,,,,253,,,,16864
Anguilla,AIA,12/05/2021,,,,,253,,,,16864
Anguilla,AIA,13/05/2021,,,,,253,,,,16864
Anguilla,AIA,14/05/2021,,,,,253,,,,16864
Anguilla,AIA,15/05/2021,,,,,253,,,,16864
Anguilla,AIA,16/05/2021,,,,,253,,,,16864
Anguilla,AIA,17/05/2021,13235,8811,4424,,253,88.22,58.73,29.49,16864
Anguilla,AIA,18/05/2021,,,,,233,,,,15531
Anguilla,AIA,19/05/2021,,,,,212,,,,14131
Anguilla,AIA,20/05/2021,,,,,192,,,,12798
Anguilla,AIA,21/05/2021,,,,,171,,,,11398
Anguilla,AIA,22/05/2021,,,,,151,,,,10065
Anguilla,AIA,23/05/2021,,,,,130,,,,8666
Anguilla,AIA,24/05/2021,,,,,110,,,,7332
Anguilla,AIA,25/05/2021,,,,,110,,,,7332
Anguilla,AIA,26/05/2021,,,,,110,,,,7332
Anguilla,AIA,27/05/2021,,,,,110,,,,7332
Anguilla,AIA,28/05/2021,14443,9004,5439,,110,96.27,60.02,36.26,7332
Anguilla,AIA,29/05/2021,,,,,96,,,,6399
Anguilla,AIA,30/05/2021,,,,,83,,,,5533
Anguilla,AIA,31/05/2021,,,,,70,,,,4666
Anguilla,AIA,01/06/2021,,,,,56,,,,3733
Anguilla,AIA,02/06/2021,,,,,43,,,,2866
Anguilla,AIA,03/06/2021,,,,,30,,,,2000
Anguilla,AIA,04/06/2021,14557,9044,5513,,16,97.03,60.29,36.75,1067
Anguilla,AIA,05/06/2021,,,,,22,,,,1466
Anguilla,AIA,06/06/2021,,,,,27,,,,1800
Anguilla,AIA,07/06/2021,,,,,33,,,,2200
Anguilla,AIA,08/06/2021,,,,,38,,,,2533
Anguilla,AIA,09/06/2021,,,,,43,,,,2866
Anguilla,AIA,10/06/2021,,,,,49,,,,3266
Anguilla,AIA,11/06/2021,14937,9119,5818,,54,99.57,60.79,38.78,3600
Anguilla,AIA,12/06/2021,,,,,52,,,,3466
Anguilla,AIA,13/06/2021,,,,,49,,,,3266
Anguilla,AIA,14/06/2021,,,,,47,,,,3133
Anguilla,AIA,15/06/2021,,,,,45,,,,3000
Anguilla,AIA,16/06/2021,,,,,42,,,,2800
Anguilla,AIA,17/06/2021,,,,,40,,,,2666
Anguilla,AIA,18/06/2021,15198,9183,6015,,37,101.31,61.21,40.09,2466
Anguilla,AIA,19/06/2021,,,,,44,,,,2933
Anguilla,AIA,20/06/2021,,,,,51,,,,3400
Anguilla,AIA,21/06/2021,,,,,57,,,,3799
Anguilla,AIA,22/06/2021,,,,,64,,,,4266
Anguilla,AIA,23/06/2021,,,,,71,,,,4733
Anguilla,AIA,24/06/2021,,,,,78,,,,5199
Anguilla,AIA,25/06/2021,15789,9264,6525,,84,105.25,61.75,43.49,5599
Anguilla,AIA,26/06/2021,,,,,86,,,,5733
Anguilla,AIA,27/06/2021,,,,,88,,,,5866
Anguilla,AIA,28/06/2021,,,,,89,,,,5933
Anguilla,AIA,29/06/2021,,,,,91,,,,6066
Anguilla,AIA,30/06/2021,,,,,93,,,,6199
Anguilla,AIA,01/07/2021,,,,,94,,,,6266
Anguilla,AIA,02/07/2021,16460,9300,7160,,96,109.72,61.99,47.73,6399
Anguilla,AIA,03/07/2021,,,,,92,,,,6133
Anguilla,AIA,04/07/2021,,,,,89,,,,5933
Anguilla,AIA,05/07/2021,,,,,85,,,,5666
Anguilla,AIA,06/07/2021,,,,,81,,,,5399
Anguilla,AIA,07/07/2021,,,,,77,,,,5133
Anguilla,AIA,08/07/2021,,,,,74,,,,4933
Anguilla,AIA,09/07/2021,16951,9321,7630,,70,112.99,62.13,50.86,4666
Anguilla,AIA,10/07/2021,,,,,78,,,,5199
Anguilla,AIA,11/07/2021,,,,,85,,,,5666
Anguilla,AIA,12/07/2021,,,,,92,,,,6133
Anguilla,AIA,13/07/2021,,,,,100,,,,6666
Anguilla,AIA,14/07/2021,,,,,107,,,,7132
Anguilla,AIA,15/07/2021,,,,,115,,,,7666
Anguilla,AIA,16/07/2021,17807,9362,8445,,122,118.7,62.41,56.29,8132
Anguilla,AIA,17/07/2021,,,,,109,,,,7266
Anguilla,AIA,18/07/2021,,,,,95,,,,6332
Anguilla,AIA,19/07/2021,,,,,82,,,,5466
Anguilla,AIA,20/07/2021,,,,,68,,,,4533
Anguilla,AIA,21/07/2021,,,,,55,,,,3666
Anguilla,AIA,22/07/2021,,,,,41,,,,2733
Anguilla,AIA,23/07/2021,18001,9398,8603,,28,119.99,62.64,57.35,1866
Antigua and Barbuda,ATG,16/02/2021,0,0,,,,0,0,,
Antigua and Barbuda,ATG,17/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,18/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,19/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,20/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,21/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,22/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,23/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,24/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,25/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,26/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,27/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,28/02/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,01/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,02/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,03/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,04/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,05/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,06/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,07/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,08/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,09/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,10/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,11/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,12/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,13/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,14/03/2021,,,,,895,,,,9139
Antigua and Barbuda,ATG,15/03/2021,24164,24164,,,895,24.68,24.68,,9139
Antigua and Barbuda,ATG,16/03/2021,,,,,821,,,,8384
Antigua and Barbuda,ATG,17/03/2021,,,,,747,,,,7628
Antigua and Barbuda,ATG,18/03/2021,,,,,674,,,,6883
Antigua and Barbuda,ATG,19/03/2021,25677,25677,,,600,26.22,26.22,,6127
Antigua and Barbuda,ATG,20/03/2021,,,,,490,,,,5004
Antigua and Barbuda,ATG,21/03/2021,,,,,380,,,,3880
Antigua and Barbuda,ATG,22/03/2021,,,,,270,,,,2757
Antigua and Barbuda,ATG,23/03/2021,,,,,233,,,,2379
Antigua and Barbuda,ATG,24/03/2021,,,,,197,,,,2012
Antigua and Barbuda,ATG,25/03/2021,26424,26424,,,161,26.98,26.98,,1644
Antigua and Barbuda,ATG,26/03/2021,,,,,117,,,,1195
Antigua and Barbuda,ATG,27/03/2021,,,,,109,,,,1113
Antigua and Barbuda,ATG,28/03/2021,,,,,101,,,,1031
Antigua and Barbuda,ATG,29/03/2021,,,,,93,,,,950
Antigua and Barbuda,ATG,30/03/2021,,,,,85,,,,868
Antigua and Barbuda,ATG,31/03/2021,26836,26836,,,77,27.4,27.4,,786
Antigua and Barbuda,ATG,01/04/2021,,,,,68,,,,694
Antigua and Barbuda,ATG,02/04/2021,,,,,68,,,,694
Antigua and Barbuda,ATG,03/04/2021,27032,27032,,,67,27.6,27.6,,684
Antigua and Barbuda,ATG,04/04/2021,,,,,65,,,,664
Antigua and Barbuda,ATG,05/04/2021,,,,,62,,,,633
Antigua and Barbuda,ATG,06/04/2021,,,,,60,,,,613
Antigua and Barbuda,ATG,07/04/2021,,,,,57,,,,582
Antigua and Barbuda,ATG,08/04/2021,,,,,55,,,,562
Antigua and Barbuda,ATG,09/04/2021,,,,,53,,,,541
Antigua and Barbuda,ATG,10/04/2021,,,,,51,,,,521
Antigua and Barbuda,ATG,11/04/2021,,,,,51,,,,521
Antigua and Barbuda,ATG,12/04/2021,,,,,51,,,,521
Antigua and Barbuda,ATG,13/04/2021,,,,,51,,,,521
Antigua and Barbuda,ATG,14/04/2021,27592,27592,,,51,28.18,28.18,,521
Antigua and Barbuda,ATG,15/04/2021,,,,,102,,,,1042
Antigua and Barbuda,ATG,16/04/2021,28414,28414,,,154,29.02,29.02,,1573
Antigua and Barbuda,ATG,17/04/2021,28639,28639,,225,179,29.24,29.24,,1828
Antigua and Barbuda,ATG,18/04/2021,,,,,203,,,,2073
Antigua and Barbuda,ATG,19/04/2021,,,,,228,,,,2328
Antigua and Barbuda,ATG,20/04/2021,,,,,252,,,,2573
Antigua and Barbuda,ATG,21/04/2021,,,,,277,,,,2829
Antigua and Barbuda,ATG,22/04/2021,29754,29754,,,250,30.38,30.38,,2553
Antigua and Barbuda,ATG,23/04/2021,,,,,204,,,,2083
Antigua and Barbuda,ATG,24/04/2021,,,,,185,,,,1889
Antigua and Barbuda,ATG,25/04/2021,,,,,165,,,,1685
Antigua and Barbuda,ATG,26/04/2021,,,,,146,,,,1491
Antigua and Barbuda,ATG,27/04/2021,,,,,127,,,,1297
Antigua and Barbuda,ATG,28/04/2021,,,,,108,,,,1103
Antigua and Barbuda,ATG,29/04/2021,,,,,89,,,,909
Antigua and Barbuda,ATG,30/04/2021,,,,,89,,,,909
Antigua and Barbuda,ATG,01/05/2021,,,,,89,,,,909
Antigua and Barbuda,ATG,02/05/2021,,,,,89,,,,909
Antigua and Barbuda,ATG,03/05/2021,,,,,89,,,,909
Antigua and Barbuda,ATG,04/05/2021,,,,,89,,,,909
Antigua and Barbuda,ATG,05/05/2021,,,,,89,,,,909
Antigua and Barbuda,ATG,06/05/2021,,,,,89,,,,909
Antigua and Barbuda,ATG,07/05/2021,31085,31085,,,89,31.74,31.74,,909
Antigua and Barbuda,ATG,08/05/2021,,,,,82,,,,837
Antigua and Barbuda,ATG,09/05/2021,,,,,76,,,,776
Antigua and Barbuda,ATG,10/05/2021,,,,,70,,,,715
Antigua and Barbuda,ATG,11/05/2021,31262,31262,,,63,31.92,31.92,,643
Antigua and Barbuda,ATG,12/05/2021,,,,,126,,,,1287
Antigua and Barbuda,ATG,13/05/2021,,,,,189,,,,1930
Antigua and Barbuda,ATG,14/05/2021,,,,,252,,,,2573
Antigua and Barbuda,ATG,15/05/2021,,,,,322,,,,3288
Antigua and Barbuda,ATG,16/05/2021,,,,,391,,,,3993
Antigua and Barbuda,ATG,17/05/2021,34441,31860,2581,,460,35.17,32.53,2.64,4697
Antigua and Barbuda,ATG,18/05/2021,,,,,636,,,,6495
Antigua and Barbuda,ATG,19/05/2021,,,,,741,,,,7567
Antigua and Barbuda,ATG,20/05/2021,,,,,847,,,,8649
Antigua and Barbuda,ATG,21/05/2021,39519,32469,7050,,952,40.36,33.16,7.2,9721
Antigua and Barbuda,ATG,22/05/2021,,,,,966,,,,9864
Antigua and Barbuda,ATG,23/05/2021,,,,,979,,,,9997
Antigua and Barbuda,ATG,24/05/2021,,,,,992,,,,10130
Antigua and Barbuda,ATG,25/05/2021,42009,32759,9250,,900,42.9,33.45,9.45,9190
Antigua and Barbuda,ATG,26/05/2021,44230,32876,11354,2221,1036,45.17,33.57,11.59,10579
Antigua and Barbuda,ATG,27/05/2021,45939,33024,12915,1709,1098,46.91,33.72,13.19,11212
Antigua and Barbuda,ATG,28/05/2021,,,,,1089,,,,11120
Antigua and Barbuda,ATG,29/05/2021,48347,33214,15133,,1172,49.37,33.92,15.45,11968
Antigua and Barbuda,ATG,30/05/2021,,,,,1225,,,,12509
Antigua and Barbuda,ATG,31/05/2021,50329,33463,16866,,1278,51.39,34.17,17.22,13050
Antigua and Barbuda,ATG,01/06/2021,,,,,1259,,,,12856
Antigua and Barbuda,ATG,02/06/2021,,,,,1012,,,,10334
Antigua and Barbuda,ATG,03/06/2021,51811,33632,18179,,839,52.91,34.34,18.56,8568
Antigua and Barbuda,ATG,04/06/2021,,,,,846,,,,8639
Antigua and Barbuda,ATG,05/06/2021,,,,,854,,,,8721
Antigua and Barbuda,ATG,06/06/2021,55578,34084,21494,,891,56.75,34.81,21.95,9099
Antigua and Barbuda,ATG,07/06/2021,57264,34368,22896,1686,991,58.48,35.1,23.38,10120
Antigua and Barbuda,ATG,08/06/2021,,,,,978,,,,9987
Antigua and Barbuda,ATG,09/06/2021,58074,34644,23430,,965,59.3,35.38,23.93,9854
Antigua and Barbuda,ATG,10/06/2021,,,,,926,,,,9456
Antigua and Barbuda,ATG,11/06/2021,,,,,778,,,,7945
Antigua and Barbuda,ATG,12/06/2021,58727,34883,23844,,629,59.97,35.62,24.35,6423
Antigua and Barbuda,ATG,13/06/2021,,,,,491,,,,5014
Antigua and Barbuda,ATG,14/06/2021,,,,,290,,,,2961
Antigua and Barbuda,ATG,15/06/2021,59582,35257,24325,,273,60.84,36,24.84,2788
Antigua and Barbuda,ATG,16/06/2021,,,,,403,,,,4115
Antigua and Barbuda,ATG,17/06/2021,62204,35611,26593,,559,63.52,36.36,27.16,5708
Antigua and Barbuda,ATG,18/06/2021,,,,,557,,,,5688
Antigua and Barbuda,ATG,19/06/2021,,,,,554,,,,5657
Antigua and Barbuda,ATG,20/06/2021,62809,35768,27041,,542,64.14,36.52,27.61,5535
Antigua and Barbuda,ATG,21/06/2021,,,,,521,,,,5320
Antigua and Barbuda,ATG,22/06/2021,,,,,499,,,,5096
Antigua and Barbuda,ATG,23/06/2021,,,,,330,,,,3370
Antigua and Barbuda,ATG,24/06/2021,,,,,162,,,,1654
Antigua and Barbuda,ATG,25/06/2021,,,,,152,,,,1552
Antigua and Barbuda,ATG,26/06/2021,,,,,142,,,,1450
Antigua and Barbuda,ATG,27/06/2021,,,,,132,,,,1348
Antigua and Barbuda,ATG,28/06/2021,,,,,132,,,,1348
Antigua and Barbuda,ATG,29/06/2021,63995,36432,27563,,132,65.35,37.2,28.15,1348
Antigua and Barbuda,ATG,30/06/2021,,,,,146,,,,1491
Antigua and Barbuda,ATG,01/07/2021,64455,36583,27872,,160,65.82,37.36,28.46,1634
Antigua and Barbuda,ATG,02/07/2021,,,,,152,,,,1552
Antigua and Barbuda,ATG,03/07/2021,,,,,145,,,,1481
Antigua and Barbuda,ATG,04/07/2021,64696,36692,28004,,138,66.06,37.47,28.6,1409
Antigua and Barbuda,ATG,05/07/2021,,,,,128,,,,1307
Antigua and Barbuda,ATG,06/07/2021,64823,36749,28074,,118,66.19,37.53,28.67,1205
Antigua and Barbuda,ATG,07/07/2021,,,,,104,,,,1062
Antigua and Barbuda,ATG,08/07/2021,65077,36826,28251,,89,66.45,37.61,28.85,909
Antigua and Barbuda,ATG,09/07/2021,65337,36908,28429,260,115,66.72,37.69,29.03,1174
Antigua and Barbuda,ATG,10/07/2021,,,,,114,,,,1164
Antigua and Barbuda,ATG,11/07/2021,,,,,114,,,,1164
Antigua and Barbuda,ATG,12/07/2021,,,,,117,,,,1195
Antigua and Barbuda,ATG,13/07/2021,65656,37045,28611,,119,67.05,37.83,29.22,1215
Antigua and Barbuda,ATG,14/07/2021,,,,,108,,,,1103
Antigua and Barbuda,ATG,15/07/2021,65757,37092,28665,,97,67.15,37.88,29.27,991
Antigua and Barbuda,ATG,16/07/2021,,,,,77,,,,786
Antigua and Barbuda,ATG,17/07/2021,,,,,84,,,,858
Antigua and Barbuda,ATG,18/07/2021,66124,37316,28808,,90,67.52,38.11,29.42,919
Antigua and Barbuda,ATG,19/07/2021,,,,,99,,,,1011
Antigua and Barbuda,ATG,20/07/2021,66408,37448,28960,,107,67.81,38.24,29.57,1093
Antigua and Barbuda,ATG,21/07/2021,66522,37498,29024,114,116,67.93,38.29,29.64,1185
Antigua and Barbuda,ATG,22/07/2021,67847,37555,30292,1325,299,69.28,38.35,30.93,3053
Antigua and Barbuda,ATG,23/07/2021,,,,,301,,,,3074
Antigua and Barbuda,ATG,24/07/2021,,,,,304,,,,3104
Antigua and Barbuda,ATG,25/07/2021,68271,37841,30430,,307,69.72,38.64,31.07,3135
Antigua and Barbuda,ATG,26/07/2021,,,,,308,,,,3145
Antigua and Barbuda,ATG,27/07/2021,,,,,308,,,,3145
Antigua and Barbuda,ATG,28/07/2021,68715,38067,30648,,313,70.17,38.87,31.3,3196
Argentina,ARG,29/12/2020,700,,,,,0,,,
Argentina,ARG,30/12/2020,,,,,15656,,,,346
Argentina,ARG,31/12/2020,32013,,,,15656,0.07,,,346
Argentina,ARG,01/01/2021,,,,,11070,,,,245
Argentina,ARG,02/01/2021,,,,,8776,,,,194
Argentina,ARG,03/01/2021,,,,,7400,,,,164
Argentina,ARG,04/01/2021,39599,,,,6483,0.09,,,143
Argentina,ARG,05/01/2021,,,,,7984,,,,177
Argentina,ARG,06/01/2021,,,,,8173,,,,181
Argentina,ARG,07/01/2021,,,,,8363,,,,185
Argentina,ARG,08/01/2021,107542,,,,10519,0.24,,,233
Argentina,ARG,09/01/2021,,,,,11942,,,,264
Argentina,ARG,10/01/2021,,,,,13365,,,,296
Argentina,ARG,11/01/2021,,,,,14788,,,,327
Argentina,ARG,12/01/2021,,,,,14056,,,,311
Argentina,ARG,13/01/2021,166833,,,,13323,0.37,,,295
Argentina,ARG,14/01/2021,,,,,13320,,,,295
Argentina,ARG,15/01/2021,200759,,,,13317,0.44,,,295
Argentina,ARG,16/01/2021,,,,,12971,,,,287
Argentina,ARG,17/01/2021,,,,,12624,,,,279
Argentina,ARG,18/01/2021,,,,,12278,,,,272
Argentina,ARG,19/01/2021,,,,,11932,,,,264
Argentina,ARG,20/01/2021,247933,243539,4394,,11586,0.55,0.54,0.01,256
Argentina,ARG,21/01/2021,265724,249372,16352,17791,11704,0.59,0.55,0.04,259
Argentina,ARG,22/01/2021,279602,254456,25146,13878,11263,0.62,0.56,0.06,249
Argentina,ARG,23/01/2021,288064,258876,29188,8462,11124,0.64,0.57,0.06,246
Argentina,ARG,24/01/2021,292023,260036,31987,3959,10342,0.65,0.58,0.07,229
Argentina,ARG,25/01/2021,292386,260122,32264,363,9046,0.65,0.58,0.07,200
Argentina,ARG,26/01/2021,305880,266969,38911,13494,9626,0.68,0.59,0.09,213
Argentina,ARG,27/01/2021,318033,272323,45710,12153,10014,0.7,0.6,0.1,222
Argentina,ARG,28/01/2021,327999,276548,51451,9966,8896,0.73,0.61,0.11,197
Argentina,ARG,29/01/2021,344034,278451,65583,16035,9205,0.76,0.62,0.15,204
Argentina,ARG,30/01/2021,366384,281023,85361,22350,11189,0.81,0.62,0.19,248
Argentina,ARG,31/01/2021,,,,,11299,,,,250
Argentina,ARG,01/02/2021,375851,281577,94274,,11924,0.83,0.62,0.21,264
Argentina,ARG,02/02/2021,,,,,11475,,,,254
Argentina,ARG,03/02/2021,396562,284196,112366,,11218,0.88,0.63,0.25,248
Argentina,ARG,04/02/2021,444018,297717,146301,47456,16574,0.98,0.66,0.32,367
Argentina,ARG,05/02/2021,,,,,16238,,,,359
Argentina,ARG,06/02/2021,471383,307501,163882,,15000,1.04,0.68,0.36,332
Argentina,ARG,07/02/2021,501152,319316,181836,29769,18576,1.11,0.71,0.4,411
Argentina,ARG,08/02/2021,511582,322318,189264,10430,19390,1.13,0.71,0.42,429
Argentina,ARG,09/02/2021,513178,322975,190203,1596,18139,1.14,0.71,0.42,401
Argentina,ARG,10/02/2021,535303,337772,197531,22125,19820,1.18,0.75,0.44,439
Argentina,ARG,11/02/2021,572928,362649,210279,37625,18416,1.27,0.8,0.47,407
Argentina,ARG,12/02/2021,591632,368023,223609,18704,19133,1.31,0.81,0.49,423
Argentina,ARG,13/02/2021,606245,371629,234616,14613,19266,1.34,0.82,0.52,426
Argentina,ARG,14/02/2021,609605,372122,237483,3360,15493,1.35,0.82,0.53,343
Argentina,ARG,15/02/2021,609791,372181,237610,186,14030,1.35,0.82,0.53,310
Argentina,ARG,16/02/2021,611169,373253,237916,1378,13999,1.35,0.83,0.53,310
Argentina,ARG,17/02/2021,612322,374002,238320,1153,11003,1.35,0.83,0.53,243
Argentina,ARG,18/02/2021,635583,392399,243184,23261,8951,1.41,0.87,0.54,198
Argentina,ARG,19/02/2021,668654,414958,253696,33071,11003,1.48,0.92,0.56,243
Argentina,ARG,20/02/2021,707148,445614,261534,38494,14415,1.56,0.99,0.58,319
Argentina,ARG,21/02/2021,720267,456929,263338,13119,15809,1.59,1.01,0.58,350
Argentina,ARG,22/02/2021,722234,458822,263412,1967,16063,1.6,1.02,0.58,355
Argentina,ARG,23/02/2021,746615,481689,264926,24381,19349,1.65,1.07,0.59,428
Argentina,ARG,24/02/2021,780455,513394,267061,33840,24019,1.73,1.14,0.59,531
Argentina,ARG,25/02/2021,829832,558831,271001,49377,27750,1.84,1.24,0.6,614
Argentina,ARG,26/02/2021,903915,620635,283280,74083,33609,2,1.37,0.63,744
Argentina,ARG,27/02/2021,984895,694470,290425,80980,39678,2.18,1.54,0.64,878
Argentina,ARG,28/02/2021,1025003,731571,293432,40108,43534,2.27,1.62,0.65,963
Argentina,ARG,01/03/2021,1049169,755212,293957,24166,46705,2.32,1.67,0.65,1033
Argentina,ARG,02/03/2021,1126108,823446,302662,76939,54213,2.49,1.82,0.67,1200
Argentina,ARG,03/03/2021,1181292,874916,306376,55184,57262,2.61,1.94,0.68,1267
Argentina,ARG,04/03/2021,1252461,941695,310766,71169,60376,2.77,2.08,0.69,1336
Argentina,ARG,05/03/2021,1357596,1030504,327092,105135,64812,3,2.28,0.72,1434
Argentina,ARG,06/03/2021,,,,,65277,,,,1444
Argentina,ARG,07/03/2021,1526078,1182874,343204,,71582,3.38,2.62,0.76,1584
Argentina,ARG,08/03/2021,1546699,1202998,343701,20621,71076,3.42,2.66,0.76,1573
Argentina,ARG,09/03/2021,1648957,1301787,347170,102258,74693,3.65,2.88,0.77,1653
Argentina,ARG,10/03/2021,1774438,1424984,349454,125481,84735,3.93,3.15,0.77,1875
Argentina,ARG,11/03/2021,1919074,1564555,354519,144636,95230,4.25,3.46,0.78,2107
Argentina,ARG,12/03/2021,2098205,1719543,378662,179131,105801,4.64,3.8,0.84,2341
Argentina,ARG,13/03/2021,2294738,1876113,418625,196533,121843,5.08,4.15,0.93,2696
Argentina,ARG,14/03/2021,2381429,1932696,448733,86691,122193,5.27,4.28,0.99,2704
Argentina,ARG,15/03/2021,2404194,1952883,451311,22765,122499,5.32,4.32,1,2710
Argentina,ARG,16/03/2021,2541362,2064529,476833,137168,127486,5.62,4.57,1.06,2821
Argentina,ARG,17/03/2021,2668103,2170116,497987,126741,127666,5.9,4.8,1.1,2825
Argentina,ARG,18/03/2021,2805153,2289249,515904,137050,126583,6.21,5.07,1.14,2801
Argentina,ARG,19/03/2021,2939364,2382859,556505,134211,120166,6.5,5.27,1.23,2659
Argentina,ARG,20/03/2021,3063864,2472426,591438,124500,109875,6.78,5.47,1.31,2431
Argentina,ARG,21/03/2021,3119828,2514480,605348,55964,105486,6.9,5.56,1.34,2334
Argentina,ARG,22/03/2021,3142444,2535054,607390,22616,105464,6.95,5.61,1.34,2333
Argentina,ARG,23/03/2021,3240731,2618750,621981,98287,99910,7.17,5.79,1.38,2211
Argentina,ARG,24/03/2021,3328933,2694454,634479,88202,94404,7.37,5.96,1.4,2089
Argentina,ARG,25/03/2021,3365839,2730260,635579,36906,80098,7.45,6.04,1.41,1772
Argentina,ARG,26/03/2021,3474415,2824344,650071,108576,76436,7.69,6.25,1.44,1691
Argentina,ARG,27/03/2021,3570460,2908932,661528,96045,72371,7.9,6.44,1.46,1601
Argentina,ARG,28/03/2021,3625283,2959843,665440,54823,72208,8.02,6.55,1.47,1598
Argentina,ARG,29/03/2021,3646068,2980182,665886,20785,71946,8.07,6.59,1.47,1592
Argentina,ARG,30/03/2021,3744566,3073630,670936,98498,71976,8.29,6.8,1.48,1593
Argentina,ARG,31/03/2021,3891932,3214538,677394,147366,80428,8.61,7.11,1.5,1780
Argentina,ARG,01/04/2021,4023017,3342427,680590,131085,93883,8.9,7.4,1.51,2077
Argentina,ARG,02/04/2021,4123152,3440284,682868,100135,92677,9.12,7.61,1.51,2051
Argentina,ARG,03/04/2021,4178896,3495125,683771,55744,86919,9.25,7.73,1.51,1923
Argentina,ARG,04/04/2021,4234505,3550166,684339,55609,87032,9.37,7.86,1.51,1926
Argentina,ARG,05/04/2021,4260808,3576423,684385,26303,87820,9.43,7.91,1.51,1943
Argentina,ARG,06/04/2021,4404175,3712009,692166,143367,94230,9.74,8.21,1.53,2085
Argentina,ARG,07/04/2021,4571819,3870734,701085,167644,97127,10.12,8.56,1.55,2149
Argentina,ARG,08/04/2021,4771214,4064154,707060,199395,106885,10.56,8.99,1.56,2365
Argentina,ARG,09/04/2021,4956023,4244964,711059,184809,118982,10.97,9.39,1.57,2633
Argentina,ARG,10/04/2021,5201468,4478948,722520,245445,146082,11.51,9.91,1.6,3232
Argentina,ARG,11/04/2021,5313612,4586426,727186,112144,154158,11.76,10.15,1.61,3411
Argentina,ARG,12/04/2021,5390000,4661085,728915,76388,161313,11.93,10.31,1.61,3569
Argentina,ARG,13/04/2021,5571878,4836246,735632,181878,166815,12.33,10.7,1.63,3691
Argentina,ARG,14/04/2021,5754919,4996672,758247,183041,169014,12.73,11.06,1.68,3740
Argentina,ARG,15/04/2021,5935146,5163344,771802,180227,166276,13.13,11.42,1.71,3679
Argentina,ARG,16/04/2021,6093016,5305604,787412,157870,162428,13.48,11.74,1.74,3594
Argentina,ARG,17/04/2021,6226872,5431994,794878,133856,146486,13.78,12.02,1.76,3241
