location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Afghanistan,AFG,08/05/2021,,,,,13921,,,,358
Afghanistan,AFG,09/05/2021,,,,,13921,,,,358
Afghanistan,AFG,10/05/2021,,,,,13921,,,,358
Afghanistan,AFG,11/05/2021,504502,448878,55624,,13921,1.3,1.15,0.14,358
Afghanistan,AFG,12/05/2021,,,,,12621,,,,324
Afghanistan,AFG,13/05/2021,,,,,11321,,,,291
Afghanistan,AFG,14/05/2021,,,,,10022,,,,257
Afghanistan,AFG,15/05/2021,,,,,8722,,,,224
Afghanistan,AFG,16/05/2021,,,,,7422,,,,191
Afghanistan,AFG,17/05/2021,,,,,6122,,,,157
Afghanistan,AFG,18/05/2021,,,,,4822,,,,124
Afghanistan,AFG,19/05/2021,,,,,4822,,,,124
Afghanistan,AFG,20/05/2021,547901,470341,77560,,4822,1.41,1.21,0.2,124
Afghanistan,AFG,21/05/2021,,,,,5040,,,,129
Afghanistan,AFG,22/05/2021,,,,,5257,,,,135
Afghanistan,AFG,23/05/2021,,,,,5474,,,,141
Afghanistan,AFG,24/05/2021,573277,476367,96910,,5692,1.47,1.22,0.25,146
Afghanistan,AFG,25/05/2021,,,,,6230,,,,160
Afghanistan,AFG,26/05/2021,590454,479372,111082,,6768,1.52,1.23,0.29,174
Afghanistan,AFG,27/05/2021,593313,479574,113739,2859,6487,1.52,1.23,0.29,167
Afghanistan,AFG,28/05/2021,,,,,5907,,,,152
Afghanistan,AFG,29/05/2021,,,,,5326,,,,137
Afghanistan,AFG,30/05/2021,600152,480226,119926,,4746,1.54,1.23,0.31,122
Afghanistan,AFG,31/05/2021,,,,,5084,,,,131
Afghanistan,AFG,01/06/2021,,,,,5102,,,,131
Afghanistan,AFG,02/06/2021,626290,481690,144600,,5119,1.61,1.24,0.37,131
Afghanistan,AFG,03/06/2021,630305,481800,148505,4015,5285,1.62,1.24,0.38,136
Afghanistan,AFG,04/06/2021,,,,,5273,,,,135
Afghanistan,AFG,05/06/2021,,,,,5261,,,,135
Afghanistan,AFG,06/06/2021,,,,,5250,,,,135
Afghanistan,AFG,07/06/2021,,,,,4319,,,,111
Afghanistan,AFG,08/06/2021,641295,482952,158343,,3388,1.65,1.24,0.41,87
Afghanistan,AFG,09/06/2021,,,,,2637,,,,68
Afghanistan,AFG,10/06/2021,,,,,2556,,,,66
Afghanistan,AFG,11/06/2021,,,,,2735,,,,70
Afghanistan,AFG,12/06/2021,,,,,2914,,,,75
Afghanistan,AFG,13/06/2021,,,,,3093,,,,79
Afghanistan,AFG,14/06/2021,662003,484737,177266,,3272,1.7,1.25,0.46,84
Afghanistan,AFG,15/06/2021,,,,,4813,,,,124
Afghanistan,AFG,16/06/2021,,,,,6175,,,,159
Afghanistan,AFG,17/06/2021,,,,,7538,,,,194
Afghanistan,AFG,18/06/2021,,,,,8900,,,,229
Afghanistan,AFG,19/06/2021,,,,,10262,,,,264
Afghanistan,AFG,20/06/2021,,,,,11624,,,,299
Afghanistan,AFG,21/06/2021,,,,,12986,,,,334
Afghanistan,AFG,22/06/2021,765890,582128,183762,,12986,1.97,1.5,0.47,334
Afghanistan,AFG,23/06/2021,,,,,13125,,,,337
Afghanistan,AFG,24/06/2021,,,,,13264,,,,341
Afghanistan,AFG,25/06/2021,,,,,13404,,,,344
Afghanistan,AFG,26/06/2021,,,,,13543,,,,348
Afghanistan,AFG,27/06/2021,835694,649434,186260,,13682,2.15,1.67,0.48,351
Afghanistan,AFG,28/06/2021,,,,,14263,,,,366
Afghanistan,AFG,29/06/2021,,,,,14844,,,,381
Afghanistan,AFG,30/06/2021,886854,699200,187654,,15286,2.28,1.8,0.48,393
Afghanistan,AFG,01/07/2021,,,,,14115,,,,363
Afghanistan,AFG,02/07/2021,,,,,12944,,,,333
Afghanistan,AFG,03/07/2021,,,,,11773,,,,302
Afghanistan,AFG,04/07/2021,,,,,10602,,,,272
Afghanistan,AFG,05/07/2021,915671,726349,189322,,8989,2.35,1.87,0.49,231
Afghanistan,AFG,06/07/2021,,,,,7895,,,,203
Afghanistan,AFG,07/07/2021,934463,735213,199250,,6801,2.4,1.89,0.51,175
Afghanistan,AFG,08/07/2021,,,,,6965,,,,179
Afghanistan,AFG,09/07/2021,,,,,7128,,,,183
Afghanistan,AFG,10/07/2021,,,,,7292,,,,187
Afghanistan,AFG,11/07/2021,962093,742934,219159,,7455,2.47,1.91,0.56,192
Afghanistan,AFG,12/07/2021,,,,,9588,,,,246
Afghanistan,AFG,13/07/2021,,,,,11201,,,,288
Afghanistan,AFG,14/07/2021,1024168,,,,12815,2.63,,,329
Afghanistan,AFG,15/07/2021,,,,,14331,,,,368
Afghanistan,AFG,16/07/2021,,,,,15848,,,,407
Afghanistan,AFG,17/07/2021,,,,,17364,,,,446
Afghanistan,AFG,18/07/2021,1094257,,,,18881,2.81,,,485
Afghanistan,AFG,19/07/2021,,,,,17753,,,,456
Afghanistan,AFG,20/07/2021,,,,,16626,,,,427
Afghanistan,AFG,21/07/2021,,,,,15499,,,,398
Afghanistan,AFG,22/07/2021,,,,,14824,,,,381
Afghanistan,AFG,23/07/2021,,,,,14150,,,,363
Afghanistan,AFG,24/07/2021,1171064,,,,13476,3.01,,,346
Afghanistan,AFG,25/07/2021,,,,,16021,,,,412
Afghanistan,AFG,26/07/2021,,,,,19241,,,,494
Afghanistan,AFG,27/07/2021,1277085,,,,22461,3.28,,,577
Afghanistan,AFG,28/07/2021,,,,,28084,,,,721
Afghanistan,AFG,29/07/2021,1381416,763020,,,33708,3.55,1.96,,866
Africa,OWID_AFR,09/01/2021,0,0,,,,0,0,,
Africa,OWID_AFR,10/01/2021,,,,,500,,,,0
Africa,OWID_AFR,11/01/2021,,,,,500,,,,0
Africa,OWID_AFR,12/01/2021,,,,,500,,,,0
Africa,OWID_AFR,13/01/2021,2000,2000,,,500,0,0,,0
Africa,OWID_AFR,14/01/2021,,,,,600,,,,0
Africa,OWID_AFR,15/01/2021,4000,4000,,,667,0,0,,0
Africa,OWID_AFR,16/01/2021,7000,7000,,3000,1000,0,0,,1
Africa,OWID_AFR,17/01/2021,,,,,1118,,,,1
Africa,OWID_AFR,18/01/2021,,,,,1236,,,,1
Africa,OWID_AFR,19/01/2021,10976,10976,,,1354,0,0,,1
Africa,OWID_AFR,20/01/2021,13163,13163,,2187,1595,0,0,,1
Africa,OWID_AFR,21/01/2021,,,,,1718,,,,1
Africa,OWID_AFR,22/01/2021,16890,16890,,,1841,0,0,,1
Africa,OWID_AFR,23/01/2021,18353,18353,,1463,1622,0,0,,1
Africa,OWID_AFR,24/01/2021,18353,18353,,0,1433,0,0,,1
Africa,OWID_AFR,25/01/2021,19889,19889,,1536,1463,0,0,,1
Africa,OWID_AFR,26/01/2021,22712,22712,,2823,1677,0,0,,1
Africa,OWID_AFR,27/01/2021,25587,25587,,2875,1775,0,0,,1
Africa,OWID_AFR,28/01/2021,28779,28779,,3192,1965,0,0,,1
Africa,OWID_AFR,29/01/2021,30861,30861,,2082,1996,0,0,,1
Africa,OWID_AFR,30/01/2021,122206,32206,,91345,14836,0.01,0,,11
Africa,OWID_AFR,31/01/2021,158206,32206,,36000,19979,0.01,0,,15
Africa,OWID_AFR,01/02/2021,236712,36631,,78506,30975,0.02,0,,23
Africa,OWID_AFR,02/02/2021,295127,37836,,58415,38916,0.02,0,,29
Africa,OWID_AFR,03/02/2021,347149,38746,5,52022,45937,0.03,0,0,34
Africa,OWID_AFR,04/02/2021,390474,38746,5,43325,51671,0.03,0,0,39
Africa,OWID_AFR,05/02/2021,446986,38746,5,56512,59446,0.03,0,0,44
Africa,OWID_AFR,06/02/2021,504800,39248,1586,57814,54656,0.04,0,0,41
Africa,OWID_AFR,07/02/2021,,,,,55849,,,,42
Africa,OWID_AFR,08/02/2021,593502,39373,3980,,50970,0.04,0,0,38
Africa,OWID_AFR,09/02/2021,661263,39382,6700,67761,52305,0.05,0,0,39
Africa,OWID_AFR,10/02/2021,795836,39385,10335,134573,64098,0.06,0,0,48
Africa,OWID_AFR,11/02/2021,908796,39611,13867,112960,74046,0.07,0,0,55
Africa,OWID_AFR,12/02/2021,1165581,39611,13867,256785,102656,0.09,0,0,77
Africa,OWID_AFR,13/02/2021,1446178,43458,14181,280597,134483,0.11,0,0,100
Africa,OWID_AFR,14/02/2021,,,,,151062,,,,113
Africa,OWID_AFR,15/02/2021,1766999,43467,16441,,167642,0.13,0,0,125
Africa,OWID_AFR,16/02/2021,1965819,43474,18176,198820,186365,0.15,0,0,139
Africa,OWID_AFR,17/02/2021,2147659,47134,19512,181840,193118,0.16,0,0,144
Africa,OWID_AFR,18/02/2021,2303964,50176,22925,156305,199310,0.17,0,0,149
Africa,OWID_AFR,19/02/2021,2513999,2487533,32990,210035,192631,0.19,0.19,0,144
Africa,OWID_AFR,20/02/2021,2616931,2581856,45489,102932,167250,0.2,0.19,0,125
Africa,OWID_AFR,21/02/2021,2622421,2587346,50463,5490,145119,0.2,0.19,0,108
Africa,OWID_AFR,22/02/2021,2745898,2700632,68325,123477,139843,0.2,0.2,0.01,104
Africa,OWID_AFR,23/02/2021,2854362,2799750,86927,108464,126935,0.21,0.21,0.01,95
Africa,OWID_AFR,24/02/2021,3153546,3092856,102499,299184,143698,0.24,0.23,0.01,107
Africa,OWID_AFR,25/02/2021,3434869,3367724,119792,281323,161558,0.26,0.25,0.01,121
Africa,OWID_AFR,26/02/2021,3677524,3557568,183604,242655,166218,0.27,0.27,0.01,124
Africa,OWID_AFR,27/02/2021,3866267,3680812,252758,188743,178477,0.29,0.27,0.02,133
Africa,OWID_AFR,28/02/2021,3873994,3688539,255982,7727,178796,0.29,0.28,0.02,133
Africa,OWID_AFR,01/03/2021,4091848,3834638,330257,217854,192279,0.31,0.29,0.02,143
Africa,OWID_AFR,02/03/2021,4252773,3934686,394124,160925,199773,0.32,0.29,0.03,149
Africa,OWID_AFR,03/03/2021,4424168,4038877,468861,171395,181517,0.33,0.3,0.03,135
Africa,OWID_AFR,04/03/2021,4570159,4132507,529681,145991,162184,0.34,0.31,0.04,121
Africa,OWID_AFR,05/03/2021,4808230,4283668,624742,238071,161529,0.36,0.32,0.05,120
Africa,OWID_AFR,06/03/2021,5013197,4409635,705135,204967,163847,0.37,0.33,0.05,122
Africa,OWID_AFR,07/03/2021,5053898,4450336,705135,40701,168558,0.38,0.33,0.05,126
Africa,OWID_AFR,08/03/2021,5402174,4724256,779759,348276,187189,0.4,0.35,0.06,140
Africa,OWID_AFR,09/03/2021,5542597,4798917,850734,140423,184261,0.41,0.36,0.06,137
Africa,OWID_AFR,10/03/2021,5882799,5001631,1010055,340202,208376,0.44,0.37,0.08,155
Africa,OWID_AFR,11/03/2021,6071207,5072092,1137129,188408,214435,0.45,0.38,0.08,160
Africa,OWID_AFR,12/03/2021,6381226,5129231,1397210,310019,224714,0.48,0.38,0.1,168
Africa,OWID_AFR,13/03/2021,6784874,5286100,1644318,403648,253097,0.51,0.39,0.12,189
Africa,OWID_AFR,14/03/2021,6801397,5302623,1644318,16523,249643,0.51,0.4,0.12,186
Africa,OWID_AFR,15/03/2021,7194432,5399518,1942667,393035,256037,0.54,0.4,0.14,191
Africa,OWID_AFR,16/03/2021,7429911,5440673,2146524,235479,269616,0.55,0.41,0.16,201
Africa,OWID_AFR,17/03/2021,7631610,5487287,2312736,201699,249830,0.57,0.41,0.17,186
Africa,OWID_AFR,18/03/2021,7819050,5674476,2321849,187440,249692,0.58,0.42,0.17,186
Africa,OWID_AFR,19/03/2021,8101883,5746305,2563824,282833,245808,0.6,0.43,0.19,183
Africa,OWID_AFR,20/03/2021,8194242,5767632,2634856,92359,201338,0.61,0.43,0.2,150
Africa,OWID_AFR,21/03/2021,8215790,5789180,2634856,21548,202056,0.61,0.43,0.2,151
Africa,OWID_AFR,22/03/2021,8338031,5817779,2728498,122241,163371,0.62,0.43,0.2,122
Africa,OWID_AFR,23/03/2021,8484254,5891994,2820695,146223,150620,0.63,0.44,0.21,112
Africa,OWID_AFR,24/03/2021,9420365,6572947,3089404,936111,255536,0.7,0.49,0.23,191
Africa,OWID_AFR,25/03/2021,9708756,6633421,3329642,288391,269958,0.72,0.49,0.25,201
Africa,OWID_AFR,26/03/2021,9977284,6738850,3503614,268528,267914,0.74,0.5,0.26,200
Africa,OWID_AFR,27/03/2021,10303121,6962741,3606163,325837,301268,0.77,0.52,0.27,225
Africa,OWID_AFR,28/03/2021,10561970,7218927,3608826,258849,335169,0.79,0.54,0.27,250
Africa,OWID_AFR,29/03/2021,10774885,7305693,3743035,212915,348122,0.8,0.54,0.28,260
Africa,OWID_AFR,30/03/2021,10971670,7387045,3870510,196785,355345,0.82,0.55,0.29,265
Africa,OWID_AFR,31/03/2021,11475702,7744531,3995049,504032,293620,0.86,0.58,0.3,219
Africa,OWID_AFR,01/04/2021,11729279,7900844,4097537,253577,288646,0.87,0.59,0.31,215
Africa,OWID_AFR,02/04/2021,11883043,7977827,4174318,153764,272251,0.89,0.6,0.31,203
Africa,OWID_AFR,03/04/2021,12018282,8061371,4226013,135239,245023,0.9,0.6,0.32,183
Africa,OWID_AFR,04/04/2021,12082234,8131493,4226289,63952,217181,0.9,0.61,0.32,162
Africa,OWID_AFR,05/04/2021,12235736,8226641,4285890,153502,208693,0.91,0.61,0.32,156
Africa,OWID_AFR,06/04/2021,12575036,8521870,4333474,339300,229052,0.94,0.64,0.32,171
Africa,OWID_AFR,07/04/2021,12960258,8839889,4399278,385222,212079,0.97,0.66,0.33,158
Africa,OWID_AFR,08/04/2021,13697727,9540508,4443032,737469,281207,1.02,0.71,0.33,210
Africa,OWID_AFR,09/04/2021,13852802,9667716,4477593,155075,281394,1.03,0.72,0.33,210
Africa,OWID_AFR,10/04/2021,14012728,9789075,4516916,159926,284921,1.05,0.73,0.34,213
Africa,OWID_AFR,11/04/2021,14162114,9924158,4531219,149386,297126,1.06,0.74,0.34,222
Africa,OWID_AFR,12/04/2021,14271533,10035075,4533119,109419,290828,1.06,0.75,0.34,217
Africa,OWID_AFR,13/04/2021,14370977,10124510,4545964,99444,256563,1.07,0.76,0.34,191
Africa,OWID_AFR,14/04/2021,14732385,10473338,4558759,361408,253161,1.1,0.78,0.34,189
Africa,OWID_AFR,15/04/2021,14856238,10561218,4587643,123853,165502,1.11,0.79,0.34,123
Africa,OWID_AFR,16/04/2021,15083479,10775250,4600852,227241,175811,1.13,0.8,0.34,131
Africa,OWID_AFR,17/04/2021,15381972,11066612,4607983,298493,195606,1.15,0.83,0.34,146
Africa,OWID_AFR,18/04/2021,15949649,11612009,4630263,567677,255362,1.19,0.87,0.35,190
Africa,OWID_AFR,19/04/2021,16165548,11809547,4648624,215899,270574,1.21,0.88,0.35,202
Africa,OWID_AFR,20/04/2021,16331855,11960570,4663908,166307,280125,1.22,0.89,0.35,209
Africa,OWID_AFR,21/04/2021,16544427,12156964,4680086,212572,258863,1.23,0.91,0.35,193
Africa,OWID_AFR,22/04/2021,16648789,12243149,4698263,104362,256079,1.24,0.91,0.35,191
Africa,OWID_AFR,23/04/2021,16834942,12408548,4719017,186153,250209,1.26,0.93,0.35,187
Africa,OWID_AFR,24/04/2021,16889942,12454393,4728172,55000,215424,1.26,0.93,0.35,161
Africa,OWID_AFR,25/04/2021,16969006,12520419,4741210,79064,145622,1.27,0.93,0.35,109
Africa,OWID_AFR,26/04/2021,17068090,12604524,4756189,99084,128935,1.27,0.94,0.35,96
Africa,OWID_AFR,27/04/2021,17236966,12746366,4783223,168876,129302,1.29,0.95,0.36,96
Africa,OWID_AFR,28/04/2021,18296589,13765818,4828924,1059623,250309,1.36,1.03,0.36,187
Africa,OWID_AFR,29/04/2021,18389755,13849934,4847412,93166,248709,1.37,1.03,0.36,186
Africa,OWID_AFR,30/04/2021,18553655,13988176,4883135,163900,245530,1.38,1.04,0.36,183
Africa,OWID_AFR,01/05/2021,18680584,14102884,4896370,126929,255806,1.39,1.05,0.37,191
Africa,OWID_AFR,02/05/2021,18737275,14151044,4904901,56691,252610,1.4,1.06,0.37,188
Africa,OWID_AFR,03/05/2021,18912422,14294358,4947162,175147,263476,1.41,1.07,0.37,197
Africa,OWID_AFR,04/05/2021,19208548,14534060,5027669,296126,281655,1.43,1.08,0.38,210
Africa,OWID_AFR,05/05/2021,19465178,14750881,5082089,256630,166941,1.45,1.1,0.38,125
Africa,OWID_AFR,06/05/2021,19624749,14884557,5107984,159571,176428,1.46,1.11,0.38,132
Africa,OWID_AFR,07/05/2021,20217788,15433666,5166984,593039,237733,1.51,1.15,0.39,177
Africa,OWID_AFR,08/05/2021,20470315,15587003,5265792,252527,255676,1.53,1.16,0.39,191
Africa,OWID_AFR,09/05/2021,21199786,16063514,5518752,729471,351787,1.58,1.2,0.41,262
Africa,OWID_AFR,10/05/2021,21661190,16498949,5557471,461404,392681,1.62,1.23,0.41,293
Africa,OWID_AFR,11/05/2021,22093431,16908219,5599584,432241,412126,1.65,1.26,0.42,307
Africa,OWID_AFR,12/05/2021,23173695,17830591,5773834,1080264,529788,1.73,1.33,0.43,395
Africa,OWID_AFR,13/05/2021,23349124,17994423,5809870,175429,532054,1.74,1.34,0.43,397
Africa,OWID_AFR,14/05/2021,23545234,18156408,5863144,196110,475349,1.76,1.35,0.44,355
Africa,OWID_AFR,15/05/2021,23859320,18397252,5940520,314086,484144,1.78,1.37,0.44,361
Africa,OWID_AFR,16/05/2021,23952448,18481008,5950173,93128,393237,1.79,1.38,0.44,293
Africa,OWID_AFR,17/05/2021,24419413,18880694,6017452,466965,394032,1.82,1.41,0.45,294
Africa,OWID_AFR,18/05/2021,25194315,19509043,6165037,774902,442983,1.88,1.46,0.46,330
Africa,OWID_AFR,19/05/2021,25763252,19960693,6282324,568937,369937,1.92,1.49,0.47,276
Africa,OWID_AFR,20/05/2021,26225248,20334858,6370155,461996,410875,1.96,1.52,0.48,306
Africa,OWID_AFR,21/05/2021,26987320,20843338,6623750,762072,491727,2.01,1.55,0.49,367
Africa,OWID_AFR,22/05/2021,27828543,21569559,6738752,841223,567032,2.08,1.61,0.5,423
Africa,OWID_AFR,23/05/2021,28053621,21770776,6762613,225078,585882,2.09,1.62,0.5,437
Africa,OWID_AFR,24/05/2021,28560754,22211095,6829427,507133,591620,2.13,1.66,0.51,441
Africa,OWID_AFR,25/05/2021,29272868,22769170,6983466,712114,582650,2.18,1.7,0.52,435
Africa,OWID_AFR,26/05/2021,29659370,23030272,7112946,386502,556588,2.21,1.72,0.53,415
Africa,OWID_AFR,27/05/2021,29882022,23229364,7136506,222652,522396,2.23,1.73,0.53,390
Africa,OWID_AFR,28/05/2021,30063351,23372549,7174650,181329,439433,2.24,1.74,0.54,328
Africa,OWID_AFR,29/05/2021,30663033,23917247,7229634,599682,404927,2.29,1.78,0.54,302
Africa,OWID_AFR,30/05/2021,30985837,24172688,7296997,322804,418888,2.31,1.8,0.54,312
Africa,OWID_AFR,31/05/2021,33013499,25061396,8432067,2027662,636106,2.46,1.87,0.63,474
Africa,OWID_AFR,01/06/2021,33811846,25622043,8669767,798347,648425,2.52,1.91,0.65,484
Africa,OWID_AFR,02/06/2021,34313759,25939751,8853972,501913,664913,2.56,1.93,0.66,496
Africa,OWID_AFR,03/06/2021,34777465,26281757,8974862,463706,699349,2.59,1.96,0.67,522
Africa,OWID_AFR,04/06/2021,35024428,26401241,9103151,246963,708725,2.61,1.97,0.68,529
Africa,OWID_AFR,05/06/2021,35258291,26558999,9179256,233863,656465,2.63,1.98,0.68,490
Africa,OWID_AFR,06/06/2021,35499897,26607782,9372079,241606,644866,2.65,1.98,0.7,481
Africa,OWID_AFR,07/06/2021,36082977,26887557,9675384,583080,438497,2.69,2.01,0.72,327
Africa,OWID_AFR,08/06/2021,37188914,27435747,10230788,1105937,482438,2.77,2.05,0.76,360
Africa,OWID_AFR,09/06/2021,38220329,28040798,10657152,1031415,558081,2.85,2.09,0.79,416
Africa,OWID_AFR,10/06/2021,38836054,28317529,11002422,615725,579798,2.9,2.11,0.82,432
Africa,OWID_AFR,11/06/2021,39202556,28470444,11216009,366502,596875,2.92,2.12,0.84,445
Africa,OWID_AFR,12/06/2021,39520096,28662701,11341292,317540,608829,2.95,2.14,0.85,454
Africa,OWID_AFR,13/06/2021,39608082,28724735,11367244,87986,586884,2.95,2.14,0.85,438
Africa,OWID_AFR,14/06/2021,40472073,29128741,11826955,863991,627014,3.02,2.17,0.88,468
Africa,OWID_AFR,15/06/2021,41466568,29400215,12539775,994495,611093,3.09,2.19,0.94,456
Africa,OWID_AFR,16/06/2021,41795600,29529101,12739921,329032,510753,3.12,2.2,0.95,381
Africa,OWID_AFR,17/06/2021,42179081,29673235,12979268,383481,477575,3.15,2.21,0.97,356
Africa,OWID_AFR,18/06/2021,42518030,29789293,13202159,338949,473639,3.17,2.22,0.98,353
Africa,OWID_AFR,19/06/2021,42651712,29834809,13290325,133682,447374,3.18,2.23,0.99,334
Africa,OWID_AFR,20/06/2021,43315858,30395643,13396638,664146,529682,3.23,2.27,1,395
Africa,OWID_AFR,21/06/2021,44038225,30741279,13773369,722367,509450,3.28,2.29,1.03,380
Africa,OWID_AFR,22/06/2021,44160905,30813350,13823978,122680,384905,3.29,2.3,1.03,287
Africa,OWID_AFR,23/06/2021,44802019,31250119,14022884,641114,429488,3.34,2.33,1.05,320
Africa,OWID_AFR,24/06/2021,46139703,32043237,14566460,1337684,565803,3.44,2.39,1.09,422
Africa,OWID_AFR,25/06/2021,46505084,32236151,14738927,365381,569579,3.47,2.4,1.1,425
Africa,OWID_AFR,26/06/2021,46700068,32306561,14863501,194984,578337,3.48,2.41,1.11,431
Africa,OWID_AFR,27/06/2021,46984005,32498057,14955942,283937,524021,3.5,2.42,1.12,391
Africa,OWID_AFR,28/06/2021,47874548,32948173,15364245,890543,548046,3.57,2.46,1.15,409
Africa,OWID_AFR,29/06/2021,48142135,33129729,15450276,267587,568747,3.59,2.47,1.15,424
Africa,OWID_AFR,30/06/2021,48664684,33418851,15683703,522549,551809,3.63,2.49,1.17,412
Africa,OWID_AFR,01/07/2021,49084734,33759941,15762663,420050,420719,3.66,2.52,1.18,314
Africa,OWID_AFR,02/07/2021,49245698,33849168,15829529,160964,391516,3.67,2.52,1.18,292
Africa,OWID_AFR,03/07/2021,49524869,34093034,15864834,279171,403543,3.69,2.54,1.18,301
Africa,OWID_AFR,04/07/2021,49901624,34291373,16043250,376755,416803,3.72,2.56,1.2,311
Africa,OWID_AFR,05/07/2021,51244893,35025200,16507455,1343269,481478,3.82,2.61,1.23,359
Africa,OWID_AFR,06/07/2021,51685628,35336776,16621387,440735,506213,3.86,2.64,1.24,378
Africa,OWID_AFR,07/07/2021,51947544,35517105,16721590,261916,468980,3.87,2.65,1.25,350
Africa,OWID_AFR,08/07/2021,52532610,35663884,17555684,585066,492554,3.92,2.66,1.31,367
