Datetime,Tweet,Username,Retweets,Followers,CleanTweet
2021-07-11 23:31:20,"RT @TheRickyDavila: Steven Mnuchin funneled $500B of PPP Covid relief loans, gave millions to himself, Kushner, Devin Nunes, Betsy DeVos, J…",BuzzEdition,2329,56793,"rt: steven mnuchin funneled500b of ppp covid relief loans, gave millions to himself, kushner, devin nunes, betsy devos, j…"
2021-07-11 23:31:20,Israel offers third shot of Pfizer COVID-19 vaccine to adults at risk https://t.co/JofJn2gg6I,CovidEcoles,0,8461,israel offers third shot of pfizer covid-19 vaccine to adults at risk
2021-07-11 23:31:20,"RT @disclosetv: JUST IN - COVID-19 ""has NO credible natural ancestor,"" has ""unique fingerprints"" of man-made manipulation, and ""retro-engin…",JeffandJax1964,8638,1928,"rt: just in - covid-19has no credible natural ancestor,"" hasunique fingerprints"" of man-made manipulation, andretro-engin…"
2021-07-11 23:31:18,"RT @DuduCompagnoni: UK Records 35,707 new COVID-19 cases, 29 deaths | Reuters https://t.co/WASdcYl8Ub",CrazyHourse,1,2690,"rt: uk records,707 new covid-19 cases, deaths | reuters"
2021-07-11 23:31:18,"Never trusted reported cases. numbers  Reported COVID-19 deaths are backed up in some places by excess death in time of COVID-19.  @MalJone66192992
 
Outbreaks in area separated from another by weaker  contacts is limited &amp; stops when susceptibles are exhausted @stevenmosher",MLevitt_NP2013,0,93377,"never trusted reported cases. numbers  reported covid-19 deaths are backed up in some places by excess death in time of covid-19. 
 
outbreaks in area separated from another by weaker  contacts is limited; stops when susceptibles are exhausted"
2021-07-11 23:31:18,"RT @CGasparino: Memo to $AMC Apes: Sorry, We Aren’t Going Back to the Movies https://t.co/O0d34jLipa",littlejade37,2,9655,"rt: memo toamc apes: sorry, we aren’t going back to the movies"
2021-07-11 23:31:18,"RT @smh: After 18 months of COVID-induced Zoom calls, corporate Australia has no plans to force staff back to the office fulltime https://t…",Sue0606,3,1511,"rt: after months of covid-induced zoom calls, corporate australia has no plans to force staff back to the office fulltime"
2021-07-11 23:31:17,"RT @CarlosdelRio7: Agree with my friend and colleague @E_Stenehjem ""We are going to have Covid-19 patients for the foreseeable future"".",MariaCabadas,1,3125,"rt: agree with my friend and colleaguewe are going to have covid-19 patients for the foreseeable future""."
2021-07-11 23:31:16,"RT @TheRickyDavila: On stage at that CPAC KKK rally, QAnon terrorist Lauren Boebert told a room full of rabid idiots that no one needs govt…",erasmusbluewave,988,4371,"rt: on stage at that cpac kkk rally, qanon terrorist lauren boebert told a room full of rabid idiots that no one needs govt…"
2021-07-11 23:31:15,"RT @disclosetv: JUST IN - COVID-19 ""has NO credible natural ancestor,"" has ""unique fingerprints"" of man-made manipulation, and ""retro-engin…",magicaGrmente22,8638,6782,"rt: just in - covid-19has no credible natural ancestor,"" hasunique fingerprints"" of man-made manipulation, andretro-engin…"
2021-07-11 23:31:15,RT @hayrr: rashford was tired from carrying the government during covid,autxmnxl,4093,2193,rt: rashford was tired from carrying the government during covid
2021-07-11 23:31:15,"RT @DrTomFrieden: 20 years of research led to the development of Covid vaccines, which were extensively tested in the largest clinical vacc…",janb2006_jan,3085,1310,"rt: years of research led to the development of covid vaccines, which were extensively tested in the largest clinical vacc…"
2021-07-11 23:31:15,"RT @iancb114: Seems like this govt is giving up all together on testing.
More reason for Avacta to focus on contracts abroad.

#AVCT

https…",DonaldFrump,1,3382,"rt: seems like this govt is giving up all together on testing.
more reason for avacta to focus on contracts abroad.

#avct

https…"
2021-07-11 23:31:15,RT @idnac4u: @CPAC @laurenboebert That knock you hear at your door is the Democrats handing out COVID relief checks to save your homes &amp; bu…,magsmom7,2,2434,rt: that knock you hear at your door is the democrats handing out covid relief checks to save your homes; bu…
2021-07-11 23:31:14,@independant1492 The record of Republicans and Covid. https://t.co/TzP8NIP5hA,rhugh4791,0,2771,@independant1492 the record of republicans and covid.
2021-07-11 23:31:14,"Here's the current status of covid vaccinations in England.

As you can see, the over 50s are pretty well protected, with over 80% of people having received both doses.

But for anyone under 40, the picture's not nearly as pretty. https://t.co/4M80RYhPF9",uk_domain_names,2,37719,"here's the current status of covid vaccinations in england.

as you can see, the overs are pretty well protected, with over% of people having received both doses.

but for anyone under, the picture's not nearly as pretty."
2021-07-11 23:31:13,RT @margaretthrosby: We’ve reached a terrible position where the govt has made a terrifying ad about Covid urging ppl to get vaccinated whe…,philYoung17,593,2201,rt: we’ve reached a terrible position where the govt has made a terrifying ad about covid urging ppl to get vaccinated whe…
2021-07-11 23:31:13,"RT @tatianaschild: @cov19treatments Dangerous thinking:

""Let's say we vaccinate a 6 month old baby, who has absolutely no risk of Covid. W…",NormanTShenley,428,1995,"rt: dangerous thinking:

""let's say we vaccinate a month old baby, who has absolutely no risk of covid. w…"
2021-07-11 23:31:12,"RT @sandhya__k: I am a COVID-19 long hauler, and the experience has taught me much about myself, the medical system, the value of friends a…",bposton,272,3329,"rt: i am a covid-19 long hauler, and the experience has taught me much about myself, the medical system, the value of friends a…"
2021-07-11 23:31:12,"RT @MikeSwadling: “The authors find that the world lost 48 million life-years due to people dying from COVID-19, but lost 1.25 billion qual…",MikeSwadling,6,25360,"rt: “the authors find that the world lost million life-years due to people dying from covid-19, but lost.25 billion qual…"
2021-07-11 23:31:12,"RT @NebsGoodTakes: A beautiful artist was ripped away from us because of COVID-19, PLEASE get vaccinated and keep everyone around you safe…",Black_Vulcan69,15,2554,"rt: a beautiful artist was ripped away from us because of covid-19, please get vaccinated and keep everyone around you safe…"
2021-07-11 23:31:11,"RT @_niiokaijah: Three weeks ago our COVID ward was empty, fast forward to today and we don't even have beds for patients in critical condi…",KafuiMoDrizzy,311,2934,"rt: three weeks ago our covid ward was empty, fast forward to today and we don't even have beds for patients in critical condi…"
2021-07-11 23:31:10,"RT @AppgCoronavirus: We have written to Health Secretary Sajid Javid demanding a comprehensive strategy on #LongCovid.

The government must…",HilaryBurrage,81,9275,"rt: we have written to health secretary sajid javid demanding a comprehensive strategy on.

the government must…"
2021-07-11 23:31:10,RT @davidschneider: “The best way to tackle Covid is to move away from government diktat and leave it to the public’s sense of personal res…,emmamcquillan,5578,1041,rt: “the best way to tackle covid is to move away from government diktat and leave it to the public’s sense of personal res…
2021-07-11 23:31:09,"RT @EricTopol: A meeting is scheduled Monday by @Pfizer to present unpublished data on the need for a vaccine booster to Tony Fauci, @NIHDi…",jgownder,155,27934,"rt: a meeting is scheduled monday by to present unpublished data on the need for a vaccine booster to tony fauci,…"
2021-07-11 23:31:09,RT @LucyTurnbull_AO: When this #delta #covid #lockdown is finally over and outdoor gatherings are allowed I think we should have a special…,Sue0606,55,1511,rt: when this is finally over and outdoor gatherings are allowed i think we should have a special…
2021-07-11 23:31:09,RT @ladyjacq66: If covid 19 cases are rising from the #JohnsonVariant how does this help bring down the NHS waiting list. 😕. I'm confused.…,agirlandme,52,4370,rt: if covid cases are rising from the how does this help bring down the nhs waiting list. 😕. i'm confused.…
2021-07-11 23:31:09,"RT @Limmered: Here is the impact of Covid.

You die slowly and alone.

Your spouse is now in a panic on how to take on life and raise the c…",ae4ca,23,3462,"rt: here is the impact of covid.

you die slowly and alone.

your spouse is now in a panic on how to take on life and raise the c…"
2021-07-11 23:31:09,RT @OzcanKelesGB: Mehmet Ali Sengul personified the purity of Hizmet. He passed away tonight after battling with Covid for many months now.…,Nicholas_Albm,7,1176,rt: mehmet ali sengul personified the purity of hizmet. he passed away tonight after battling with covid for many months now.…
2021-07-11 23:31:09,RT @AnnadeBuisseret: “COVID-19 vaccines designed to elicit neutralising antibodies may sensitise vaccine recipients to more severe disease…,enufs_enuf,17,1047,rt: “covid-19 vaccines designed to elicit neutralising antibodies may sensitise vaccine recipients to more severe disease…
2021-07-11 23:31:08,"RT @johnpavlovitz: Dear Everyone Who Thinks Getting the COVID Vaccine Means You Can't Get COVID,

It doesn't.

It means you may not get it,…",islandlife2014,535,2339,"rt: dear everyone who thinks getting the covid vaccine means you can't get covid,

it doesn't.

it means you may not get it,…"
2021-07-11 23:31:06,@fionn_stan We really do! It’s so nice seeing Italy win Eurovision and the euros especially after suffering so badly with covid,fliickernh,0,1082,@fionn_stan we really do! it’s so nice seeing italy win eurovision and the euros especially after suffering so badly with covid
2021-07-11 23:31:06,Federal Government has to be careful about Sydney COVID support - Politics with @vanOnselenP  https://t.co/LCFfaQZsTx,RNBreakfast,0,58928,federal government has to be careful about sydney covid support - politics with 
2021-07-11 23:31:05,RT @whatifisaidit: Gov. Kristi Noem Brags About Infecting The Great Plains And Midwest With COVID https://t.co/IBgRS2JA0h via @politicususa,billyjack2016,12,6043,rt: gov. kristi noem brags about infecting the great plains and midwest with covid via
2021-07-11 23:31:04,RT @Rob_Ruadh: You're more likely to be killed in a car accident on your way to get an experimental vaccine than you are from COVID-19.,DreamerWarrior,11,1847,rt: you're more likely to be killed in a car accident on your way to get an experimental vaccine than you are from covid-19.
2021-07-11 23:31:04,"RT @washingtonpost: Conspiracy theories about the pandemic had penetrated deep into a community in the Appalachian highlands.

Nurses there…",Scooter_PSU,377,3170,"rt: conspiracy theories about the pandemic had penetrated deep into a community in the appalachian highlands.

nurses there…"
2021-07-11 23:31:04,"My God!... So one can contract two types of Covid? At the same time? 
This sh*it is depressing. https://t.co/GrSZVp0DBB",isasquare,0,6085,"my god!... so one can contract two types of covid? at the same time? 
this sh*it is depressing."
2021-07-11 23:31:04,RT @georgiedent: Thank you @MrKRudd for the leadership and initiative. That our Prime Minister wasn't willing to pick up the phone himself…,vogrady2132,24,12217,rt: thank you for the leadership and initiative. that our prime minister wasn't willing to pick up the phone himself…
2021-07-11 23:31:03,RT @OccupyMyGov: Fuck. Putting out a graphic ad about getting the covid 19 vaccination without actually making the vaccines available to pe…,miffyjayne,195,2458,rt: fuck. putting out a graphic ad about getting the covid vaccination without actually making the vaccines available to pe…
2021-07-11 23:31:03,"RT @NurseNewkirk: 📣 ATTENTION MIDDLE SCHOOLERS! Need to get your COVID-19 Vaccine? What about other required vaccines, like the Tdap? Join…",historyfrog,6,4181,"rt: 📣 attention middle schoolers! need to get your covid-19 vaccine? what about other required vaccines, like the tdap? join…"
2021-07-11 23:31:00,"Governments have always used fear to get what they want, and what they want is more power and control and less rights for the people.
 Covid-19 is a good crisis, creating an opportunity for great fear mongering and less rights.
My editorial...
https://t.co/ard9sP7utt",mangunonmarkets,1,13301,"governments have always used fear to get what they want, and what they want is more power and control and less rights for the people.
 covid-19 is a good crisis, creating an opportunity for great fear mongering and less rights.
my editorial...
https://t.co/ard9sp7utt"
2021-07-11 23:31:00,Vaccinated PGA star forced to withdraw from major tournament for merely being exposed to person who tested positive https://t.co/C781tA70qr,DSMWcom,0,2936,vaccinated pga star forced to withdraw from major tournament for merely being exposed to person who tested positive
2021-07-11 23:31:00,"@uche_blackstock Even if this was true, 600,000 people and counting died from from COVID-19 and that's probably a conservative number. I'd still take my chances with the vaccine.",globalerica,0,1804,"@uche_blackstock even if this was true,,000 people and counting died from from covid-19 and that's probably a conservative number. i'd still take my chances with the vaccine."
2021-07-11 23:30:59,RT @TheQuartering: Holy Shit.  I had no idea how backed up this nations DMV's are.  That on top of local government services like social se…,JManOrRiot,11,4836,rt: holy shit.  i had no idea how backed up this nations dmv's are.  that on top of local government services like social se…
2021-07-11 23:30:59,"RT @DailyExposeGB: BREAKING - World Economic Forum releases guide on how to coerce and manipulate public into getting the C0V1-D jab
Mainst…",Marcella1717,133,1004,"rt: breaking - world economic forum releases guide on how to coerce and manipulate public into getting the c0v1-d jab
mainst…"
2021-07-11 23:30:59,RT @ChanceTyColeman: Would people even know that Covid exists if the news had never talked about it?,norvilgirl,31,7402,rt: would people even know that covid exists if the news had never talked about it?
2021-07-11 23:30:58,"RT @theAliceRoberts: All we can do is plead with the government to stop this inhumane experiment. 
They are, in the words of @doctor_oxford…",WhitesidePaula,1356,10448,"rt: all we can do is plead with the government to stop this inhumane experiment. 
they are, in the words of…"
2021-07-11 23:30:58,"RT @TheRickyDavila: Steven Mnuchin funneled $500B of PPP Covid relief loans, gave millions to himself, Kushner, Devin Nunes, Betsy DeVos, J…",boo2you2,2329,1627,"rt: steven mnuchin funneled500b of ppp covid relief loans, gave millions to himself, kushner, devin nunes, betsy devos, j…"
2021-07-11 23:30:56,RT @qyudimples: WHY ARE PPL THINKING IM PREGNANT I DONT HAVE A BABY I HAVE COVID,SoyElMarti,24302,1326,rt: why are ppl thinking im pregnant i dont have a baby i have covid
2021-07-11 23:30:56,"RT @MelissaReddy_: • Disabled entrance stormed
• Fences dismantled and thrown
• Violent attacks inside 
• Paying fans having to fight for t…",30ACTruth,36,3208,"rt: • disabled entrance stormed
• fences dismantled and thrown
• violent attacks inside 
• paying fans having to fight for t…"
2021-07-11 23:30:56,"RT @jhaue: Slowly?

Public trust in the government's COVID response is slowly eroding. Here's how to get it back on track https://t.co/cmuY…",marielewsey,2,1928,"rt: slowly?

public trust in the government's covid response is slowly eroding. here's how to get it back on track"
2021-07-11 23:30:55,RT @deanjohnsonuk: Now is a good time to remind you that A peaceful vigil for a woman murdered by a @metpoliceuk officer was met with bruta…,MattFaull,87,1024,rt: now is a good time to remind you that a peaceful vigil for a woman murdered by a officer was met with bruta…
2021-07-11 23:30:55,"https://t.co/0rvhGMm0E7 I'd say she has oatmeal for brains, but that would be an insult to oatmeal!",doctormark2,0,1108,"https://t.co/0rvhgmm0e7 i'd say she has oatmeal for brains, but that would be an insult to oatmeal!"
2021-07-11 23:30:55,RT @DrEricDing: A new “signal” of new variant—Public health officials are investigating a new variant that could have emerged in the North-…,a_eridani,352,6451,rt: a new “signal” of new variant—public health officials are investigating a new variant that could have emerged in the north-…
2021-07-11 23:30:54,RT @TheQuartering: Holy Shit.  I had no idea how backed up this nations DMV's are.  That on top of local government services like social se…,chrisyanke,11,1839,rt: holy shit.  i had no idea how backed up this nations dmv's are.  that on top of local government services like social se…
2021-07-11 23:30:54,"RT @Activist_AdaJ: I feel helpless because I feel I could have convinced her to get the shot , Covid-19 took her life..I’m extremely sad to…",Reneami50020561,25,2141,rt: i feel helpless because i feel i could have convinced her to get the shot covid-19 took her life..i’m extremely sad to…
2021-07-11 23:30:54,"RT @JohannaSaunders: Investigations now underway in the NE, to determine if the #JohnsonVariant has already mutated.

This will continue to…",caldwell_kath,189,1092,"rt: investigations now underway in the ne, to determine if the has already mutated.

this will continue to…"
2021-07-11 23:30:54,Missouri becomes ground zero for COVID-19 battle https://t.co/iVLt9kEzgA,lLedford3Tammy,0,9826,missouri becomes ground zero for covid-19 battle
2021-07-11 23:30:54,"RT @TrevorFitzgibb1: ""If I could message any doctor in the world right now.  Have some courage and trust your clinical judgment.  I did, an…",SamRafoss,9,4415,"rt:if i could message any doctor in the world right now.  have some courage and trust your clinical judgment.  i did, an…"
2021-07-11 23:30:53,@mattknights1997 I can’t see that stopping any time soon honestly.,fact_covid,0,45603,@mattknights1997 i can’t see that stopping any time soon honestly.
2021-07-11 23:30:53,"RT @Hephaestus7: UK Covid cases top 30,000 for fifth day in row as deaths rise 66% in a week - Mirror Online https://t.co/F3iowE1Tm4",ChoiceZnewZ,20,4523,"rt: uk covid cases top,000 for fifth day in row as deaths rise% in a week - mirror online"
2021-07-11 23:30:53,RT @brixbrat: this prolly the cure for COVID,carlydeeee,16383,1017,rt: this prolly the cure for covid
2021-07-11 23:30:52,"RT @KooyongVoices: Criticising Victoria is all Josh has done throughout COVID.
#auspol #KooyongVoices https://t.co/uhRHN7ffQd",desmonator,244,1309,"rt: criticising victoria is all josh has done throughout covid.
#auspol"
2021-07-11 23:30:51,RT @_ROB_29: They said alcohol kills COVID. Then heat may kill COVID. Then direct sunlight may kill COVID. So if you happen to see me outsi…,Pamsta67,2273,12579,rt: they said alcohol kills covid. then heat may kill covid. then direct sunlight may kill covid. so if you happen to see me outsi…
2021-07-11 23:30:50,RT @TimeIsNow2020: COVID delta variant has substantially increased cases and hospitalizations in Florida over the last 2 weeks of data avai…,TimeIsNow2020,82,9871,rt: covid delta variant has substantially increased cases and hospitalizations in florida over the last weeks of data avai…
2021-07-11 23:30:50,RT @DailyExposeGB: BREAKING - Deaths due to the C0V1-D jabs in the UK after 6 months are 407% higher than deaths due to all other vaccines…,TeesValleyVoice,51,20355,rt: breaking - deaths due to the c0v1-d jabs in the uk after months are% higher than deaths due to all other vaccines…
2021-07-11 23:30:50,"RT @HenMazzig: Just as Donald Trump’s words on China/COVID incited hate crimes against Asians, Ilhan Omar, Cori Bush, Rashida Tlaib, + AOC’…",EthanRKassel,85,1793,"rt: just as donald trump’s words on china/covid incited hate crimes against asians, ilhan omar, cori bush, rashida tlaib, aoc’…"
2021-07-11 23:30:49,RT @bcbluecon: Just a couple weeks ago everyone in Canada was going to die from COVID. Now it's just Ontario,kimber_1959,37,2110,rt: just a couple weeks ago everyone in canada was going to die from covid. now it's just ontario
2021-07-11 23:30:49,RT @karazorlls: Robson Rocha did some amazing art for Supergirl (2016) and I am very heartbroken knowing that he has passed way. He will be…,papodequadrinho,13,8571,rt: robson rocha did some amazing art for supergirl2016) and i am very heartbroken knowing that he has passed way. he will be…
2021-07-11 23:30:49,"RT @c_tomstone: @NafeezAhmed @DrEricDing @BylineTimes .. who have no relevant specialist expertise in virology.
Rather, several states show…",yuccaldo,52,1318,"rt: who have no relevant specialist expertise in virology.
rather, several states show…"
2021-07-11 23:30:48,"@drDendere They better put on COVID help line, what a super spreader!!!",k_nherera,0,1625,"@drdendere they better put on covid help line, what a super spreader!!!"
2021-07-11 23:30:48,"@SkyNews He says, before he throws all caution into the wind.

Johnson is no leader. He’ll happily sacrifice our children to Covid. Why? Ideological herd immunity (i.e. Darwinian survival of the fittest), or to hide another failure of not securing enough vaccines?",MULCambridge,0,2157,"@skynews he says, before he throws all caution into the wind.

johnson is no leader. he’ll happily sacrifice our children to covid. why? ideological herd immunityi.e. darwinian survival of the fittest), or to hide another failure of not securing enough vaccines?"
2021-07-11 23:30:47,RT @brixbrat: this prolly the cure for COVID,x_kayleeann,16384,1091,rt: this prolly the cure for covid
2021-07-11 23:30:46,"RT @RT_com: The patient was infected with both the UK and South African strains of COVID-19

https://t.co/7bizug85kS",ms_dingo,7,2932,"rt: the patient was infected with both the uk and south african strains of covid-19

https://t.co/7bizug85ks"
2021-07-11 23:30:45,RT @stephlynn1982: Went from no COVID calls to 3 in one day. It’s ramping back up. Fabulous.,Nichole_BOOHfan,6,2137,rt: went from no covid calls to in one day. it’s ramping back up. fabulous.
2021-07-11 23:30:45,"RT @Boeufblogginon: This is my NO SHIT SHERLOCK moment today. 

“Health expert says politics has got in the way of NSW's COVID-19 response…",camybobany,128,1827,"rt: this is my no shit sherlock moment today. 

“health expert says politics has got in the way of nsw's covid-19 response…"
2021-07-11 23:30:44,"RT @WarphobblerKaz: A German cartoon sums up the crowd COVID variant super-spreader factories being cheer-led by the idiot in chief, @Boris…",pippaliciousj,7,3953,"rt: a german cartoon sums up the crowd covid variant super-spreader factories being cheer-led by the idiot in chief,…"
2021-07-11 23:30:44,"""Protests take place across Cuba as the country faces shortages of COVID-19 vaccines and basic necessities""  https://t.co/JM5tHubp6g",JoshMiniello,0,6176,"""protests take place across cuba as the country faces shortages of covid-19 vaccines and basic necessities"" "
2021-07-11 23:30:44,"RT @PeteJamison: In the Appalachian highlands, ICU nurses who risked their lives during the region's dire covid winter struggle w/ the pain…",Scooter_PSU,612,3170,"rt: in the appalachian highlands, icu nurses who risked their lives during the region's dire covid winter struggle w/ the pain…"
2021-07-11 23:30:43,RT @DrEricDing: A new “signal” of new variant—Public health officials are investigating a new variant that could have emerged in the North-…,Lippyaddiction,352,1656,rt: a new “signal” of new variant—public health officials are investigating a new variant that could have emerged in the north-…
2021-07-11 23:30:43,RT @elizondogabriel: Diaz-Canal also says many of the problems the country faces are due to ongoing US blockade. And says fight against cov…,yellowscenemag,10,2595,rt: diaz-canal also says many of the problems the country faces are due to ongoing us blockade. and says fight against cov…
2021-07-11 23:30:43,@ilywasapromise yeah covid is getting bad where i am,billiescomet,0,2322,@ilywasapromise yeah covid is getting bad where i am
2021-07-11 23:30:43,"RT @MrJ0K3R: @StephenKing Humans achieving tourism space travel before solving hunger, homelessness, or even a cure for Covid... I see why…",KatherineStrei9,71,1806,"rt: humans achieving tourism space travel before solving hunger, homelessness, or even a cure for covid... i see why…"
2021-07-11 23:30:42,"Confusion has begun after Victoria slammed the border shut overnight. Meanwhile, the state’s run of zero cases has continued. https://t.co/obcxA7FvXp",theheraldsun,0,330410,"confusion has begun after victoria slammed the border shut overnight. meanwhile, the state’s run of zero cases has continued."
2021-07-11 23:30:42,RT @VasquezIan: .⁦@MaryAnastasiaOG⁩ on the travesty of Cuba’s public health sector  https://t.co/FqU9KH6zh2,davekopel,2,5929,rt:⁦@maryanastasiaog⁩ on the travesty of cuba’s public health sector 
2021-07-11 23:30:42,"@Karl___K @heatherlewis__ @DailyExposeGB Sources

https://t.co/hj6ZcmP2VQ

https://t.co/eacqfi7AVc",RussInCheshire,0,138360,"@karl___k sources

https://t.co/hj6zcmp2vq

https://t.co/eacqfi7avc"
2021-07-11 23:30:42,#ita was really hit too hard by covid. They deserve these joyful moments. RIP to all souls lost 🕊all around the world.,BantonThaBaron,0,2092,#ita was really hit too hard by covid. they deserve these joyful moments. rip to all souls lost 🕊all around the world.
2021-07-11 23:30:41,RT @br0ztitute: me in 2065 enjoying my youth cause Covid took it away from me https://t.co/oVA1EjC0eE,_Skattie,3473,1329,rt: me in enjoying my youth cause covid took it away from me
2021-07-11 23:30:41,RT @JElliotMP: The only thing more terrifying than that Morrison Government COVID ad is the knowledge the same government didn’t order us e…,marxdeane,328,12638,rt: the only thing more terrifying than that morrison government covid ad is the knowledge the same government didn’t order us e…
2021-07-11 23:30:41,RT @hayrr: rashford was tired from carrying the government during covid,daleswanson89,4095,1296,rt: rashford was tired from carrying the government during covid
2021-07-11 23:30:40,"RT @elizabethf100: Callous, murderous #tories: “The UK population is now #BorisJohnson’s personal petri dish. Yet before we even reach the…",lorraine_teuten,2,9475,"rt: callous, murderous: “the uk population is now’s personal petri dish. yet before we even reach the…"
2021-07-11 23:30:39,@CarlosDenWA Oh now there’s a comprehensive Covid vax message without the fear.,VickiKerrigan,0,2660,@carlosdenwa oh now there’s a comprehensive covid vax message without the fear.
2021-07-11 23:30:39,RT @that_darn: @DanRather Is it possible for the families of the COVID victims to put together a class action suit against media outlets (*…,GrammyCherie,5,3279,rt: is it possible for the families of the covid victims to put together a class action suit against media outlets*…
2021-07-11 23:30:39,"""Protests take place across Cuba as the country faces shortages of COVID-19 vaccines and basic necessities""  https://t.co/fkL2ern624",RasBenjiMassop1,0,1768,"""protests take place across cuba as the country faces shortages of covid-19 vaccines and basic necessities"" "
2021-07-11 23:30:39,RT @MaryRiddell: Two thirds of voters do not back Boris Johnson’s irresponsible plans for ‘freedom day’. This populist shyster long since l…,PhotoLawn,884,2634,rt: two thirds of voters do not back boris johnson’s irresponsible plans for ‘freedom day’. this populist shyster long since l…
2021-07-11 23:30:38,"RT @dgurdasani1: Javid has been contacted by the Long Covid Support group with more than 40,000 sufferers to “act now to prevent further su…",mattprescott,151,15472,"rt: javid has been contacted by the long covid support group with more than,000 sufferers to “act now to prevent further su…"
2021-07-11 23:30:38,"RT @ProfPCDoherty: The lesson of COVID-19 is that Australia works better when we work together &amp; draw on all  our talent &amp; contacts, locall…",jillethelmurray,103,1785,"rt: the lesson of covid-19 is that australia works better when we work together; draw on all  our talent; contacts, locall…"
2021-07-11 23:30:38,RT @mattdellok: The COVID vaccination program in BC is truly incredible. This required serious leadership and organization. Good work to al…,OntarioTreeFrog,3,2500,rt: the covid vaccination program in bc is truly incredible. this required serious leadership and organization. good work to al…
2021-07-11 23:30:36,"Thousands of Cubans marched to protest food shortages and high prices amid the COVID-19 crisis, in one of the country's biggest anti-government demonstrations in memory.

https://t.co/oAbtBII0yt",USATODAY,12,4370454,"thousands of cubans marched to protest food shortages and high prices amid the covid-19 crisis, in one of the country's biggest anti-government demonstrations in memory.

https://t.co/oabtbii0yt"
2021-07-11 23:30:36,RT @hayrr: rashford was tired from carrying the government during covid,funkwavremixx,4095,1622,rt: rashford was tired from carrying the government during covid
2021-07-11 23:30:36,"RT @CBSNews: Dr. Fauci said Sunday that it's ""inexplicable"" why some Americans continue to resist getting vaccinated against COVID-19, desp…",rhsavel,140,1236,"rt: dr. fauci said sunday that it'sinexplicable"" why some americans continue to resist getting vaccinated against covid-19, desp…"
2021-07-11 23:30:36,@RufusSG Yup. Planning on reclaiming my life and toning back on the covid pretty soon.,skepticalzebra,0,8764,@rufussg yup. planning on reclaiming my life and toning back on the covid pretty soon.
2021-07-11 23:30:36,"RT @taz_dhaliwal: As remaining COVID-19 restrictions were lifted in Saskatchewan today, people can now celebrate or mourn with their loved…",GlobalSaskatoon,2,41452,"rt: as remaining covid-19 restrictions were lifted in saskatchewan today, people can now celebrate or mourn with their loved…"
2021-07-11 23:30:35,RT @elizondogabriel: Diaz-Canal also says many of the problems the country faces are due to ongoing US blockade. And says fight against cov…,SMCADMAN,10,6479,rt: diaz-canal also says many of the problems the country faces are due to ongoing us blockade. and says fight against cov…
2021-07-11 23:30:34,RT @scnamecurtaken: @HabgoodSean @VincentRK @ProperLookout I’d like to add the caveat that if you are vaccinated *and have a healthy immune…,HabgoodSean,1,6525,rt: i’d like to add the caveat that if you are vaccinated *and have a healthy immune…
2021-07-11 23:30:33,RT @KittyAbsurd: @mjrowland68 @MarylouiseMcla1 @BreakfastNews Burnet Institute modelling says a month IF Sydney goes to proper stage 4 lock…,JaneAlcorn,2,1817,rt: burnet institute modelling says a month if sydney goes to proper stage lock…
2021-07-11 23:30:33,"@shalynn77 @JayHiggies I HAVE CANCER AND HAD COVID, I HAVE ANTIBODIES.. GOING TO KEEP THEM TOO.. CAN'T GET VAX ANYWAY..",silkyone11,0,1996,"@shalynn77 i have cancer and had covid, i have antibodies.. going to keep them too.. can't get vax anyway.."
2021-07-11 23:30:33,@autumndodsonn @HermaKarr @blacksciblog That's the way I grew up and the way I grew my kids up.. then COVID came and I started to realize .. maybe sort of half a century too late..  that there are bugs out there that I want to avoid putting in my mouth and eyes..,Lorenz_Jac,0,1031,@autumndodsonn that's the way i grew up and the way i grew my kids up.. then covid came and i started to realize maybe sort of half a century too late..  that there are bugs out there that i want to avoid putting in my mouth and eyes..
2021-07-11 23:30:33,"RT @RepSwalwell: What’s crazy is that my pal Adam &amp; I probably agree very little on taxes, size of govt, education etc. But we agree here.…",LaurieMilroy,1136,2690,"rt: what’s crazy is that my pal adam; i probably agree very little on taxes, size of govt, education etc. but we agree here.…"
2021-07-11 23:30:33,"RT @MelissaReddy_: • Disabled entrance stormed
• Fences dismantled and thrown
• Violent attacks inside 
• Paying fans having to fight for t…",jonathonbowers,36,7202,"rt: • disabled entrance stormed
• fences dismantled and thrown
• violent attacks inside 
• paying fans having to fight for t…"
2021-07-11 23:30:33,"RT @PrfChrisPainter: UK now in top four countries internationally for covid cases, in the company of Brazil, India and Indonesia. Self-infl…",_RL_W,2104,2302,"rt: uk now in top four countries internationally for covid cases, in the company of brazil, india and indonesia. self-infl…"
2021-07-11 23:30:32,"RT @SueSuezep: #JohnsonVariant 
Johnson and the tories have presided over a disastrous deadly covid responce. Whilst achieving one of the h…",DonWurkin,65,1014,"rt: 
johnson and the tories have presided over a disastrous deadly covid responce. whilst achieving one of the h…"
2021-07-11 23:30:32,"RT @theAliceRoberts: All we can do is plead with the government to stop this inhumane experiment. 
They are, in the words of @doctor_oxford…",caldwell_kath,1356,1092,"rt: all we can do is plead with the government to stop this inhumane experiment. 
they are, in the words of…"
