Datetime,Tweet,Username,Retweets,Followers,CleanTweet
2021-07-11 23:33:59,"RT @DaveLeeERMD: Our study explaining the pathophysiology of acute COVID has been published by ERJ, the flagship scientific journal of the…",ANGIEANANDA,2353,1446,"rt: our study explaining the pathophysiology of acute covid has been published by erj, the flagship scientific journal of the…"
2021-07-11 23:33:58,"RT @latimes: COVID vaccines still work against Delta variant, study says https://t.co/k9EZenjuVJ",Countrylawyer99,35,1548,"rt: covid vaccines still work against delta variant, study says"
2021-07-11 23:33:58,"RT @PaulLeMay16: If Covid hadn't been politicised, lockdown would be over, says JUDY FINNIGAN https://t.co/FHIZHovado",themoreyoupush,18,5335,"rt: if covid hadn't been politicised, lockdown would be over, says judy finnigan"
2021-07-11 23:33:58,RT @fi_lowenstein: how anyone's takeaway from the past 16 mo can be that #LongCovid is less common than we've estimated is just beyond me..…,agirlandme,38,4370,rt: how anyone's takeaway from the past mo can be that is less common than we've estimated is just beyond me..…
2021-07-11 23:33:58,"Scotland 'past the worst of this peak' in covid cases, says Humza Yousaf https://t.co/CimeY5m0rw",pinkjockalypse,0,4373,"scotland 'past the worst of this peak' in covid cases, says humza yousaf"
2021-07-11 23:33:57,RT @himantabiswa: Live from ceremonial launch of the Chief Minister’s Covid-19 Widows Support Scheme at the Srimanta Sankardeva Kalakshetra…,Mahendr68722951,119,6585,rt: live from ceremonial launch of the chief minister’s covid-19 widows support scheme at the srimanta sankardeva kalakshetra…
2021-07-11 23:33:57,"RT @instablog9ja: COVID-19: Lagos restates restriction order on churches, mosques as cases rise.",sucrepappii,44,1277,"rt: covid-19: lagos restates restriction order on churches, mosques as cases rise."
2021-07-11 23:33:57,RT @LALewman: Growing evidence suggests that the Delta variant of COVID 19 is hitting red areas and Republicans who refuse to get vaccinate…,boo2you2,2,1627,rt: growing evidence suggests that the delta variant of covid is hitting red areas and republicans who refuse to get vaccinate…
2021-07-11 23:33:56,How long before the infuriating covid ad gets dumped? Milkshake level stupidity,PatrickFConlon2,0,2091,how long before the infuriating covid ad gets dumped? milkshake level stupidity
2021-07-11 23:33:56,RT @DrEricDing: A new “signal” of new variant—Public health officials are investigating a new variant that could have emerged in the North-…,NiceConvos,351,6109,rt: a new “signal” of new variant—public health officials are investigating a new variant that could have emerged in the north-…
2021-07-11 23:33:55,RT @bsshannon60: @TurnbullMalcolm @MrKRudd @ScottMorrisonMP @GregHuntMP If the story is correct @latingle senior Australian businessmen in…,HEB2205,2,1806,rt: if the story is correct senior australian businessmen in…
2021-07-11 23:33:55,RT @georgeinstitute: What went wrong with the approach to #COVID19nsw and why it’s not too late to alter the track. Prof Christine Jenkins…,MargaretHollin1,5,3400,rt: what went wrong with the approach to and why it’s not too late to alter the track. prof christine jenkins…
2021-07-11 23:33:55,"RT @GersoiseMaggie: Friends from the UK took the ferry to Santander, instead of driving through France and stopping overnight with us which…",FramcoiseR,31,1945,"rt: friends from the uk took the ferry to santander, instead of driving through france and stopping overnight with us which…"
2021-07-11 23:33:54,"RT @TheRickyDavila: On stage at that CPAC KKK rally, QAnon terrorist Lauren Boebert told a room full of rabid idiots that no one needs govt…",llchase,988,2403,"rt: on stage at that cpac kkk rally, qanon terrorist lauren boebert told a room full of rabid idiots that no one needs govt…"
2021-07-11 23:33:54,"RT @asoucat: Whether Covid came from a leak or not, it’s time to talk about lab safety
 https://t.co/ALRLI0bvEq",asoucat,1,6914,"rt: whether covid came from a leak or not, it’s time to talk about lab safety
"
2021-07-11 23:33:54,"RT @JapanIntercult: “The IOC gets the gold medal for greed” 
Excellent article that sums up the situation well. https://t.co/E3xpLmoRn1",twitaco,17,1310,"rt: “the ioc gets the gold medal for greed” 
excellent article that sums up the situation well."
2021-07-11 23:33:53,"RT @26pglt: @Raf_Epstein Victoria also provided $$ to workers who lost pay bc they had a covid test. Still does. 

When you wake up with a…",julia16815,1,2734,"rt: victoria also provided to workers who lost pay bc they had a covid test. still does. 

when you wake up with a…"
2021-07-11 23:33:52,"RT @PickardJE: and, at the same time, more than half a million school children had to self-isolate because of Covid-19 last week 
https://t…",AmeliaAber,1475,2567,"rt: and, at the same time, more than half a million school children had to self-isolate because of covid-19 last week 
https://t…"
2021-07-11 23:33:51,"Fox Won’t Stop Anti-Vaccine Scare Campaign Even as Delta Variant Spreads.

At this rate, Fox is contributing to lowering the rate of Republican Voters. You can’t vote if your dead from covid. That would be fraud. 
 https://t.co/an59TCX0Ch",MurphyLawson1,0,9452,"fox won’t stop anti-vaccine scare campaign even as delta variant spreads.

at this rate, fox is contributing to lowering the rate of republican voters. you can’t vote if your dead from covid. that would be fraud. 
"
2021-07-11 23:33:51,RT @JulianAndrew63: Professor Bill Bowtell AO on being asked on #ABC #NewsBreakfast what Gladys Berejiklian should do in response to the wo…,johnnol1,98,3472,rt: professor bill bowtell ao on being asked on what gladys berejiklian should do in response to the wo…
2021-07-11 23:33:50,"RT @freepeeper: She looks nonplussed. Probably happy to not have to go to Tokyo. She proved she should be there. Now she can stay home, awa…",candypie22,3,2499,"rt: she looks nonplussed. probably happy to not have to go to tokyo. she proved she should be there. now she can stay home, awa…"
2021-07-11 23:33:50,"RT @CP24: The evolving etiquette of asking about someone's COVID-19 vaccine status
https://t.co/ZsY1e5MnQI https://t.co/UvBVKxXGIi",TDotGinger,12,5627,"rt: the evolving etiquette of asking about someone's covid-19 vaccine status
https://t.co/zsy1e5mnqi"
2021-07-11 23:33:49,"@MartaEsperti @Ra2myl Have been wondering if those with severe long covid with potential autoimmune components might have specific reactions to vaccination. 
I was expecting some bad reactions, honestly.",elisaperego78,0,2498,"@martaesperti have been wondering if those with severe long covid with potential autoimmune components might have specific reactions to vaccination. 
i was expecting some bad reactions, honestly."
2021-07-11 23:33:49,RT @DTRenney: @MarkMooseOwen @PunchlineGlos @PunchlineJobs @moosepr Kept quiet to prevent overcrowding I think #covid,MarkMooseOwen,1,6963,rt: kept quiet to prevent overcrowding i think
2021-07-11 23:33:48,"RT @Me_llaman_jota: Did you know #17
#success #Science #BigData #Analytics #DataScience #AI #MachineLearning #IOTA #Apple #Python #DotNet #…",Discovertech3,14,2852,"rt: did you know
#success #…"
2021-07-11 23:33:48,"https://t.co/0bHQW87bmE

In May, musicians from dozens of countries descended on Rotterdam, the Netherlands, for the Eurovision Song Contest. Over the course of the competition, the pe...",pookoo_2000,0,1882,"https://t.co/0bhqw87bme

in may, musicians from dozens of countries descended on rotterdam, the netherlands, for the eurovision song contest. over the course of the competition, the pe..."
2021-07-11 23:33:47,"RT @Maggiew56700896: I really thought we were getting over covid, my sister she has been intubated in ICU to give her a fighting chance, sh…",jadeo09,214,2456,"rt: i really thought we were getting over covid, my sister she has been intubated in icu to give her a fighting chance, sh…"
2021-07-11 23:33:46,RT @TewkesburyHour: @KenGoodwinITV @MarkMooseOwen @PunchlineGlos @PunchlineJobs @moosepr They said they couldn't publicise it because of cr…,MarkMooseOwen,1,6963,rt: they said they couldn't publicise it because of cr…
2021-07-11 23:33:46,RT @DrEricDing: A new “signal” of new variant—Public health officials are investigating a new variant that could have emerged in the North-…,CmiloseMilose,351,5334,rt: a new “signal” of new variant—public health officials are investigating a new variant that could have emerged in the north-…
2021-07-11 23:33:45,"RT @luckytran: Heartbroken for Missouri, where cases have risen 44% and hospitalizations 25% over the last two weeks because state leaders…",libmaryann,6,2121,"rt: heartbroken for missouri, where cases have risen% and hospitalizations% over the last two weeks because state leaders…"
2021-07-11 23:33:45,RT @hayrr: rashford was tired from carrying the government during covid,briefinquirys,4081,1742,rt: rashford was tired from carrying the government during covid
2021-07-11 23:33:44,"RT @georgiassteele: This should be an absolute scandal for the Morrison Govt. 

An absolute humiliation. 

“Should” be. 
 https://t.co/NobD…",shamathahaven,28,1586,"rt: this should be an absolute scandal for the morrison govt. 

an absolute humiliation. 

“should” be. 
"
2021-07-11 23:33:43,RT @DrTomFrieden: It’s now clear that Delta spreads much more readily than initial strains of Covid. It’s at least two times as infectious.…,ishtine18,761,1299,rt: it’s now clear that delta spreads much more readily than initial strains of covid. it’s at least two times as infectious.…
2021-07-11 23:33:43,RT @tchbastard: Did NSW minister for Police and Emergency services David Elliot just blame the people of NSW for the covid outbreak on @sun…,geoffsmith55,26,1499,rt: did nsw minister for police and emergency services david elliot just blame the people of nsw for the covid outbreak on…
2021-07-11 23:33:42,"@ChadManser @WhoIsDTJackson @4YrsToday Currently, unvaccinated ppl account for 99.9% of all Covid/Delta variant hospitalizations and deaths.",US_Citizen_Joe,0,2266,"@chadmanser currently, unvaccinated ppl account for.9% of all covid/delta variant hospitalizations and deaths."
2021-07-11 23:33:41,RT @juliahbanks: Victorians know that we would never have got to Covid Zero if it weren’t for ⁦@DanielAndrewsMP. And we ⁩would never have g…,AngeliqueSuzan1,194,1576,rt: victorians know that we would never have got to covid zero if it weren’t for ⁦@danielandrewsmp. and we ⁩would never have g…
2021-07-11 23:33:41,RT @SolNataMD: Not having any medical history doesn't guarantee a mild covid course. These are the lungs of a person with no prior medical…,jacoker2,116,13163,rt: not having any medical history doesn't guarantee a mild covid course. these are the lungs of a person with no prior medical…
2021-07-11 23:33:41,"RT @V2019N: Rupert Murdoch, owner of Fox News, received the Covid-19 vaccine. Afterward, he urged everyone else to get it.

Since then show…",M_B_Med,4,1275,"rt: rupert murdoch, owner of fox news, received the covid-19 vaccine. afterward, he urged everyone else to get it.

since then show…"
2021-07-11 23:33:40,"RT @MelissaReddy_: • Disabled entrance stormed
• Fences dismantled and thrown
• Violent attacks inside 
• Paying fans having to fight for t…",barogeel,34,5681,"rt: • disabled entrance stormed
• fences dismantled and thrown
• violent attacks inside 
• paying fans having to fight for t…"
2021-07-11 23:33:40,"RT @DrEricDing: 2) “Six out of the top 10 UK areas with the highest prevalence for Covid-19 in the past week are now in the North-East, inc…",RioSlade,32,9255,"rt:) “six out of the top uk areas with the highest prevalence for covid-19 in the past week are now in the north-east, inc…"
2021-07-11 23:33:40,RT @hayrr: rashford was tired from carrying the government during covid,_reanna_xox,4081,3804,rt: rashford was tired from carrying the government during covid
2021-07-11 23:33:40,RT @Americavaldess: WHATS HAPPENING IN CUBA A THREAD: Theres a humanitarian crisis going on in cuba. The healthcare system has crumbled and…,peridoxikal,1174,2293,rt: whats happening in cuba a thread: theres a humanitarian crisis going on in cuba. the healthcare system has crumbled and…
2021-07-11 23:33:40,"RT @TheRickyDavila: Steven Mnuchin funneled $500B of PPP Covid relief loans, gave millions to himself, Kushner, Devin Nunes, Betsy DeVos, J…",ljacks130,2328,1884,"rt: steven mnuchin funneled500b of ppp covid relief loans, gave millions to himself, kushner, devin nunes, betsy devos, j…"
2021-07-11 23:33:40,Watching NSW’s same mistakes like watching a replay of your team losing a grand final ⁦@Raf_Epstein⁩ brilliantly captures the anxious mood south of the Murray #pandemic. History not spin can help here. https://t.co/a1yQjFz6cY,LibbydeQ,0,2696,watching nsw’s same mistakes like watching a replay of your team losing a grand final ⁦@raf_epstein⁩ brilliantly captures the anxious mood south of the murray. history not spin can help here.
2021-07-11 23:33:39,RT @DrEricDing: A new “signal” of new variant—Public health officials are investigating a new variant that could have emerged in the North-…,SteveAHorn,351,10413,rt: a new “signal” of new variant—public health officials are investigating a new variant that could have emerged in the north-…
2021-07-11 23:33:39,"RT @theAliceRoberts: All we can do is plead with the government to stop this inhumane experiment. 
They are, in the words of @doctor_oxford…",JervisKate,1356,3262,"rt: all we can do is plead with the government to stop this inhumane experiment. 
they are, in the words of…"
2021-07-11 23:33:38,"RT @ldrntexas: @TomthunkitsMind @nyuniversity Your board member denies 1/6 was an attempted coup, denies severity of COVID-19, denies legit…",cheetah1961,2,3674,"rt: your board member denies/6 was an attempted coup, denies severity of covid-19, denies legit…"
2021-07-11 23:33:37,"RT @USATODAY: Thousands of Cubans marched to protest food shortages and high prices amid the COVID-19 crisis, in one of the country's bigge…",AsuntosIntl_PAN,11,2056,"rt: thousands of cubans marched to protest food shortages and high prices amid the covid-19 crisis, in one of the country's bigge…"
2021-07-11 23:33:37,NSW Premier Gladys Berejiklian is expecting COVID-19 case numbers to rise further. What does this mean for the lockdown? - ABC News https://t.co/X0QiqsXRb1,janice_martin5,0,2469,nsw premier gladys berejiklian is expecting covid-19 case numbers to rise further. what does this mean for the lockdown? - abc news
2021-07-11 23:33:37,"RT @Ella32823623: Why is the NHS cancelling cancer operations, which will definitely result in deaths over Covid ‘cases’ which won’t?😳",Loreign83,351,4600,"rt: why is the nhs cancelling cancer operations, which will definitely result in deaths over covid ‘cases’ which won’t?😳"
2021-07-11 23:33:36,RT @guardian: Latest NSW Covid exposure sites: full list and map of Sydney hotspots and coronavirus case locations https://t.co/Db45frRuV8,world_news_eng,3,1746,rt: latest nsw covid exposure sites: full list and map of sydney hotspots and coronavirus case locations
2021-07-11 23:33:35,"""Protests take place across Cuba as the country faces shortages of COVID-19 vaccines and basic necessities""  https://t.co/j1uSWeHzYc",WanderNWoodsman,0,1587,"""protests take place across cuba as the country faces shortages of covid-19 vaccines and basic necessities"" "
2021-07-11 23:33:35,"RT @smh: After 18 months of COVID-induced Zoom calls, corporate Australia has no plans to force staff back to the office fulltime https://t…",world_news_eng,3,1746,"rt: after months of covid-induced zoom calls, corporate australia has no plans to force staff back to the office fulltime"
2021-07-11 23:33:34,RT @CBSEveningNews: ALCOHOL BAN: Tokyo residents and business owners say the government is prioritizing the #Olympics with a new alcohol sa…,CBSNews,6,8133339,rt: alcohol ban: tokyo residents and business owners say the government is prioritizing the with a new alcohol sa…
2021-07-11 23:33:34,"RT @jasondogwood: In light of the US recording more than 20,000 new COVID-19 cases each of the past 4 days, I'd like to say to all anti-vax…",sjensenlady,84,1069,"rt: in light of the us recording more than,000 new covid-19 cases each of the past days, i'd like to say to all anti-vax…"
2021-07-11 23:33:34,"RT @Megawatts55: Let me put this way to end this..Enemies would weaponize COVID-19 to kill off troops if you aren't ready..

Think about it.",brat2381,22,30595,"rt: let me put this way to end this..enemies would weaponize covid-19 to kill off troops if you aren't ready..

think about it."
2021-07-11 23:33:34,RT @Americavaldess: WHATS HAPPENING IN CUBA A THREAD: Theres a humanitarian crisis going on in cuba. The healthcare system has crumbled and…,linglinglive,1174,1725,rt: whats happening in cuba a thread: theres a humanitarian crisis going on in cuba. the healthcare system has crumbled and…
2021-07-11 23:33:34,"Covid-19: PM urges caution as 19 July unlocking set to go ahead: Boris Johnson warns that Covid cases, currently at 30,000 a day, will rise as restrictions end. https://t.co/PXdhbfTn2i",PoliticeStiri,0,2255,"covid-19: pm urges caution as july unlocking set to go ahead: boris johnson warns that covid cases, currently at,000 a day, will rise as restrictions end."
2021-07-11 23:33:34,RT @SheriAWilkinson: If I need a booster (3rd vaccine) so be it. I will do my part to stop the spread of COVID.,MicahadairMicah,32,1473,rt: if i need a booster3rd vaccine) so be it. i will do my part to stop the spread of covid.
2021-07-11 23:33:33,RT @hayrr: rashford was tired from carrying the government during covid,BeautyGeekUK,4082,6526,rt: rashford was tired from carrying the government during covid
2021-07-11 23:33:33,"RT @CP24: Pfizer to discuss COVID-19 vaccine booster with U.S. officials Monday
https://t.co/7hotWvZ47K https://t.co/MiWwBA7PC3",TDotGinger,12,5627,"rt: pfizer to discuss covid-19 vaccine booster with u.s. officials monday
https://t.co/7hotwvz47k"
2021-07-11 23:33:32,"RT @trishgreenhalgh: LONG THREAD on masks. Mute if not interested.
Do masks work? Why do some people claim they don’t work? Do they cause h…",itosettiMD_MBA,1356,10714,"rt: long thread on masks. mute if not interested.
do masks work? why do some people claim they don’t work? do they cause h…"
2021-07-11 23:33:31,RT @DailyExposeGB: BREAKING - Deaths due to the C0V1-D jabs in the UK after 6 months are 407% higher than deaths due to all other vaccines…,DebraBe16141698,51,5054,rt: breaking - deaths due to the c0v1-d jabs in the uk after months are% higher than deaths due to all other vaccines…
2021-07-11 23:33:31,RT @hayrr: rashford was tired from carrying the government during covid,amy6amy,4082,2237,rt: rashford was tired from carrying the government during covid
2021-07-11 23:33:29,"RT @VABVOX: People are really over-estimating how many folks are actually vaccinated, which is counterintuitive as anti-vaxxers had already…",KnudsenColleen,116,6164,"rt: people are really over-estimating how many folks are actually vaccinated, which is counterintuitive as anti-vaxxers had already…"
2021-07-11 23:33:29,"RT @Me_llaman_jota: Did you know #17
#success #Science #BigData #Analytics #DataScience #AI #MachineLearning #IOTA #Apple #Python #DotNet #…",codedailybot,14,11655,"rt: did you know
#success #…"
2021-07-11 23:33:27,"RT @BillKristol: ""Almost all the new cases--99.7%--are among people who have not been vaccinated.""
We don't plead with people to wear seatb…",BeverlyFolkers,621,15558,"rt:almost all the new cases--99.7%--are among people who have not been vaccinated.""
we don't plead with people to wear seatb…"
2021-07-11 23:33:26,"RT @zookeeper125: ""Protests take place across Cuba as the country faces shortages of COVID-19 vaccines and basic necessities""  https://t.co…",mylittleloves2,1,2422,"rt:protests take place across cuba as the country faces shortages of covid-19 vaccines and basic necessities"" "
2021-07-11 23:33:26,"RT @JaneCaro: Thank goodness for the talented, charming and delightful Ash Barty. Without her, Australia would be looking shabby right now.…",BlueDodoBird,341,1327,"rt: thank goodness for the talented, charming and delightful ash barty. without her, australia would be looking shabby right now.…"
2021-07-11 23:33:26,"@BlackBi40200550 @HunterJCullen Plus all the hospitalization. 900 Secret Service agents contracted COVID, in large part because TFG didn't want people wearing masks in his presence, even after he caught it.",GoJohnEgo,0,1466,"@blackbi40200550 plus all the hospitalization. secret service agents contracted covid, in large part because tfg didn't want people wearing masks in his presence, even after he caught it."
2021-07-11 23:33:26,"RT @BareReality: Important and reassuring reminder: Children at extremely low risk from Covid, confirmed by a new study. https://t.co/Ijsms…",medicsindex,774,1043,"rt: important and reassuring reminder: children at extremely low risk from covid, confirmed by a new study."
2021-07-11 23:33:25,@zerocovidzoe @Jack93838790 @BystandersUK @mayarose94 Zero covid clown. https://t.co/3ED2ejWOnK,SpinozasEthic,0,1734,@zerocovidzoe zero covid clown.
2021-07-11 23:33:25,It could be a while before we see the impact the MI Shot to Win Sweepstakes will have on incentivizing new people to get vaccinated. https://t.co/IT7BgKr5La,FOX47News,0,14144,it could be a while before we see the impact the mi shot to win sweepstakes will have on incentivizing new people to get vaccinated.
2021-07-11 23:33:25,"RT @enenbee: The story behind Australia's procurement of Pfizer seems to get weirder everyday. @latingle provides a run down 

Spoiler aler…",BlackDouglas,37,5406,"rt: the story behind australia's procurement of pfizer seems to get weirder everyday. provides a run down 

spoiler aler…"
2021-07-11 23:33:24,RT @SolNataMD: Not having any medical history doesn't guarantee a mild covid course. These are the lungs of a person with no prior medical…,bouncermom,117,2722,rt: not having any medical history doesn't guarantee a mild covid course. these are the lungs of a person with no prior medical…
2021-07-11 23:33:23,RT @abcnews: Senior business figures turned to Kevin Rudd to intervene in bringing forward Australia's Pfizer vaccine supply  https://t.co/…,AusNewsNetwork,465,7445,rt: senior business figures turned to kevin rudd to intervene in bringing forward australia's pfizer vaccine supply 
2021-07-11 23:33:23,"RT @RNBreakfast: South west Sydney GP Dr Jamal Rifi says although he's concerned with the numbers of COVID-19 cases, there has been a notic…",Sandra_Sully,3,125204,"rt: south west sydney gp dr jamal rifi says although he's concerned with the numbers of covid-19 cases, there has been a notic…"
2021-07-11 23:33:22,"RT @CapitolAlert: Last night, Assembly Rules sent another memo to staffers and members that an employee who was fully vaccinated tested pos…",lmkaplan,10,1140,"rt: last night, assembly rules sent another memo to staffers and members that an employee who was fully vaccinated tested pos…"
2021-07-11 23:33:21,RT @davidschneider: “The best way to tackle Covid is to move away from government diktat and leave it to the public’s sense of personal res…,MrsPepperoni,5578,1285,rt: “the best way to tackle covid is to move away from government diktat and leave it to the public’s sense of personal res…
2021-07-11 23:33:20,RT @Delikwu: We’ll be hearing about the Wembley Covid variant in the morning,cjnlewis_,2,1710,rt: we’ll be hearing about the wembley covid variant in the morning
2021-07-11 23:33:20,"Why is it critical to double down on COVID prevention measures? 

=&gt; sharp rise in cases and positive percentage 

Vaccinate, keep masks on, ensure others around you do so as well and keep you gatherings socially distant 

Ensure #LahoreWearsMasks and so does Pakistan! https://t.co/cbE1hCcbPj",MahaRehman1,0,3617,"why is it critical to double down on covid prevention measures? 

=&gt; sharp rise in cases and positive percentage 

vaccinate, keep masks on, ensure others around you do so as well and keep you gatherings socially distant 

ensure and so does pakistan!"
2021-07-11 23:33:20,"RT @dmorca: A mixture of  hunger, lack of resources to fight covid-19, and a weariness of being unfree are driving thousands of Cubans to t…",mongeliliana,8,3821,"rt: a mixture of  hunger, lack of resources to fight covid-19, and a weariness of being unfree are driving thousands of cubans to t…"
2021-07-11 23:33:18,"Let's see: Overly Rich Person Goes to Space. 
Meanwhile: Climate Crisis, Congress Fighting, Homelessness Growing, People working w/o health benefits, Covid not contained, Olympics w/o Spectators, Racial injustice prominent, over 70% of world lives in poverty. #Privilege #Inequity",jeffreykubiak,0,20429,"let's see: overly rich person goes to space. 
meanwhile: climate crisis, congress fighting, homelessness growing, people working w/o health benefits, covid not contained, olympics w/o spectators, racial injustice prominent, over% of world lives in poverty."
2021-07-11 23:33:18,"RT @dockaurG: 🇨🇦Breaking—Saskatchewan joins British Columbia &amp; Alberta in ending lockdowns

Like AB, SK lifted ALL Covid lockdowns/restrict…",garden_nome1,289,6556,"rt: 🇨🇦breaking—saskatchewan joins british columbia; alberta in ending lockdowns

like ab, sk lifted all covid lockdowns/restrict…"
2021-07-11 23:33:18,"RT @JHUCAIH: The Navajo Nation, one of the areas in the U.S. most impacted by COVID-19, now has one of the highest COVID-19 #vaccine covera…",la_escandinaba,14,7619,"rt: the navajo nation, one of the areas in the u.s. most impacted by covid-19, now has one of the highest covid-19 covera…"
2021-07-11 23:33:18,On one hand inspiring to see Cubans fighting for their rights —- on the other heartbreaking that they have to. This is #covid era have // have nots https://t.co/92reZcpkRM,HeraMission,0,5457,on one hand inspiring to see cubans fighting for their rights —- on the other heartbreaking that they have to. this is era have have nots
2021-07-11 23:33:18,"RT @EmjayMj2: Damn. Robson Rocha. An amazing, YOUNG, Brazilian artist. He still had so much left to do. PLEASE don't underestimate COVID-19…",papodequadrinho,1,8571,"rt: damn. robson rocha. an amazing, young, brazilian artist. he still had so much left to do. please don't underestimate covid-19…"
2021-07-11 23:33:17,"RT @RT_com: The patient was infected with both the UK and South African strains of COVID-19

https://t.co/7bizug85kS",itisme_Patty,7,1843,"rt: the patient was infected with both the uk and south african strains of covid-19

https://t.co/7bizug85ks"
2021-07-11 23:33:17,Infections rise in 42 states; Fauci says it's 'horrifying' to see people cheer lack of vaccinations: COVID-19 updates https://t.co/QvR1PSvz4v,pookoo_2000,0,1882,infections rise in states; fauci says it's 'horrifying' to see people cheer lack of vaccinations: covid-19 updates
2021-07-11 23:33:17,@JRowlandson @louis_baxtrem @PoliticsForAlI @thetimes No I own the business and lost enough through covid,prestigecar_rep,0,3192,@jrowlandson no i own the business and lost enough through covid
2021-07-11 23:33:17,"RT @Asher_Wolf: 'Almost half' of Jakarta residents have antibodies against COVID-19, indicating greater spread than reported  https://t.co/…",jwomack,13,5294,"rt: 'almost half' of jakarta residents have antibodies against covid-19, indicating greater spread than reported "
2021-07-11 23:33:17,RT @guardian: Latest NSW Covid exposure sites: full list and map of Sydney hotspots and coronavirus case locations https://t.co/Db45frRuV8,stacwil,3,1480,rt: latest nsw covid exposure sites: full list and map of sydney hotspots and coronavirus case locations
