Date,Open,High,Low,Close,Adj Close,Volume
2016-08-11,8572.799805,8601.150391,8540.049805,8592.150391,8592.150391,189200
2016-08-12,null,null,null,null,null,null
2016-08-16,8670.250000,8682.349609,8600.450195,8642.549805,8642.549805,224800
2016-08-17,8639.799805,8667.099609,8603.599609,8624.049805,8624.049805,174100
2016-08-18,8648.849609,8690.700195,8645.049805,8673.250000,8673.250000,164300
2016-08-19,8694.299805,8696.599609,8647.099609,8666.900391,8666.900391,191900
2016-08-22,8667.000000,8684.849609,8614.000000,8629.150391,8629.150391,152300
2016-08-23,8628.349609,8642.150391,8580.000000,8632.599609,8632.599609,187500
2016-08-24,8648.500000,8661.049805,8620.900391,8650.299805,8650.299805,149600
2016-08-25,8668.849609,8683.049805,8583.650391,8592.200195,8592.200195,213100
2016-08-26,8614.349609,8622.950195,8547.549805,8572.549805,8572.549805,147500
2016-08-29,8583.750000,8622.000000,8543.750000,8607.450195,8607.450195,129700
2016-08-30,8646.750000,8750.599609,8642.250000,8744.349609,8744.349609,150200
2016-08-31,8754.049805,8819.200195,8754.049805,8786.200195,8786.200195,362200
2016-09-01,8793.599609,8813.250000,8759.950195,8774.650391,8774.650391,238900
2016-09-02,8796.349609,8824.099609,8768.200195,8809.650391,8809.650391,191500
2016-09-06,8852.700195,8950.849609,8848.450195,8943.000000,8943.000000,195600
2016-09-07,8968.700195,8968.700195,8913.349609,8917.950195,8917.950195,290100
2016-09-08,8915.500000,8960.349609,8896.000000,8952.500000,8952.500000,217200
2016-09-09,8934.299805,8939.150391,8858.700195,8866.700195,8866.700195,175900
2016-09-12,8732.950195,8746.950195,8699.400391,8715.599609,8715.599609,184500
2016-09-14,8710.650391,8739.849609,8688.900391,8726.599609,8726.599609,184300
2016-09-15,8743.849609,8751.950195,8704.349609,8742.549805,8742.549805,145400
2016-09-16,8780.849609,8847.650391,8750.500000,8779.849609,8779.849609,265800
2016-09-19,8788.450195,8824.299805,8774.200195,8808.400391,8808.400391,131700
2016-09-20,8816.099609,8816.450195,8759.299805,8775.900391,8775.900391,136500
2016-09-21,8790.299805,8826.849609,8757.299805,8777.150391,8777.150391,148800
2016-09-22,8873.349609,8893.349609,8837.799805,8867.450195,8867.450195,172800
2016-09-23,8880.750000,8885.200195,8820.299805,8831.549805,8831.549805,185900
2016-09-26,8807.900391,8809.549805,8715.099609,8723.049805,8723.049805,164000
2016-09-27,8748.900391,8768.500000,8690.500000,8706.400391,8706.400391,151400
2016-09-28,8711.200195,8767.049805,8703.150391,8745.150391,8745.150391,165500
2016-09-29,8792.700195,8800.650391,8558.250000,8591.250000,8591.250000,372900
2016-09-30,8581.500000,8637.150391,8555.200195,8611.150391,8611.150391,181700
2016-10-03,8666.150391,8745.200195,8635.000000,8738.099609,8738.099609,137300
2016-10-04,8770.000000,8783.650391,8736.099609,8769.150391,8769.150391,184300
2016-10-05,8806.349609,8806.950195,8731.400391,8743.950195,8743.950195,157200
2016-10-06,8768.700195,8781.150391,8684.650391,8709.549805,8709.549805,163600
2016-10-07,8721.700195,8723.700195,8663.799805,8697.599609,8697.599609,150400
2016-10-10,8735.349609,8745.799805,8703.950195,8708.799805,8708.799805,108400
2016-10-13,8671.500000,8681.549805,8541.349609,8573.349609,8573.349609,212300
2016-10-14,8594.000000,8604.450195,8549.799805,8583.400391,8583.400391,162800
2016-10-17,8612.950195,8615.400391,8506.150391,8520.400391,8520.400391,197400
2016-10-18,8556.049805,8685.099609,8555.900391,8677.900391,8677.900391,216600
2016-10-19,8697.500000,8698.750000,8636.700195,8659.099609,8659.099609,172100
2016-10-20,8693.349609,8727.000000,8678.299805,8699.400391,8699.400391,161000
2016-10-21,8708.599609,8709.099609,8652.049805,8693.049805,8693.049805,157300
2016-10-24,8709.849609,8736.950195,8684.150391,8708.950195,8708.950195,157100
2016-10-25,8721.700195,8722.650391,8663.450195,8691.299805,8691.299805,189800
2016-10-26,8657.299805,8657.299805,8596.599609,8615.250000,8615.250000,219300
2016-10-27,8607.099609,8624.849609,8550.250000,8615.250000,8615.250000,242800
2016-10-28,8625.000000,8653.750000,8581.750000,8638.000000,8638.000000,175500
2016-11-01,8653.150391,8669.599609,8614.500000,8626.250000,8626.250000,165000
2016-11-02,8542.799805,8549.500000,8504.849609,8514.000000,8514.000000,155300
2016-11-03,8499.849609,8537.650391,8476.150391,8484.950195,8484.950195,170500
2016-11-04,8503.599609,8504.000000,8400.250000,8433.750000,8433.750000,224800
2016-11-07,8535.750000,8535.849609,8481.450195,8497.049805,8497.049805,172800
2016-11-08,8540.000000,8559.400391,8480.099609,8543.549805,8543.549805,195700
2016-11-09,8067.500000,8476.200195,8002.250000,8432.000000,8432.000000,314300
2016-11-10,8555.599609,8598.450195,8510.700195,8525.750000,8525.750000,263100
2016-11-11,8456.650391,8460.599609,8284.950195,8296.299805,8296.299805,266900
2016-11-15,8284.849609,8288.549805,8093.200195,8108.450195,8108.450195,359200
2016-11-16,8205.650391,8210.049805,8089.399902,8111.600098,8111.600098,269500
2016-11-17,8105.100098,8151.250000,8060.299805,8079.950195,8079.950195,191300
2016-11-18,8097.549805,8128.950195,8048.299805,8074.100098,8074.100098,161200
2016-11-21,8102.100098,8102.450195,7916.399902,7929.100098,7929.100098,218800
2016-11-22,7989.149902,8019.049805,7938.149902,8002.299805,8002.299805,210200
2016-11-23,8051.200195,8055.200195,7973.100098,8033.299805,8033.299805,181000
2016-11-24,8011.799805,8024.850098,7952.549805,7965.500000,7965.500000,260500
2016-11-25,8007.950195,8122.250000,7976.750000,8114.299805,8114.299805,177900
2016-11-28,8080.649902,8146.500000,8066.500000,8126.899902,8126.899902,189700
2016-11-29,8131.549805,8197.349609,8128.700195,8142.149902,8142.149902,189700
2016-11-30,8172.149902,8234.250000,8139.250000,8224.500000,8224.500000,248000
2016-12-01,8244.000000,8250.799805,8185.049805,8192.900391,8192.900391,157700
2016-12-02,8153.549805,8159.299805,8070.049805,8086.799805,8086.799805,171500
2016-12-05,8088.750000,8141.899902,8056.850098,8128.750000,8128.750000,126500
2016-12-06,8153.149902,8178.700195,8130.850098,8143.149902,8143.149902,115300
2016-12-07,8168.399902,8190.450195,8077.500000,8102.049805,8102.049805,169800
2016-12-08,8152.100098,8256.250000,8151.750000,8246.849609,8246.849609,142500
2016-12-09,8271.700195,8274.950195,8241.950195,8261.750000,8261.750000,149700
2016-12-12,8230.650391,8230.650391,8154.450195,8170.799805,8170.799805,108100
2016-12-13,8196.150391,8228.849609,8155.799805,8221.799805,8221.799805,184000
2016-12-14,8229.349609,8229.400391,8165.100098,8182.450195,8182.450195,144600
2016-12-15,8128.399902,8225.900391,8121.950195,8153.600098,8153.600098,181800
2016-12-16,8178.200195,8178.700195,8127.450195,8139.450195,8139.450195,203000
2016-12-19,8126.000000,8132.500000,8094.850098,8104.350098,8104.350098,107400
2016-12-20,8110.600098,8124.100098,8062.750000,8082.399902,8082.399902,128000
2016-12-21,8105.850098,8112.549805,8053.250000,8061.299805,8061.299805,123700
2016-12-22,8043.850098,8046.450195,7964.950195,7979.100098,7979.100098,122600
2016-12-23,7972.500000,8022.600098,7942.049805,7985.750000,7985.750000,124100
2016-12-26,7965.100098,7970.049805,7893.799805,7908.250000,7908.250000,106900
2016-12-27,7915.049805,8044.649902,7903.700195,8032.850098,8032.850098,118800
2016-12-28,8047.549805,8100.549805,8028.399902,8034.850098,8034.850098,126700
2016-12-29,8030.600098,8111.100098,8020.799805,8103.600098,8103.600098,178500
2016-12-30,8119.649902,8197.000000,8114.750000,8185.799805,8185.799805,127600
2017-01-02,8210.099609,8212.000000,8133.799805,8179.500000,8179.500000,118300
2017-01-03,8196.049805,8219.099609,8148.600098,8192.250000,8192.250000,127300
2017-01-04,8202.650391,8218.500000,8180.899902,8190.500000,8190.500000,132400
2017-01-05,8226.650391,8282.650391,8223.700195,8273.799805,8273.799805,159100
2017-01-06,8281.849609,8306.849609,8233.250000,8243.799805,8243.799805,139400
2017-01-09,8259.349609,8263.000000,8227.750000,8236.049805,8236.049805,99100
2017-01-10,8262.700195,8293.799805,8261.000000,8288.599609,8288.599609,142900
2017-01-11,8327.799805,8389.000000,8322.250000,8380.650391,8380.650391,186500
2017-01-12,8391.049805,8417.200195,8382.299805,8407.200195,8407.200195,172600
2017-01-13,8457.650391,8461.049805,8373.150391,8400.349609,8400.349609,185300
2017-01-16,8390.950195,8426.700195,8374.400391,8412.799805,8412.799805,124100
2017-01-17,8415.049805,8440.900391,8378.299805,8398.000000,8398.000000,122000
2017-01-18,8403.849609,8460.299805,8397.400391,8417.000000,8417.000000,163800
2017-01-19,8418.400391,8445.150391,8404.049805,8435.099609,8435.099609,165900
2017-01-20,8404.349609,8423.650391,8340.950195,8349.349609,8349.349609,202600
2017-01-23,8329.599609,8404.150391,8327.200195,8391.500000,8391.500000,195000
2017-01-24,8407.049805,8480.950195,8398.150391,8475.799805,8475.799805,179200
2017-01-25,8499.450195,8612.599609,8493.950195,8602.750000,8602.750000,292500
2017-01-27,8610.500000,8672.700195,8606.900391,8641.250000,8641.250000,275400
2017-01-30,8635.549805,8662.599609,8617.750000,8632.750000,8632.750000,304700
2017-01-31,8629.450195,8631.750000,8552.400391,8561.299805,8561.299805,521000
2017-02-01,8570.349609,8722.400391,8537.500000,8716.400391,8716.400391,327700
2017-02-02,8724.750000,8757.599609,8685.799805,8734.250000,8734.250000,283500
2017-02-03,8735.150391,8748.250000,8707.750000,8740.950195,8740.950195,191000
2017-02-06,8785.450195,8814.099609,8770.200195,8801.049805,8801.049805,194400
2017-02-07,8805.700195,8809.299805,8741.049805,8768.299805,8768.299805,226300
2017-02-08,8774.549805,8791.250000,8715.000000,8769.049805,8769.049805,218700
2017-02-09,8795.549805,8821.400391,8724.099609,8778.400391,8778.400391,187500
2017-02-10,8812.349609,8822.099609,8771.200195,8793.549805,8793.549805,225900
2017-02-13,8819.799805,8826.900391,8754.200195,8805.049805,8805.049805,204900
2017-02-14,8819.900391,8820.450195,8772.500000,8792.299805,8792.299805,188300
2017-02-15,8778.950195,8807.900391,8712.849609,8724.700195,8724.700195,216100
2017-02-16,8739.000000,8783.950195,8719.599609,8778.000000,8778.000000,184600
2017-02-17,8883.700195,8896.450195,8804.250000,8821.700195,8821.700195,298300
2017-02-20,8818.549805,8886.250000,8809.799805,8879.200195,8879.200195,167800
2017-02-21,8890.750000,8920.799805,8860.950195,8907.849609,8907.849609,175700
2017-02-22,8931.599609,8960.750000,8905.250000,8926.900391,8926.900391,247100
2017-02-23,8956.400391,8982.150391,8927.549805,8939.500000,8939.500000,377200
2017-02-27,8943.700195,8951.799805,8888.650391,8896.700195,8896.700195,189900
2017-02-28,8898.950195,8914.750000,8867.599609,8879.599609,8879.599609,293600
2017-03-01,8904.400391,8960.799805,8898.599609,8945.799805,8945.799805,205900
2017-03-02,8982.849609,8992.500000,8879.799805,8899.750000,8899.750000,218800
2017-03-03,8883.500000,8907.099609,8860.099609,8897.549805,8897.549805,202600
2017-03-06,8915.099609,8967.799805,8914.000000,8963.450195,8963.450195,174800
2017-03-07,8977.750000,8977.849609,8932.799805,8946.900391,8946.900391,173400
2017-03-08,8950.700195,8957.049805,8891.950195,8924.299805,8924.299805,177800
2017-03-09,8914.500000,8945.799805,8899.500000,8927.000000,8927.000000,171500
2017-03-10,8953.700195,8975.700195,8903.950195,8934.549805,8934.549805,152700
2017-03-14,9091.650391,9122.750000,9060.500000,9087.000000,9087.000000,270300
2017-03-15,9086.849609,9106.549805,9075.500000,9084.799805,9084.799805,240600
