State,Date,Confirmed,Recovered,Deceased,Tested
AN,2020-07-14,171,129,,18884
AN,2020-07-15,176,130,,19061
AN,2020-07-16,180,133,,19227
AN,2020-07-17,184,142,,19421
AN,2020-07-18,188,145,,19671
AN,2020-07-19,203,145,,19904
AN,2020-07-20,207,151,,20301
AN,2020-07-21,212,159,,20642
AN,2020-07-22,221,163,,21043
AN,2020-07-23,240,170,,21310
AN,2020-07-24,259,174,,21743
AN,2020-07-25,290,176,,21965
AN,2020-07-26,318,180,,22049
AN,2020-07-27,338,192,1,22548
AN,2020-07-28,363,196,1,22925
AN,2020-07-29,428,201,2,23217
AN,2020-07-30,470,201,3,23615
AN,2020-07-31,548,214,5,24038
AN,2020-08-01,636,226,7,24308
AN,2020-08-02,734,242,8,24580
AN,2020-08-03,830,263,10,25034
AN,2020-08-04,928,277,12,25492
AN,2020-08-05,1027,326,14,25826
AN,2020-08-06,1123,355,16,26516
AN,2020-08-07,1222,425,19,26915
AN,2020-08-08,1351,500,20,27073
AN,2020-08-09,1490,648,20,27103
AN,2020-08-10,1625,709,20,27346
AN,2020-08-11,1764,749,21,27455
AN,2020-08-12,1900,829,21,27744
AN,2020-08-13,2037,924,22,27973
AN,2020-08-14,2186,1032,24,28129
AN,2020-08-15,2306,1128,24,28209
AN,2020-08-16,2399,1226,28,28229
AN,2020-08-17,2445,1325,29,28672
AN,2020-08-18,2529,1421,30,28937
AN,2020-08-19,2604,1529,30,29303
AN,2020-08-20,2680,1638,31,29487
AN,2020-08-21,2747,1744,32,29573
AN,2020-08-22,2808,1853,32,29888
AN,2020-08-23,2860,1963,33,30278
AN,2020-08-24,2904,2092,35,30513
AN,2020-08-25,2945,2231,37,31082
AN,2020-08-26,2985,2309,41,31646
AN,2020-08-27,3018,2374,42,31830
AN,2020-08-28,3050,2444,42,32100
AN,2020-08-29,3081,2519,44,32407
AN,2020-08-30,3104,2586,45,32674
AN,2020-08-31,3132,2647,46,33485
AN,2020-09-01,3160,2714,46,35104
AN,2020-09-02,3186,2758,47,36136
AN,2020-09-03,3223,2823,48,37075
AN,2020-09-04,3257,2863,49,37825
AN,2020-09-05,3292,2904,50,38574
AN,2020-09-06,3332,2951,50,39205
AN,2020-09-07,3359,2997,50,39995
AN,2020-09-08,3392,3035,50,41039
AN,2020-09-09,3426,3078,51,41776
AN,2020-09-10,3465,3121,51,42792
AN,2020-09-11,3494,3157,51,43680
AN,2020-09-12,3521,3202,51,44570
AN,2020-09-13,3546,3243,51,45279
AN,2020-09-14,3557,3278,52,45987
AN,2020-09-15,3574,3318,52,46823
AN,2020-09-16,3593,3345,52,47794
AN,2020-09-17,3604,3378,52,48861
AN,2020-09-18,3631,3414,52,50035
AN,2020-09-19,3644,3436,52,50681
AN,2020-09-20,3651,3451,52,51262
AN,2020-09-21,3673,3469,52,52220
AN,2020-09-22,3691,3479,52,52845
AN,2020-09-23,3712,3494,52,53591
AN,2020-09-24,3744,3503,52,52992
AN,2020-09-25,3759,3528,52,55169
AN,2020-09-26,3774,3551,52,56059
AN,2020-09-27,3794,3553,53,56661
AN,2020-09-28,3803,3582,53,57343
AN,2020-09-29,3821,3587,53,58135
AN,2020-09-30,3835,3608,53,58763
AN,2020-10-01,3848,3623,53,59676
AN,2020-10-02,3858,3631,53,60437
AN,2020-10-03,3868,3642,53,61231
AN,2020-10-04,3884,3649,53,62103
AN,2020-10-05,3899,3659,54,63009
AN,2020-10-06,3912,3678,54,63790
AN,2020-10-07,3935,3696,54,65111
AN,2020-10-08,3952,3707,55,66244
AN,2020-10-09,3976,3724,55,67332
AN,2020-10-10,3992,3744,55,68464
AN,2020-10-11,4005,3764,55,69146
AN,2020-10-12,4023,3770,55,69932
AN,2020-10-13,4036,3782,55,70780
AN,2020-10-14,4046,3796,55,71624
AN,2020-10-15,4062,3817,55,72525
AN,2020-10-16,4072,3831,56,73363
AN,2020-10-17,4083,3848,56,74277
AN,2020-10-18,4108,3868,56,75030
AN,2020-10-19,4126,3892,56,75977
AN,2020-10-20,4141,3902,56,77200
AN,2020-10-21,4168,3913,56,78303
AN,2020-10-22,4184,3937,57,79301
AN,2020-10-23,4207,3945,58,80768
AN,2020-10-24,4225,3968,58,81880
AN,2020-10-25,4245,3983,58,82626
AN,2020-10-26,4253,3997,58,83115
AN,2020-10-27,4274,4019,58,84308
AN,2020-10-28,4289,4039,58,85378
AN,2020-10-29,4305,4054,59,86715
AN,2020-10-30,4317,4076,59,87789
AN,2020-10-31,4332,4100,59,88453
AN,2020-11-01,4340,4112,60,89559
AN,2020-11-02,4352,4132,60,90901
AN,2020-11-03,4372,4153,60,92249
AN,2020-11-04,4389,4163,60,93406
AN,2020-11-05,4403,4175,60,94639
AN,2020-11-06,4420,4194,60,96214
AN,2020-11-07,4441,4206,60,97603
AN,2020-11-08,4450,4221,60,98812
AN,2020-11-09,4463,4239,60,100025
AN,2020-11-10,4477,4255,60,101226
AN,2020-11-11,4494,4267,60,102433
AN,2020-11-12,4507,4282,61,103599
AN,2020-11-13,4518,4304,61,104785
AN,2020-11-14,4527,4315,61,105699
AN,2020-11-15,4536,4330,61,106734
AN,2020-11-16,4557,4346,61,108080
AN,2020-11-17,4574,4363,61,109646
AN,2020-11-18,4593,4378,61,111166
AN,2020-11-19,4604,4398,61,112792
AN,2020-11-20,4617,4408,61,114392
AN,2020-11-21,4631,4428,61,115968
AN,2020-11-22,4641,4440,61,117093
AN,2020-11-23,4656,4453,61,118654
AN,2020-11-24,4667,4464,61,120324
AN,2020-11-25,4677,4479,61,121931
AN,2020-11-26,4682,4491,61,123165
AN,2020-11-27,4689,4508,61,124832
AN,2020-11-28,4698,4518,61,126331
AN,2020-11-29,4704,4537,61,127912
AN,2020-11-30,4710,4550,61,129389
AN,2020-12-01,4718,4566,61,131080
AN,2020-12-02,4723,4583,61,132784
AN,2020-12-03,4729,4597,61,134355
AN,2020-12-04,4742,4611,61,135952
AN,2020-12-05,4747,4616,61,137648
AN,2020-12-06,4758,4624,61,139326
AN,2020-12-07,4773,4631,61,140961
AN,2020-12-08,4778,4647,61,142667
AN,2020-12-09,4783,4647,61,144401
AN,2020-12-10,4791,4652,61,146143
AN,2020-12-11,4798,4659,61,147806
AN,2020-12-12,4805,4665,61,149926
AN,2020-12-13,4818,4673,61,152004
AN,2020-12-14,4834,4681,61,153685
AN,2020-12-15,4842,4688,61,155454
AN,2020-12-16,4850,4698,61,157242
AN,2020-12-17,4860,4707,61,159027
AN,2020-12-18,4869,4712,61,160856
AN,2020-12-19,4875,4719,61,162821
AN,2020-12-20,4881,4732,61,165024
AN,2020-12-21,4888,4740,62,166845
AN,2020-12-22,4893,4749,62,168769
AN,2020-12-23,4896,4761,62,170666
AN,2020-12-24,4901,4775,62,172756
AN,2020-12-25,4912,4781,62,174482
AN,2020-12-26,4912,4789,62,175578
AN,2020-12-27,4924,4798,62,176898
AN,2020-12-28,4929,4803,62,177926
AN,2020-12-29,4936,4811,62,179444
AN,2020-12-30,4941,4820,62,180626
AN,2020-12-31,4945,4826,62,181640
AN,2021-01-01,4946,4830,62,182631
AN,2021-01-02,4947,4837,62,183725
AN,2021-01-03,4948,4846,62,184955
AN,2021-01-04,4948,4848,62,186140
AN,2021-01-05,4949,4856,62,187115
AN,2021-01-06,4949,4859,62,188351
AN,2021-01-07,4958,4864,62,190031
AN,2021-01-08,4959,4866,62,191206
AN,2021-01-09,4959,4873,62,192560
AN,2021-01-10,4960,4875,62,193719
AN,2021-01-11,4963,4884,62,195351
AN,2021-01-12,4966,4886,62,196859
AN,2021-01-13,4969,4891,62,198478
AN,2021-01-14,4976,4891,62,199805
AN,2021-01-15,4979,4895,62,200953
AN,2021-01-16,4982,4895,62,202521
AN,2021-01-17,4983,4896,62,203741
AN,2021-01-18,4988,4897,62,205411
AN,2021-01-19,4989,4897,62,206732
AN,2021-01-20,4991,4900,62,208179
AN,2021-01-21,4991,4904,62,209437
AN,2021-01-22,4992,4907,62,210762
AN,2021-01-23,4993,4907,62,212393
AN,2021-01-24,4993,4908,62,213467
AN,2021-01-25,4994,4917,62,214915
AN,2021-01-26,4994,4917,62,215858
AN,2021-01-27,4994,4922,62,217007
AN,2021-01-28,4994,4924,62,218629
AN,2021-01-29,4994,4927,62,220484
AN,2021-01-30,4994,4928,62,221876
AN,2021-01-31,4994,4928,62,223137
AN,2021-02-01,4994,4932,62,224852
AN,2021-02-02,4994,4932,62,226584
AN,2021-02-03,4994,4932,62,228290
AN,2021-02-04,4994,4932,62,230133
AN,2021-02-05,4997,4932,62,231633
AN,2021-02-06,5000,4932,62,233597
AN,2021-02-07,5001,4932,62,235072
AN,2021-02-08,5005,4932,62,236643
AN,2021-02-09,5007,4932,62,238339
AN,2021-02-10,5007,4932,62,240362
AN,2021-02-11,5007,4932,62,241833
AN,2021-02-12,5007,4934,62,243631
AN,2021-02-13,5009,4938,62,245745
AN,2021-02-14,5009,4938,62,247289
AN,2021-02-15,5009,4938,62,248562
AN,2021-02-16,5013,4943,62,250037
AN,2021-02-17,5014,4944,62,251774
AN,2021-02-18,5014,4944,62,253718
AN,2021-02-19,5014,4948,62,255675
AN,2021-02-20,5014,4949,62,257213
AN,2021-02-21,5014,4949,62,258773
AN,2021-02-22,5015,4949,62,260324
AN,2021-02-23,5016,4949,62,261719
AN,2021-02-24,5016,4950,62,263090
AN,2021-02-25,5016,4952,62,264369
AN,2021-02-26,5017,4952,62,265852
AN,2021-02-27,5018,4952,62,267209
AN,2021-02-28,5020,4952,62,268499
AN,2021-03-01,5020,4952,62,269799
AN,2021-03-02,5020,4952,62,271193
AN,2021-03-03,5022,4952,62,273010
AN,2021-03-04,5024,4953,62,274849
AN,2021-03-05,5024,4954,62,276471
AN,2021-03-06,5024,4955,62,278437
AN,2021-03-07,5024,4955,62,280041
AN,2021-03-08,5026,4957,62,281955
AN,2021-03-09,5028,4958,62,283492
AN,2021-03-10,5028,4960,62,285087
AN,2021-03-11,5028,4960,62,286505
AN,2021-03-12,5029,4961,62,288197
AN,2021-03-13,5030,4964,62,290341
AN,2021-03-14,5031,4964,62,291842
AN,2021-03-15,5031,4966,62,294094
AN,2021-03-16,5032,4967,62,295827
AN,2021-03-17,5035,4967,62,297433
AN,2021-03-18,5036,4969,62,299048
AN,2021-03-19,5038,4969,62,300892
AN,2021-03-20,5038,4969,62,302566
AN,2021-03-21,5039,4969,62,304391
AN,2021-03-22,5039,4969,62,305778
AN,2021-03-23,5039,4972,62,307255
AN,2021-03-24,5041,4973,62,308812
AN,2021-03-25,5042,4974,62,310615
AN,2021-03-26,5043,4974,62,312378
AN,2021-03-27,5044,4975,62,314309
AN,2021-03-28,5046,4976,62,315818
AN,2021-03-29,5052,4976,62,317137
AN,2021-03-30,5081,4976,62,318382
AN,2021-03-31,5083,4976,62,319864
AN,2021-04-01,5084,4980,62,321456
AN,2021-04-02,5084,4981,62,323001
AN,2021-04-03,5098,4987,62,324207
AN,2021-04-04,5109,4990,62,325826
AN,2021-04-05,5116,5001,62,327270
AN,2021-04-06,5123,5010,62,328737
AN,2021-04-07,5131,5020,62,330481
AN,2021-04-08,5149,5027,62,332119
AN,2021-04-09,5161,5028,62,333671
AN,2021-04-10,5175,5038,62,335784
AN,2021-04-11,5190,5040,62,337833
AN,2021-04-12,5201,5050,62,339482
AN,2021-04-13,5209,5054,62,341557
AN,2021-04-14,5247,5078,63,343431
AN,2021-04-15,5262,5082,63,345485
AN,2021-04-16,5289,5110,63,347489
AN,2021-04-17,5331,5146,64,349739
AN,2021-04-18,5390,5200,64,352086
AN,2021-04-19,5421,5212,64,353754
AN,2021-04-20,5466,5243,64,355507
AN,2021-04-21,5490,5276,64,357442
AN,2021-04-22,5527,5309,65,358903
AN,2021-04-23,5569,5358,65,360595
AN,2021-04-24,5614,5410,66,361594
AN,2021-04-25,5665,5467,66,363056
AN,2021-04-26,5716,5520,66,364735
AN,2021-04-27,5764,5562,66,366683
AN,2021-04-28,5816,5606,67,367689
AN,2021-04-29,5875,5643,67,368945
AN,2021-04-30,5949,5701,67,370896
AN,2021-05-01,6046,5773,68,372214
AN,2021-05-02,6084,5798,69,373007
AN,2021-05-03,6150,5850,70,373785
AN,2021-05-04,6181,5879,70,374428
AN,2021-05-05,6223,5928,71,375095
AN,2021-05-06,6255,5958,72,375477
AN,2021-05-07,6311,6030,72,375967
AN,2021-05-08,6341,6056,74,376536
AN,2021-05-09,6367,6088,76,376933
AN,2021-05-10,6398,6125,78,377293
AN,2021-05-11,6426,6149,78,377516
AN,2021-05-12,6470,6175,81,378060
AN,2021-05-13,6510,6213,83,378462
AN,2021-05-14,6542,6225,85,378887
AN,2021-05-15,6568,6267,85,379096
AN,2021-05-16,6603,6283,88,379674
AN,2021-05-17,6638,6329,89,380102
AN,2021-05-18,6674,6359,92,380395
AN,2021-05-19,6709,6385,95,380853
AN,2021-05-20,6758,6401,96,381349
AN,2021-05-21,6789,6417,98,382015
AN,2021-05-22,6820,6441,101,382640
AN,2021-05-23,6844,6473,103,383265
AN,2021-05-24,6853,6495,104,383396
AN,2021-05-25,6878,6544,106,383727
AN,2021-05-26,6901,6573,108,384188
AN,2021-05-27,6917,6591,109,384528
AN,2021-05-28,6936,6630,113,385020
AN,2021-05-29,6964,6660,113,385564
AN,2021-05-30,6984,6683,114,385988
AN,2021-05-31,7005,6719,115,386613
AN,2021-06-01,7018,6745,118,387348
AN,2021-06-02,7043,6781,119,387871
AN,2021-06-03,7070,6820,119,388486
AN,2021-06-04,7088,6852,121,389152
AN,2021-06-05,7105,6876,122,389785
AN,2021-06-06,7119,6894,122,390574
AN,2021-06-07,7131,6912,123,391273
AN,2021-06-08,7154,6935,125,392095
AN,2021-06-09,7168,6952,125,392974
AN,2021-06-10,7197,6973,125,393692
AN,2021-06-11,7233,6984,125,394822
AN,2021-06-12,7243,6996,126,395624
AN,2021-06-13,7261,7025,126,396534
AN,2021-06-14,7269,7034,126,397190
AN,2021-06-15,7280,7049,126,397953
AN,2021-06-16,7306,7079,127,398852
AN,2021-06-17,7335,7104,127,399580
AN,2021-06-18,7363,7128,127,400211
AN,2021-06-19,7394,7162,127,400997
AN,2021-06-20,7406,7177,127,401769
AN,2021-06-21,7415,7191,127,402629
AN,2021-06-22,7425,7195,127,403616
AN,2021-06-23,7438,7210,127,404494
AN,2021-06-24,7440,7214,127,405197
AN,2021-06-25,7441,7245,127,405887
AN,2021-06-26,7446,7265,127,406529
AN,2021-06-27,7455,7266,127,407488
AN,2021-06-28,7462,7286,128,408220
AN,2021-06-29,7466,7296,128,409212
AN,2021-06-30,7467,7308,128,409890
AN,2021-07-01,7469,7308,128,410741
AN,2021-07-02,7475,7325,128,411442
AN,2021-07-03,7478,7330,128,412361
AN,2021-07-04,7482,7333,128,413316
AN,2021-07-05,7482,7339,128,414166
AN,2021-07-06,7487,7343,128,415066
AN,2021-07-07,7491,7349,128,416065
AN,2021-07-08,7492,7351,128,416815
AN,2021-07-09,7492,7352,128,417598
AN,2021-07-10,7492,7352,129,418550
AN,2021-07-11,7492,7352,129,419287
AN,2021-07-12,7493,7355,129,420157
AN,2021-07-13,7496,7358,129,421108
AN,2021-07-14,7499,7359,129,421940
AN,2021-07-15,7501,7359,129,422876
AN,2021-07-16,7505,7360,129,423910
AN,2021-07-17,7506,7361,129,425268
AN,2021-07-18,7510,7365,129,426511
AN,2021-07-19,7516,7368,129,427711
AN,2021-07-20,7518,7370,129,428751
AN,2021-07-21,7521,7374,129,429739
AN,2021-07-22,7525,7377,129,430415
AN,2021-07-23,7525,7379,129,430415
AP,2020-03-12,1,,,
AP,2020-03-13,1,,,
AP,2020-03-14,1,,,
AP,2020-03-15,1,,,
AP,2020-03-16,1,,,
AP,2020-03-17,1,,,
AP,2020-03-18,1,,,
AP,2020-03-19,3,,,
AP,2020-03-20,3,,,
AP,2020-03-21,5,,,
AP,2020-03-22,6,,,
AP,2020-03-23,7,,,
AP,2020-03-24,8,,,
AP,2020-03-25,10,,,
AP,2020-03-26,11,,,
AP,2020-03-27,13,,,
AP,2020-03-28,19,,,
AP,2020-03-29,21,1,,
AP,2020-03-30,23,1,,
AP,2020-03-31,44,1,,
AP,2020-04-01,111,2,,
AP,2020-04-02,149,2,,1800
AP,2020-04-03,164,2,1,1800
AP,2020-04-04,192,2,1,1800
AP,2020-04-05,256,5,1,1800
AP,2020-04-06,303,5,3,1800
AP,2020-04-07,314,5,4,1800
AP,2020-04-08,348,6,4,1800
AP,2020-04-09,363,10,6,1800
AP,2020-04-10,381,10,6,6374
AP,2020-04-11,405,10,6,6958
AP,2020-04-12,420,12,7,6958
AP,2020-04-13,439,12,7,8755
AP,2020-04-14,484,16,11,10505
AP,2020-04-15,525,20,14,11613
AP,2020-04-16,534,20,14,20235
AP,2020-04-17,572,35,14,20235
AP,2020-04-18,603,42,16,21450
AP,2020-04-19,647,65,17,26958
AP,2020-04-20,722,92,20,30733
AP,2020-04-21,757,96,22,35755
AP,2020-04-22,813,120,24,41512
AP,2020-04-23,893,141,27,48032
AP,2020-04-24,955,145,29,54338
AP,2020-04-25,1016,171,31,61266
AP,2020-04-26,1097,231,31,68034
AP,2020-04-27,1177,235,31,74551
AP,2020-04-28,1259,258,31,80334
AP,2020-04-29,1332,287,31,88061
AP,2020-04-30,1403,321,31,94558
AP,2020-05-01,1463,403,33,102460
AP,2020-05-02,1525,441,33,108403
AP,2020-05-03,1583,488,33,114937
AP,2020-05-04,1650,524,33,125229
AP,2020-05-05,1717,589,34,133492
AP,2020-05-06,1777,729,36,141274
AP,2020-05-07,1833,780,38,149361
AP,2020-05-08,1887,842,41,156681
AP,2020-05-09,1930,887,44,165069
AP,2020-05-10,1980,925,45,173735
AP,2020-05-11,2018,998,45,181144
AP,2020-05-12,2089,1056,46,191874
AP,2020-05-13,2137,1142,47,201196
AP,2020-05-14,2205,1192,48,210452
AP,2020-05-15,2307,1252,48,219490
AP,2020-05-16,2355,1353,49,219490
AP,2020-05-17,2380,1456,50,238998
AP,2020-05-18,2432,1552,50,248771
AP,2020-05-19,2489,1621,52,258450
AP,2020-05-20,2560,1664,53,267612
AP,2020-05-21,2605,1705,54,275704
AP,2020-05-22,2667,1731,55,284119
AP,2020-05-23,2714,1779,56,292969
AP,2020-05-24,2780,1841,56,304326
AP,2020-05-25,2886,1892,56,314566
AP,2020-05-26,2983,2017,57,322714
AP,2020-05-27,3117,2065,58,332378
AP,2020-05-28,3245,2133,59,342236
AP,2020-05-29,3330,2234,60,353874
AP,2020-05-30,3461,2289,60,363378
AP,2020-05-31,3571,2340,62,372748
AP,2020-06-01,3676,2374,64,383315
AP,2020-06-02,3791,2414,64,395681
AP,2020-06-03,3971,2464,68,403747
AP,2020-06-04,4112,2529,71,413733
AP,2020-06-05,4250,2565,73,423564
AP,2020-06-06,4460,2640,73,436335
AP,2020-06-07,4659,2669,75,454030
AP,2020-06-08,4813,2711,75,468276
AP,2020-06-09,4882,2759,77,483361
AP,2020-06-10,5247,2869,78,498716
AP,2020-06-11,5429,2968,80,510318
AP,2020-06-12,5636,3091,80,522093
AP,2020-06-13,5858,3185,82,536570
AP,2020-06-14,6152,3316,84,552202
AP,2020-06-15,6456,3385,86,567375
AP,2020-06-16,6720,3513,88,583286
AP,2020-06-17,7071,3641,90,598474
AP,2020-06-18,7496,3772,92,612397
AP,2020-06-19,7961,3905,96,630006
AP,2020-06-20,8452,4111,101,652377
AP,2020-06-21,8929,4307,106,676828
AP,2020-06-22,9372,4435,111,693548
AP,2020-06-23,9834,4592,119,714187
AP,2020-06-24,10331,4779,129,750234
AP,2020-06-25,10884,4988,136,769319
AP,2020-06-26,11489,5196,146,791624
AP,2020-06-27,12285,5480,157,816082
AP,2020-06-28,13098,5908,169,841860
AP,2020-06-29,13891,6232,180,872076
AP,2020-06-30,14595,6511,187,890190
AP,2020-07-01,15252,6988,193,918429
AP,2020-07-02,16097,7313,198,932713
AP,2020-07-03,16934,7632,206,971611
AP,2020-07-04,17699,8008,218,996573
AP,2020-07-05,18697,8422,232,1017140
AP,2020-07-06,20019,8920,239,1033852
AP,2020-07-07,21197,9745,252,1050090
AP,2020-07-08,22259,11101,264,1077733
AP,2020-07-09,23814,12154,277,1094615
AP,2020-07-10,25422,13194,292,1115635
AP,2020-07-11,27235,14393,309,1136225
AP,2020-07-12,29168,15412,328,1153849
AP,2020-07-13,31103,16464,365,1173096
AP,2020-07-14,33019,17467,408,1195766
AP,2020-07-15,35451,18378,452,1217963
AP,2020-07-16,38044,19393,492,1240267
AP,2020-07-17,40646,20298,534,1260512
AP,2020-07-18,44609,21763,586,1284384
AP,2020-07-19,49650,22890,642,1315532
AP,2020-07-20,53724,24228,696,1349112
AP,2020-07-21,58668,25574,758,1386274
AP,2020-07-22,64713,32127,823,1435827
AP,2020-07-23,72711,37555,884,1493879
AP,2020-07-24,80858,39935,933,1541993
AP,2020-07-25,88671,43255,985,1595674
AP,2020-07-26,96298,46301,1041,1643319
AP,2020-07-27,102349,49558,1090,1686446
AP,2020-07-28,110297,52622,1148,1749425
AP,2020-07-29,120390,55406,1213,1820009
AP,2020-07-30,130557,60024,1281,1890077
AP,2020-07-31,140933,63864,1349,1951776
AP,2020-08-01,150209,76614,1407,2012573
AP,2020-08-02,158764,82886,1474,2065407
AP,2020-08-03,166586,88672,1537,2110923
AP,2020-08-04,176333,95625,1604,2175070
AP,2020-08-05,186461,104354,1681,2235646
AP,2020-08-06,196789,112870,1753,2299332
AP,2020-08-07,206960,120464,1842,2362270
AP,2020-08-08,217040,129615,1939,2424393
AP,2020-08-09,227860,138712,2036,2487305
AP,2020-08-10,235525,145636,2116,2534304
AP,2020-08-11,244549,154749,2203,2592619
AP,2020-08-12,254146,161425,2296,2649767
AP,2020-08-13,264142,170924,2378,2705459
AP,2020-08-14,273085,180703,2475,2758485
AP,2020-08-15,281817,191117,2562,2812197
AP,2020-08-16,289829,201234,2650,2860943
AP,2020-08-17,296609,209100,2732,2905521
AP,2020-08-18,306261,218311,2820,2961611
AP,2020-08-19,316003,226372,2906,3019296
AP,2020-08-20,325396,235218,3001,3074847
AP,2020-08-21,334940,244045,3092,3129857
AP,2020-08-22,345216,252638,3189,3191326
AP,2020-08-23,353111,260087,3282,3238038
AP,2020-08-24,361712,268828,3368,3292501
AP,2020-08-25,371639,278247,3460,3356852
AP,2020-08-26,382469,286720,3541,3418690
AP,2020-08-27,393090,295248,3633,3479990
AP,2020-08-28,403616,303711,3714,3541321
AP,2020-08-29,414164,312687,3796,3603345
AP,2020-08-30,424767,321754,3884,3666422
AP,2020-08-31,434771,330526,3969,3722912
AP,2020-09-01,445139,339876,4053,3782746
AP,2020-09-02,455531,348330,4125,3843550
AP,2020-09-03,465730,357829,4200,3905775
AP,2020-09-04,476506,370163,4276,3965694
AP,2020-09-05,487331,382104,4347,4035317
AP,2020-09-06,498125,394019,4417,4107890
AP,2020-09-07,506493,404074,4487,4166077
AP,2020-09-08,517094,415765,4560,4237070
AP,2020-09-09,527512,425607,4634,4308762
AP,2020-09-10,537687,435647,4702,4380991
AP,2020-09-11,547686,446716,4779,4452128
AP,2020-09-12,557587,457008,4846,4527593
AP,2020-09-13,567123,467139,4912,4599826
AP,2020-09-14,575079,476903,4972,4661355
AP,2020-09-15,583925,486531,5041,4731866
AP,2020-09-16,592760,497376,5105,4806879
AP,2020-09-17,601462,508088,5177,4884371
AP,2020-09-18,609558,519891,5244,4959081
AP,2020-09-19,617776,530711,5302,5033676
AP,2020-09-20,625514,541319,5359,5104131
AP,2020-09-21,631749,551821,5410,5160700
AP,2020-09-22,639302,562376,5461,5229529
AP,2020-09-23,646530,570667,5506,5302367
AP,2020-09-24,654385,579474,5558,5378367
AP,2020-09-25,661458,588169,5606,5447796
AP,2020-09-26,668751,597294,5663,5523786
AP,2020-09-27,675674,605090,5708,5600202
AP,2020-09-28,681161,612300,5745,5666323
AP,2020-09-29,687351,622136,5780,5734752
