State,Date,Confirmed,Recovered,Deceased,Tested
GJ,2021-01-02,246513,232822,4314,9759280
GJ,2021-01-03,247228,233760,4318,9810664
GJ,2021-01-04,247926,234658,4321,9858659
GJ,2021-01-05,248581,235526,4325,9906698
GJ,2021-01-06,249246,236423,4329,9955664
GJ,2021-01-07,249913,237322,4332,10003606
GJ,2021-01-08,250598,238214,4335,10053558
GJ,2021-01-09,251273,239065,4340,10101064
GJ,2021-01-10,251944,239871,4344,10106573
GJ,2021-01-11,252559,240617,4347,10151305
GJ,2021-01-12,253161,241472,4350,10196158
GJ,2021-01-13,253744,242264,4354,10238845
GJ,2021-01-14,254314,243001,4357,10276485
GJ,2021-01-15,254849,243739,4360,10308797
GJ,2021-01-16,255354,244503,4363,10344324
GJ,2021-01-17,255872,245207,4365,10379151
GJ,2021-01-18,256367,245907,4367,10413621
GJ,2021-01-19,256852,246616,4369,10447816
GJ,2021-01-20,257342,247323,4371,10483207
GJ,2021-01-21,257813,248050,4372,10518933
GJ,2021-01-22,258264,248750,4374,10557027
GJ,2021-01-23,258687,249452,4375,10557027
GJ,2021-01-24,259097,250156,4376,10557027
GJ,2021-01-25,259487,250863,4379,10655600
GJ,2021-01-26,259867,251500,4381,10655600
GJ,2021-01-27,260220,251962,4382,10655600
GJ,2021-01-28,260566,252564,4384,10751067
GJ,2021-01-29,260901,253027,4385,10751067
GJ,2021-01-30,261224,253468,4387,10813671
GJ,2021-01-31,261540,253803,4387,10813671
GJ,2021-02-01,261838,254209,4388,10871308
GJ,2021-02-02,262123,254631,4389,10900068
GJ,2021-02-03,262406,255159,4391,10933696
GJ,2021-02-04,262681,255489,4392,10966235
GJ,2021-02-05,262948,255914,4393,10998755
GJ,2021-02-06,263200,256315,4394,11030661
GJ,2021-02-07,263444,256670,4395,11060775
GJ,2021-02-08,263676,257120,4396,11089177
GJ,2021-02-09,263910,257473,4397,11120129
GJ,2021-02-10,264165,257968,4397,11151733
GJ,2021-02-11,264450,258270,4399,11184241
GJ,2021-02-12,264718,258551,4400,11216545
GJ,2021-02-13,264997,258834,4400,11246954
GJ,2021-02-14,265244,259104,4401,11273012
GJ,2021-02-15,265493,259384,4401,11301404
GJ,2021-02-16,265756,259655,4402,11332917
GJ,2021-02-17,266034,259928,4403,11364444
GJ,2021-02-18,266297,260198,4403,11395504
GJ,2021-02-19,266563,260475,4404,11426929
GJ,2021-02-20,266821,260745,4404,11457831
GJ,2021-02-21,267104,261009,4405,11486652
GJ,2021-02-22,267419,261281,4406,11516986
GJ,2021-02-23,267767,261575,4406,11550722
GJ,2021-02-24,268147,261871,4407,11586675
GJ,2021-02-25,268571,262172,4408,11626508
GJ,2021-02-26,269031,262487,4408,11666635
GJ,2021-02-27,269482,262815,4409,11706362
GJ,2021-02-28,269889,263116,4410,11739846
GJ,2021-03-01,270316,263476,4411,11772956
GJ,2021-03-02,270770,263837,4411,11812132
GJ,2021-03-03,271245,264195,4412,11851954
GJ,2021-03-04,271725,264564,4412,11894510
GJ,2021-03-05,272240,264969,4413,11937704
GJ,2021-03-06,272811,265372,4414,11979578
GJ,2021-03-07,273386,265831,4415,12016996
GJ,2021-03-08,273941,266313,4416,12054039
GJ,2021-03-09,274522,266766,4418,12098835
GJ,2021-03-10,275197,267250,4418,12145245
GJ,2021-03-11,275907,267701,4418,12187600
GJ,2021-03-12,276622,268196,4420,12230975
GJ,2021-03-13,277397,268775,4422,12275445
GJ,2021-03-14,278207,269361,4424,12321047
GJ,2021-03-15,279097,269955,4425,12367262
GJ,2021-03-16,280051,270658,4427,12419088
GJ,2021-03-17,281173,271433,4430,12477426
GJ,2021-03-18,282449,272332,4433,12536086
GJ,2021-03-19,283864,273280,4437,12598997
GJ,2021-03-20,285429,274249,4443,12661933
GJ,2021-03-21,287009,275238,4450,12722014
GJ,2021-03-22,288649,276348,4454,12781096
GJ,2021-03-23,290379,277603,4458,12849797
GJ,2021-03-24,292169,278880,4466,12926709
GJ,2021-03-25,294130,280285,4473,13008414
GJ,2021-03-26,296320,281707,4479,13096513
GJ,2021-03-27,298596,283241,4484,13182148
GJ,2021-03-28,300866,284846,4492,13263977
GJ,2021-03-29,303118,286577,4500,13334810
GJ,2021-03-30,305338,288565,4510,13406686
GJ,2021-03-31,307698,290569,4519,13497177
GJ,2021-04-01,310108,292584,4528,13598199
GJ,2021-04-02,312748,294650,4539,13705405
GJ,2021-04-03,315563,296713,4552,13819989
GJ,2021-04-04,318438,298737,4566,13932822
GJ,2021-04-05,321598,300765,4581,14049043
GJ,2021-04-06,324878,302932,4598,14174426
GJ,2021-04-07,328453,305149,4620,14298292
GJ,2021-04-08,332474,307346,4655,14433123
GJ,2021-04-09,337015,309626,4697,14567455
GJ,2021-04-10,342026,312151,4746,14716579
GJ,2021-04-11,347495,315127,4800,14861756
GJ,2021-04-12,353516,317981,4855,15005034
GJ,2021-04-13,360206,320729,4922,15154363
GJ,2021-04-14,367616,323371,4995,15307435
GJ,2021-04-15,375768,326394,5076,15466550
GJ,2021-04-16,384688,329781,5170,15627525
GJ,2021-04-17,394229,333564,5267,15801091
GJ,2021-04-18,404569,337545,5377,15966802
GJ,2021-04-19,415972,341724,5494,16125282
GJ,2021-04-20,428178,346063,5615,16298864
GJ,2021-04-21,440731,350865,5740,16480875
GJ,2021-04-22,453836,355875,5877,16670240
GJ,2021-04-23,467640,361493,6019,16860142
GJ,2021-04-24,481737,367972,6171,17045176
GJ,2021-04-25,496033,374699,6328,17213348
GJ,2021-04-26,510373,382426,6486,17372504
GJ,2021-04-27,524725,390229,6656,17535696
GJ,2021-04-28,538845,398824,6830,17709605
GJ,2021-04-29,553172,408368,7010,17878957
GJ,2021-04-30,567777,418548,7183,18039956
GJ,2021-05-01,581624,429130,7355,18190727
GJ,2021-05-02,594602,440276,7508,18328441
GJ,2021-05-03,607422,452275,7648,18460323
GJ,2021-05-04,620472,464396,7779,18601098
GJ,2021-05-05,633427,477391,7912,18746283
GJ,2021-05-06,645972,490412,8035,18884876
GJ,2021-05-07,658036,503497,8154,19023924
GJ,2021-05-08,669928,518234,8273,19158868
GJ,2021-05-09,681012,533004,8394,19286299
GJ,2021-05-10,692604,547935,8511,19422086
GJ,2021-05-11,703594,563133,8629,19565601
GJ,2021-05-12,714611,578397,8731,19709259
GJ,2021-05-13,725353,593666,8840,19849128
GJ,2021-05-14,735348,609031,8944,19978336
GJ,2021-05-15,744409,624107,9039,20106656
GJ,2021-05-16,752619,638590,9121,20230784
GJ,2021-05-17,759754,650932,9202,20352437
GJ,2021-05-18,766201,660489,9269,20467101
GJ,2021-05-19,771447,669490,9340,20557040
GJ,2021-05-20,776220,677798,9404,20653954
GJ,2021-05-21,780471,686581,9469,20763702
GJ,2021-05-22,784676,695026,9523,20870917
GJ,2021-05-23,788470,703760,9576,20973092
GJ,2021-05-24,791657,713065,9621,21072692
GJ,2021-05-25,794912,722741,9665,21170095
GJ,2021-05-26,797997,732748,9701,21272316
GJ,2021-05-27,800866,742050,9734,21375281
GJ,2021-05-28,803387,750015,9761,21478980
GJ,2021-05-29,805617,757124,9790,21579218
GJ,2021-05-30,807488,762270,9815,21671123
GJ,2021-05-31,809169,766991,9833,21759214
GJ,2021-06-01,810730,771860,9855,21842042
GJ,2021-06-02,812063,775958,9873,21926442
GJ,2021-06-03,813270,778976,9890,22009878
GJ,2021-06-04,814390,782374,9906,22092779
GJ,2021-06-05,815386,785378,9921,22171235
GJ,2021-06-06,816234,788293,9933,22244510
GJ,2021-06-07,817012,790906,9944,22309332
GJ,2021-06-08,817707,793028,9955,22381707
GJ,2021-06-09,818351,794703,9965,22455486
GJ,2021-06-10,818895,796208,9976,22532158
GJ,2021-06-11,819376,797734,9985,22604931
GJ,2021-06-12,819866,799012,9991,22673779
GJ,2021-06-13,820321,800075,9997,22736919
GJ,2021-06-14,820726,801181,10003,22794305
GJ,2021-06-15,821078,802187,10007,22854646
GJ,2021-06-16,821376,803122,10012,22916035
GJ,2021-06-17,821659,803892,10018,22976730
GJ,2021-06-18,821921,804668,10023,23036542
GJ,2021-06-19,822149,805542,10028,23093131
GJ,2021-06-20,822334,806193,10032,23145712
GJ,2021-06-21,822485,806812,10034,23192009
GJ,2021-06-22,822620,807424,10037,23246120
GJ,2021-06-23,822758,807911,10040,23298784
GJ,2021-06-24,822887,808418,10042,23359904
GJ,2021-06-25,823010,808849,10045,23418107
GJ,2021-06-26,823132,809201,10048,23473720
GJ,2021-06-27,823244,809506,10051,23526874
GJ,2021-06-28,823340,809821,10054,23574778
GJ,2021-06-29,823433,810147,10056,23631617
GJ,2021-06-30,823523,810451,10059,23690300
GJ,2021-07-01,823607,810751,10062,23754343
GJ,2021-07-02,823687,810979,10064,23813162
GJ,2021-07-03,823763,811169,10067,23873009
GJ,2021-07-04,823833,811297,10069,23927790
GJ,2021-07-05,823895,811491,10071,23978744
GJ,2021-07-06,823964,811699,10072,24033168
GJ,2021-07-07,824029,811988,10072,24087751
GJ,2021-07-08,824091,812522,10072,24143687
GJ,2021-07-09,824147,812718,10073,24199679
GJ,2021-07-10,824200,812976,10073,24255671
GJ,2021-07-11,824242,813238,10073,24296959
GJ,2021-07-12,824274,813399,10074,24343747
GJ,2021-07-13,824305,813512,10074,24392614
GJ,2021-07-14,824346,813583,10074,24448788
GJ,2021-07-15,824384,813673,10074,24508164
GJ,2021-07-16,824423,813743,10074,24564137
GJ,2021-07-17,824460,813853,10075,24626287
GJ,2021-07-18,824493,813924,10076,24682324
GJ,2021-07-19,824517,813998,10076,24742065
GJ,2021-07-20,824546,814059,10076,24810546
GJ,2021-07-21,824574,814109,10076,24878052
GJ,2021-07-22,824608,814162,10076,24945995
GJ,2021-07-23,824644,814223,10076,25016334
HP,2020-03-14,,,,
HP,2020-03-15,,,,
HP,2020-03-16,,,,
HP,2020-03-17,,,,
HP,2020-03-18,,,,
HP,2020-03-19,,,,
HP,2020-03-20,2,,,
HP,2020-03-21,2,,,
HP,2020-03-22,2,,,
HP,2020-03-23,3,,,
HP,2020-03-24,3,,,
HP,2020-03-25,3,,,
HP,2020-03-26,3,,,
HP,2020-03-27,3,,,
HP,2020-03-28,3,,,
HP,2020-03-29,3,1,1,
HP,2020-03-30,3,1,1,
HP,2020-03-31,3,1,1,
HP,2020-04-01,3,1,1,
HP,2020-04-02,6,1,1,
HP,2020-04-03,6,1,2,
HP,2020-04-04,13,1,2,
HP,2020-04-05,14,1,2,
HP,2020-04-06,18,1,2,
HP,2020-04-07,27,2,2,
HP,2020-04-08,27,2,2,
HP,2020-04-09,28,2,2,
HP,2020-04-10,28,2,2,900
HP,2020-04-11,32,8,2,900
HP,2020-04-12,32,12,2,1113
HP,2020-04-13,32,12,2,1210
HP,2020-04-14,33,13,2,1311
HP,2020-04-15,35,13,2,1426
HP,2020-04-16,35,16,2,1604
HP,2020-04-17,38,16,2,1992
HP,2020-04-18,39,16,2,2207
HP,2020-04-19,39,16,2,2553
HP,2020-04-20,39,16,2,2892
HP,2020-04-21,39,16,2,3341
HP,2020-04-22,39,16,2,3700
HP,2020-04-23,40,18,2,4020
HP,2020-04-24,40,18,2,4328
HP,2020-04-25,40,22,2,4623
HP,2020-04-26,40,22,2,4901
HP,2020-04-27,40,25,2,5106
HP,2020-04-28,40,25,2,5391
HP,2020-04-29,40,25,2,5772
HP,2020-04-30,40,28,2,6133
HP,2020-05-01,40,30,2,6472
HP,2020-05-02,40,33,2,6836
HP,2020-05-03,40,34,2,7185
HP,2020-05-04,41,34,2,7430
HP,2020-05-05,42,34,3,7893
HP,2020-05-06,43,34,3,8491
HP,2020-05-07,46,34,3,9005
HP,2020-05-08,50,34,3,9522
HP,2020-05-09,52,35,3,10208
HP,2020-05-10,58,35,3,10791
HP,2020-05-11,59,35,3,11267
HP,2020-05-12,67,35,3,12224
HP,2020-05-13,68,35,3,13190
HP,2020-05-14,74,35,3,14256
HP,2020-05-15,76,35,3,15557
HP,2020-05-16,78,39,3,16534
HP,2020-05-17,80,40,3,17417
HP,2020-05-18,90,42,3,18224
HP,2020-05-19,92,47,4,19645
HP,2020-05-20,110,50,4,21147
HP,2020-05-21,152,55,4,22641
HP,2020-05-22,168,55,4,24246
HP,2020-05-23,185,57,4,25905
HP,2020-05-24,203,59,4,27288
HP,2020-05-25,223,63,4,28346
HP,2020-05-26,247,63,4,29379
HP,2020-05-27,273,66,6,30852
HP,2020-05-28,281,73,6,32449
HP,2020-05-29,295,83,6,33979
HP,2020-05-30,313,107,6,35668
HP,2020-05-31,331,116,6,37168
HP,2020-06-01,340,118,6,37897
HP,2020-06-02,345,136,6,39620
HP,2020-06-03,359,146,6,41351
HP,2020-06-04,383,175,6,42703
HP,2020-06-05,393,185,6,43688
HP,2020-06-06,400,190,6,44509
HP,2020-06-07,411,218,6,45888
HP,2020-06-08,421,223,6,46416
HP,2020-06-09,437,237,6,47655
HP,2020-06-10,451,250,7,48922
HP,2020-06-11,470,276,7,50222
HP,2020-06-12,486,293,7,51420
HP,2020-06-13,502,309,7,52737
HP,2020-06-14,518,326,7,53946
HP,2020-06-15,556,342,7,54484
HP,2020-06-16,560,361,7,56106
HP,2020-06-17,585,368,7,57479
HP,2020-06-18,595,373,7,59214
HP,2020-06-19,627,385,7,60814
HP,2020-06-20,656,405,7,62580
HP,2020-06-21,673,417,7,64338
HP,2020-06-22,727,429,7,65189
HP,2020-06-23,775,432,7,67020
HP,2020-06-24,806,466,7,68899
HP,2020-06-25,839,474,8,71078
HP,2020-06-26,864,494,8,72688
HP,2020-06-27,894,501,8,74764
HP,2020-06-28,916,518,8,76556
HP,2020-06-29,942,556,8,77384
HP,2020-06-30,953,575,9,79499
HP,2020-07-01,979,617,9,81516
HP,2020-07-02,1014,632,9,83553
HP,2020-07-03,1033,671,9,85116
HP,2020-07-04,1046,696,10,87019
HP,2020-07-05,1063,724,10,88459
HP,2020-07-06,1077,750,10,89305
HP,2020-07-07,1083,777,10,91175
HP,2020-07-08,1101,820,10,93018
HP,2020-07-09,1140,833,10,94720
HP,2020-07-10,1171,872,10,96268
HP,2020-07-11,1182,895,10,98367
HP,2020-07-12,1213,916,10,100315
HP,2020-07-13,1243,927,10,101200
HP,2020-07-14,1309,938,10,103521
HP,2020-07-15,1341,966,10,105734
HP,2020-07-16,1377,971,10,108157
HP,2020-07-17,1417,1011,10,110585
HP,2020-07-18,1457,1030,10,113129
HP,2020-07-19,1521,1059,10,115298
HP,2020-07-20,1631,1067,10,116795
HP,2020-07-21,1664,1077,11,119220
HP,2020-07-22,1725,1105,11,121688
HP,2020-07-23,1834,1136,11,124683
HP,2020-07-24,1954,1145,12,127555
HP,2020-07-25,2049,1173,12,130253
HP,2020-07-26,2176,1198,13,132703
HP,2020-07-27,2270,1216,13,134606
HP,2020-07-28,2330,1234,13,137251
HP,2020-07-29,2403,1332,13,139955
HP,2020-07-30,2506,1387,13,142618
HP,2020-07-31,2564,1459,13,145154
HP,2020-08-01,2634,1502,13,147997
HP,2020-08-02,2703,1559,13,150186
HP,2020-08-03,2818,1658,13,151574
HP,2020-08-04,2879,1710,13,152958
HP,2020-08-05,2916,1762,13,156104
HP,2020-08-06,3047,1865,13,158537
HP,2020-08-07,3150,1954,13,161232
HP,2020-08-08,3264,2081,13,163395
HP,2020-08-09,3371,2181,14,165496
HP,2020-08-10,3463,2205,16,166469
HP,2020-08-11,3497,2273,17,168843
HP,2020-08-12,3636,2362,17,171538
HP,2020-08-13,3816,2435,18,172985
HP,2020-08-14,3874,2551,18,175666
HP,2020-08-15,3993,2632,18,178075
HP,2020-08-16,4156,2720,18,179024
HP,2020-08-17,4174,2834,18,180357
HP,2020-08-18,4235,2923,18,183224
HP,2020-08-19,4411,2992,20,185707
HP,2020-08-20,4538,3085,22,188344
HP,2020-08-21,4728,3234,24,190476
HP,2020-08-22,4895,3341,28,192580
HP,2020-08-23,5001,3461,28,194380
HP,2020-08-24,5101,3584,28,195581
HP,2020-08-25,5154,3748,29,198010
HP,2020-08-26,5321,3810,31,203825
HP,2020-08-27,5501,4008,32,206308
HP,2020-08-28,5637,4149,32,208609
HP,2020-08-29,5781,4266,33,211028
HP,2020-08-30,5945,4408,34,213104
HP,2020-08-31,6116,4473,37,214182
HP,2020-09-01,6255,4646,41,216608
HP,2020-09-02,6416,4715,42,218920
HP,2020-09-03,6615,4813,47,221268
HP,2020-09-04,6830,4920,49,223383
HP,2020-09-05,7018,4941,53,226268
HP,2020-09-06,7415,5138,54,228691
HP,2020-09-07,7660,5359,55,229966
HP,2020-09-08,7831,5444,59,232712
HP,2020-09-09,8147,5586,62,235624
HP,2020-09-10,8466,5666,65,238427
HP,2020-09-11,8784,5824,70,241745
HP,2020-09-12,9229,5947,72,244213
HP,2020-09-13,9555,6099,76,246579
HP,2020-09-14,9923,6167,81,248437
HP,2020-09-15,10335,6417,89,251569
HP,2020-09-16,10795,6531,90,255031
HP,2020-09-17,11190,6919,97,257378
HP,2020-09-18,11622,7054,109,261117
HP,2020-09-19,11908,7457,114,263580
HP,2020-09-20,12129,7548,118,266012
HP,2020-09-21,12438,7836,125,268015
HP,2020-09-22,12769,8491,130,271449
HP,2020-09-23,13049,8937,135,273805
HP,2020-09-24,13386,9232,145,276833
HP,2020-09-25,13679,9528,152,280048
HP,2020-09-26,13996,9710,159,283642
HP,2020-09-27,14191,10339,170,285451
HP,2020-09-28,14457,10607,175,289165
HP,2020-09-29,14747,10971,178,292895
HP,2020-09-30,14976,11370,181,295907
HP,2020-10-01,15219,11588,190,299179
HP,2020-10-02,15454,11976,197,301325
HP,2020-10-03,15695,12173,205,303927
HP,2020-10-04,15851,12341,212,305971
HP,2020-10-05,16033,12633,219,308152
HP,2020-10-06,16283,12898,224,311773
HP,2020-10-07,16565,13316,226,314347
HP,2020-10-08,16778,13583,233,316865
HP,2020-10-09,16977,13861,240,319667
HP,2020-10-10,17244,14261,243,322427
HP,2020-10-11,17408,14451,245,324507
HP,2020-10-12,17578,14670,246,326654
HP,2020-10-13,17762,14982,249,329973
HP,2020-10-14,18008,15214,250,333134
HP,2020-10-15,18303,15367,255,336756
HP,2020-10-16,18522,15586,257,340119
HP,2020-10-17,18797,15820,260,343186
HP,2020-10-18,18967,16037,263,345263
HP,2020-10-19,19135,16238,267,347411
HP,2020-10-20,19357,16454,269,351141
HP,2020-10-21,19621,16673,274,354396
HP,2020-10-22,19844,16911,279,357860
HP,2020-10-23,20040,17113,280,361941
HP,2020-10-24,20213,17296,285,365838
HP,2020-10-25,20370,17568,286,368371
HP,2020-10-26,20586,17760,288,371107
HP,2020-10-27,20817,17974,293,375778
HP,2020-10-28,21149,18179,295,380415
HP,2020-10-29,21476,18378,301,384964
HP,2020-10-30,21577,18517,306,389348
HP,2020-10-31,22059,18838,312,393502
HP,2020-11-01,22264,18940,320,396111
HP,2020-11-02,22598,19279,330,399449
HP,2020-11-03,22932,19444,338,404958
HP,2020-11-04,23365,19554,349,410798
HP,2020-11-05,23809,19755,355,413948
HP,2020-11-06,24239,20016,359,420648
HP,2020-11-07,24812,20225,365,426084
HP,2020-11-08,25486,20375,371,431572
HP,2020-11-09,26197,20603,378,435604
HP,2020-11-10,26808,21027,390,441200
HP,2020-11-11,27418,21386,399,446752
HP,2020-11-12,28183,21585,405,451647
HP,2020-11-13,29008,21824,416,455806
HP,2020-11-14,29330,22161,424,457668
HP,2020-11-15,29713,22370,435,458629
HP,2020-11-16,30156,22910,443,461131
HP,2020-11-17,30740,23484,455,465116
HP,2020-11-18,31401,24002,468,470540
HP,2020-11-19,32197,24706,480,475263
HP,2020-11-20,32785,25432,491,479285
HP,2020-11-21,33700,26089,509,485095
HP,2020-11-22,34327,26733,528,487736
HP,2020-11-23,34781,27518,550,490994
HP,2020-11-24,35729,27981,562,497066
HP,2020-11-25,36566,28080,575,502357
HP,2020-11-26,37497,28993,589,508837
HP,2020-11-27,38327,29483,602,515434
HP,2020-11-28,38977,29753,613,520785
HP,2020-11-29,40003,30693,625,525941
HP,2020-11-30,40518,31548,635,529355
HP,2020-12-01,41227,32309,656,534894
HP,2020-12-02,41860,33336,667,543120
HP,2020-12-03,42697,33880,685,551239
HP,2020-12-04,43500,34458,698,558531
HP,2020-12-05,44405,35403,711,566956
HP,2020-12-06,44958,35923,722,571177
HP,2020-12-07,45697,37029,729,577386
HP,2020-12-08,46201,37837,743,584624
HP,2020-12-09,46930,38656,755,591912
HP,2020-12-10,47703,39031,763,598201
HP,2020-12-11,48354,39801,783,605492
HP,2020-12-12,48951,40538,793,611569
HP,2020-12-13,49375,41278,801,616101
HP,2020-12-14,49761,41954,813,622318
HP,2020-12-15,50196,42531,824,631549
HP,2020-12-16,50680,43577,836,640502
HP,2020-12-17,51143,44109,846,649519
HP,2020-12-18,51625,44748,855,658733
HP,2020-12-19,52010,45138,858,667510
HP,2020-12-20,52329,46221,864,674626
HP,2020-12-21,52623,46817,873,682152
HP,2020-12-22,52955,47240,877,693244
HP,2020-12-23,53392,47834,882,704032
HP,2020-12-24,53766,48151,887,714560
HP,2020-12-25,54058,48774,890,722290
HP,2020-12-26,54280,49040,901,730190
HP,2020-12-27,54438,49650,907,736376
HP,2020-12-28,54680,50044,909,743724
HP,2020-12-29,54894,50596,913,752545
HP,2020-12-30,55114,51351,919,761753
HP,2020-12-31,55277,51692,922,772021
HP,2021-01-01,55470,52104,924,780439
HP,2021-01-02,55619,52443,926,787707
HP,2021-01-03,55686,52876,932,793172
HP,2021-01-04,55808,53180,934,800643
HP,2021-01-05,55910,53487,938,809088
HP,2021-01-06,56015,53747,940,819909
HP,2021-01-07,56146,53938,941,828582
HP,2021-01-08,56282,54109,943,837932
HP,2021-01-09,56366,54284,946,845767
HP,2021-01-10,56452,54486,947,849866
HP,2021-01-11,56521,54650,949,853916
HP,2021-01-12,56596,54824,949,859688
HP,2021-01-13,56689,54895,951,866082
HP,2021-01-14,56751,54976,951,870733
HP,2021-01-15,56802,55071,951,875389
HP,2021-01-16,56873,55154,952,881083
HP,2021-01-17,56943,55280,954,883146
HP,2021-01-18,56978,55383,955,886122
HP,2021-01-19,57019,55464,955,889805
HP,2021-01-20,57082,55536,955,893797
HP,2021-01-21,57121,55591,958,897538
HP,2021-01-22,57162,55672,958,901112
HP,2021-01-23,57189,55745,959,904865
HP,2021-01-24,57210,55797,961,907293
HP,2021-01-25,57245,55860,961,909300
HP,2021-01-26,57257,55919,961,911204
HP,2021-01-27,57296,55987,962,914316
HP,2021-01-28,57356,56039,962,918838
HP,2021-01-29,57400,56079,962,923426
HP,2021-01-30,57494,56131,964,928519
HP,2021-01-31,57536,56163,967,931400
HP,2021-02-01,57561,56200,967,935674
HP,2021-02-02,57587,56238,968,941382
HP,2021-02-03,57646,56252,969,945901
HP,2021-02-04,57693,56268,970,952997
HP,2021-02-05,57764,56316,970,959153
HP,2021-02-06,57851,56367,971,965756
HP,2021-02-07,57896,56444,972,968162
HP,2021-02-08,57925,56479,972,968691
HP,2021-02-09,57993,56551,975,980380
HP,2021-02-10,58076,56600,976,987583
HP,2021-02-11,58112,56630,977,994599
HP,2021-02-12,58142,56647,978,1003062
HP,2021-02-13,58201,56685,979,1010862
HP,2021-02-14,58222,56817,981,1014237
HP,2021-02-15,58243,56851,981,1019339
HP,2021-02-16,58262,56898,981,1025466
HP,2021-02-17,58296,56948,981,1032535
HP,2021-02-18,58312,57017,981,1040755
HP,2021-02-19,58344,57052,981,1048130
HP,2021-02-20,58366,57120,981,1055772
HP,2021-02-21,58385,57156,982,1059214
HP,2021-02-22,58403,57181,982,1063922
HP,2021-02-23,58423,57210,982,1070823
HP,2021-02-24,58457,57233,982,1077196
HP,2021-02-25,58499,57260,982,1082828
HP,2021-02-26,58543,57287,982,1090011
HP,2021-02-27,58598,57311,982,1093715
HP,2021-02-28,58645,57332,982,1094709
HP,2021-03-01,58777,57347,983,1099742
HP,2021-03-02,58800,57367,983,1106000
HP,2021-03-03,58877,57386,983,1112759
HP,2021-03-04,58942,57406,983,1119343
HP,2021-03-05,59014,57428,984,1123786
HP,2021-03-06,59059,57473,984,1129177
HP,2021-03-07,59118,57507,984,1131166
HP,2021-03-08,59197,57580,987,1135122
HP,2021-03-09,59239,57616,989,1139563
HP,2021-03-10,59347,57745,990,1143960
HP,2021-03-11,59439,57774,990,1146871
HP,2021-03-12,59527,57818,990,1149732
HP,2021-03-13,59597,57848,991,1154369
HP,2021-03-14,59675,57908,993,1156208
HP,2021-03-15,59750,57982,997,1161506
HP,2021-03-16,59869,58037,998,1168225
HP,2021-03-17,60036,58089,998,1176320
HP,2021-03-18,60207,58150,1000,1184160
HP,2021-03-19,60389,58248,1003,1189809
HP,2021-03-20,60537,58315,1004,1195423
HP,2021-03-21,60678,58398,1005,1200601
HP,2021-03-22,60878,58466,1008,1204942
HP,2021-03-23,61035,58550,1012,1211071
HP,2021-03-24,61301,58615,1014,1216320
HP,2021-03-25,61616,58679,1016,1223757
HP,2021-03-26,61967,58807,1017,1231455
HP,2021-03-27,62383,58981,1020,1240468
HP,2021-03-28,62660,59138,1023,1244992
HP,2021-03-29,62981,59303,1026,1247696
HP,2021-03-30,63320,59442,1032,1253169
HP,2021-03-31,63605,59581,1035,1260512
HP,2021-04-01,64014,59738,1039,1267715
HP,2021-04-02,64420,60023,1043,1272632
HP,2021-04-03,64838,60331,1047,1278357
HP,2021-04-04,65242,60587,1057,1282170
HP,2021-04-05,65809,60855,1063,1286940
HP,2021-04-06,66237,61311,1068,1294127
HP,2021-04-07,66890,61537,1077,1301527
HP,2021-04-08,67511,61797,1083,1309967
HP,2021-04-09,68173,62298,1090,1318463
HP,2021-04-10,69116,62671,1102,1327078
HP,2021-04-11,69686,63177,1102,1332264
HP,2021-04-12,70775,63558,1111,1338611
HP,2021-04-13,71394,63966,1122,1347341
HP,2021-04-14,72319,64218,1135,1354979
HP,2021-04-15,73353,64807,1146,1360794
HP,2021-04-16,74195,65291,1155,1367183
HP,2021-04-17,75587,65947,1167,1378090
HP,2021-04-18,76375,66479,1177,1386599
HP,2021-04-19,78070,67072,1190,1392242
HP,2021-04-20,79410,68150,1206,1401986
HP,2021-04-21,81102,69058,1223,1411277
HP,2021-04-22,82876,69747,1241,1419314
HP,2021-04-23,84065,70519,1267,1429699
HP,2021-04-24,86138,71396,1291,1440233
HP,2021-04-25,87501,72557,1323,1447397
HP,2021-04-26,89193,73478,1350,1456795
HP,2021-04-27,91350,74783,1374,1467876
HP,2021-04-28,93889,76335,1407,1482357
HP,2021-04-29,96929,77576,1447,1497617
HP,2021-04-30,99287,79310,1484,1509568
HP,2021-05-01,102038,80534,1512,1521350
HP,2021-05-02,104491,82148,1556,1531034
HP,2021-05-03,107121,83679,1599,1539545
HP,2021-05-04,110945,85671,1647,1555499
HP,2021-05-05,114787,87151,1679,1571240
HP,2021-05-06,118729,89197,1724,1590372
HP,2021-05-07,122906,91573,1780,1605831
HP,2021-05-08,128330,94586,1817,1624556
HP,2021-05-09,131423,97045,1872,1633923
HP,2021-05-10,135782,99400,1925,1645146
HP,2021-05-11,140759,102499,1989,1662432
HP,2021-05-12,145736,104686,2055,1679291
HP,2021-05-13,150673,108503,2118,1696695
HP,2021-05-14,153717,111878,2185,1708083
HP,2021-05-15,157862,116016,2241,1723544
HP,2021-05-16,160240,120990,2311,1733730
HP,2021-05-17,163786,124750,2369,1747264
HP,2021-05-18,166678,129315,2447,1763099
HP,2021-05-19,170074,132406,2516,1777957
HP,2021-05-20,172722,136663,2581,1792460
HP,2021-05-21,175384,141198,2638,1806900
HP,2021-05-22,177725,146219,2693,1822120
HP,2021-05-23,179034,150278,2752,1829865
HP,2021-05-24,180983,153964,2813,1841031
HP,2021-05-25,182982,157031,2873,1856038
HP,2021-05-26,184347,159227,2917,1864817
HP,2021-05-27,185819,162636,2976,1875554
